scenario	step_order	action	route_to_if_stopped	coverage_type	template_id	template_exists	template_lint_failures	coverage_status	score_values_read
scored_canonical_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_noncanonical_aggregate	1	Run local returned-package regression guard before touching package content	repair local software/readiness guard	local_operator_guard		true	0	PASS	false
scored_noncanonical_aggregate	2	Record non-sensitive receipt metadata and file listing only	keep package outside git and run no-raw scanner	local_operator_guard		true	0	PASS	false
scored_noncanonical_aggregate	3	Capture or resolve data-use terms class	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_noncanonical_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_noncanonical_aggregate	5	Normalize accepted noncanonical aggregate aliases if needed	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_noncanonical_aggregate	6	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_noncanonical_aggregate	6	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	redaction_or_private_content_block	true	0	PASS	false
scored_noncanonical_aggregate	7	Run aggregate schema validator	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_noncanonical_aggregate	8	Refresh small-n conclusion language constraints	repair local planning artifact before report drafting	local_operator_guard		true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_noncanonical_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_unknown_alias_aggregate	1	Run local returned-package regression guard before touching package content	repair local software/readiness guard	local_operator_guard		true	0	PASS	false
scored_unknown_alias_aggregate	2	Record non-sensitive receipt metadata and file listing only	keep package outside git and run no-raw scanner	local_operator_guard		true	0	PASS	false
scored_unknown_alias_aggregate	3	Capture or resolve data-use terms class	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_unknown_alias_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
scored_unknown_alias_aggregate	5	Normalize accepted noncanonical aggregate aliases if needed	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_unknown_alias_aggregate	6	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_unknown_alias_aggregate	6	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	redaction_or_private_content_block	true	0	PASS	false
scored_unknown_alias_aggregate	7	Run aggregate schema validator	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_unknown_alias_aggregate	8	Refresh small-n conclusion language constraints	repair local planning artifact before report drafting	local_operator_guard		true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
scored_unknown_alias_aggregate	9	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
unscoreable_aggregate	1	Run local returned-package regression guard before touching package content	repair local software/readiness guard	local_operator_guard		true	0	PASS	false
unscoreable_aggregate	2	Record non-sensitive receipt metadata and file listing only	keep package outside git and run no-raw scanner	local_operator_guard		true	0	PASS	false
unscoreable_aggregate	3	Capture or resolve data-use terms class	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
unscoreable_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
unscoreable_aggregate	5	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
unscoreable_aggregate	5	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	redaction_or_private_content_block	true	0	PASS	false
unscoreable_aggregate	6	Run aggregate schema validator	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
unscoreable_aggregate	7	Refresh small-n conclusion language constraints	repair local planning artifact before report drafting	local_operator_guard		true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
unscoreable_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
partial_label_scored_aggregate	1	Run local returned-package regression guard before touching package content	repair local software/readiness guard	local_operator_guard		true	0	PASS	false
partial_label_scored_aggregate	2	Record non-sensitive receipt metadata and file listing only	keep package outside git and run no-raw scanner	local_operator_guard		true	0	PASS	false
partial_label_scored_aggregate	3	Capture or resolve data-use terms class	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
partial_label_scored_aggregate	4	Generate route-specific command order	matching repair template from blocked safe class	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
partial_label_scored_aggregate	5	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
partial_label_scored_aggregate	5	Run redaction and completeness return gate	repair template redaction_or_private_content_block or missing_score_bearing_aggregate_outputs	explicit_repair_template	redaction_or_private_content_block	true	0	PASS	false
partial_label_scored_aggregate	6	Run aggregate schema validator	repair template schema_or_metric_format_mismatch	explicit_repair_template	schema_or_metric_format_mismatch	true	0	PASS	false
partial_label_scored_aggregate	7	Count analyzable response pairs and classify partial-label state	small-n language table plus repair template response_labels_absent_or_unmapped or below_planning_floor_labeled_pairs	explicit_repair_template	below_planning_floor_labeled_pairs	true	0	PASS	false
partial_label_scored_aggregate	7	Count analyzable response pairs and classify partial-label state	small-n language table plus repair template response_labels_absent_or_unmapped or below_planning_floor_labeled_pairs	explicit_repair_template	response_labels_absent_or_unmapped	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	batch_or_confounder_metadata_needed	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	below_planning_floor_labeled_pairs	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	metadata_or_pairing_contradiction	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	missing_score_bearing_aggregate_outputs	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	primary_module_coverage_block	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	redaction_or_private_content_block	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_label_orientation_ambiguous	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	response_labels_absent_or_unmapped	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	schema_or_metric_format_mismatch	true	0	PASS	false
partial_label_scored_aggregate	8	Run safe-interpretation classifier or route to repair template without reading score values	matching repair template; no result report yet	dynamic_safe_class_template	terms_or_receipt_not_cleared	true	0	PASS	false
terms_blocked_return	1	Run local returned-package regression guard before touching package content	repair local software/readiness guard	local_operator_guard		true	0	PASS	false
terms_blocked_return	2	Record non-sensitive receipt metadata and file listing only	keep package outside git and run no-raw scanner	local_operator_guard		true	0	PASS	false
terms_blocked_return	3	Capture or resolve data-use terms class	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
terms_blocked_return	4	Stop at terms blocker; do not run package gates	repair template terms_or_receipt_not_cleared	explicit_repair_template	terms_or_receipt_not_cleared	true	0	PASS	false
