gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text	mechanism_class	failure_marker_only	failure_safety_or_prior	failure_no_causal_channel	failure_no_modality	failure_ms_not_fdr	failure_response_absent
DAP	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.3933456450044126	0.0080691967127082	0.8344760564031432	3	Crohn disease;psoriasis;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	other	True	False	True	True	True	True
LTA4H	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.8088474560590342	0.0063566148101549	0.8344760564031432	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
NCK1	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.4449989986308154	0.0055557148533128	0.8344760564031432	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
PLEK2	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	3.0459958234208124	0.0073786076112192	0.8344760564031432	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
PPIL3	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.6072339458133413	0.0182948169279802	0.8372898579012464	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	intracellular_housekeeping	True	False	True	True	True	True
PPP3CA	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.3662550380794975	0.0343364012152779	0.8506970233122761	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
SNX10	NO_GO_FRESH_SCAN	4.1	2	True	True	False	False	False	False	0.712408223548989	0.0127398445881719	0.8349413280632139	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
ABHD2	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.7082492463572763	0.0032438170483105	0.8344760564031432	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
BTF3	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.304770964070439	0.0167967913854618	0.8372898579012464	2	Sjogren syndrome;ulcerative colitis	0	0	0	0	False	    	intracellular_housekeeping	True	False	True	True	True	True
CCNI	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.490854059033099	0.0208777725876352	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
CDV3	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.225039193551547	0.0365906398331607	0.8506970233122761	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
DIAPH1	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.4327883430790198	0.0370234611129366	0.8506970233122761	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	True	False	True	True	True	True
ERI1	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.588996533957598	0.0097895496839974	0.8349413280632139	2	Crohn disease;psoriasis	0	0	0	0	False	    	other	True	False	True	True	True	True
IL2RG	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.7679981961613978	0.0170189770238671	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
ITGAV	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.561919614395908	0.0174383647823735	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	True	False	True	True	True	True
KRTCAP3	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	2.0628495204019814	0.0373082507309811	0.8506970233122761	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
LIMS1	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.5206467023461094	0.0204864195148095	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	True	False	True	True	True	True
PILRA	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.3377966078846164	0.029250759403389	0.8506970233122761	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
SDC4	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.9585668826117236	0.0249633235459631	0.8472374898464006	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	True	False	True	True	True	True
TRIQK	NO_GO_FRESH_SCAN	3.9	2	True	True	False	False	False	False	0.6174918323292342	0.0073792702277832	0.8344760564031432	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
CD274	NO_GO_FRESH_SCAN	3.8	3	False	True	False	True	True	False	0.3544765521359103	0.3282160655447695	0.9136659261486608	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	1	8	0	True	  NO_REOPEN_BLOCKED_BRANCH prior global survivor audit marked a blocked branch NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	True	False	True
ACTRT3	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	1.126659034583552	0.0226004373195564	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	True	False	True	True	True	True
ANKRD27	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.4074034805651205	0.0485178771219688	0.8766654477139005	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	True	False	True	True	True	True
B2M	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.3736777706958616	0.0365779840651987	0.8506970233122761	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	True	False	True	True	True	True
EIF3E	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.4446815913034569	0.0101902913790008	0.8349413280632139	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	True	False	True	True	True	True
NMT2	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.6583015354719786	0.025783388938017	0.8472374898464006	1	type 1 diabetes mellitus	0	0	0	0	False	    	other	True	False	True	True	True	True
RASAL1	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	2.0855494962225887	0.0253443296551049	0.8472374898464006	1	Crohn disease	0	0	0	0	False	    	other	True	False	True	True	True	True
RPL17	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.3030373225065492	0.0476747931921886	0.8744776374054363	1	type 1 diabetes mellitus	0	0	0	0	False	    	intracellular_housekeeping	True	False	True	True	True	True
TXNRD1	NO_GO_FRESH_SCAN	3.7	2	True	True	False	False	False	False	0.6278604950124063	0.0101940683441562	0.8349413280632139	1	ulcerative colitis	0	0	0	0	False	    	other	True	False	True	True	True	True
IFI30	NO_GO_FRESH_SCAN	3.5999999999999996	3	False	True	True	True	False	False	0.21016237009791	0.379946954952182	0.9141270983319502	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	2	1	3	0	True	NO_GO_DIRECT_ANTIGEN_PROCESSING_HOST_DEFENSE_AND_POOR_DRUGGABILITY NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR   	ifn_antigen_processing	False	True	False	True	False	False
IL7R	NO_GO_FRESH_SCAN	3.5999999999999996	3	False	True	False	True	True	False	-0.6536992297096775	0.5724603142052797	0.9431647247323408	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	4	4	0	True	  PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED IL7R genetics/druggability but prior audited and broad T-cell biology PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	other	False	True	False	True	False	True
AHCTF1	NO_GO_FRESH_SCAN	3.5	2	True	False	False	False	True	False	0.3408473138799657	0.049567863682125	0.8766654477139005	0		0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	other	False	False	False	True	True	True
ASAH1	NO_GO_FRESH_SCAN	3.5	2	True	False	False	False	True	False	0.4645985538687647	0.0266365328274421	0.8472374898464006	0		0	0	0	0	False	  sphingolipid enzyme route prior audited; no translational specificity 	ifn_antigen_processing	False	False	False	True	True	True
CTSB	NO_GO_FRESH_SCAN	3.4000000000000004	3	False	False	True	True	True	False	-0.0599954640789519	0.8140537383462653	0.9761732664217524	2	psoriasis;ulcerative colitis	2	1	1	1	True	NO_GO_BROAD_CATHEPSIN_HOST_DEFENSE_AND_PROTEASE_SELECTIVITY NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR NO_REOPEN_INSUFFICIENT_CONVERGENCE cathepsin/lysosomal protease route prior audited and nonspecific NO_GO_WAVE62_TARGET_RESOLUTION	ifn_antigen_processing	False	True	False	True	False	False
CCL20	NO_GO_FRESH_SCAN	3.3	3	False	True	False	True	False	True	1.1469018183892334	0.0611072952242856	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	1	1	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	chemokine_neutrophil	False	True	False	False	False	True
PTPN2	NO_GO_FRESH_SCAN	3.3	3	False	True	False	True	False	True	-0.0059418057306839	0.9843569990044077	0.998541739884114	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	5	5	0	True	  PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED TCPTP_restoration_not_currently_druggable; prior_branch_blocker_or_directionality_unresolved NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
SP140	NO_GO_FRESH_SCAN	3.3	3	False	True	False	True	False	True	-0.0867628128456026	0.7262224269643743	0.9677805697088556	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	3	3	0	True	  NO_REOPEN_BLOCKED_BRANCH closed prior SP140 branch: direct modulation is prior-art/chemistry-limited and retained only as comparator or Crohn-loss stratification PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	ifn_antigen_processing	False	True	False	False	False	True
CCL2	NO_GO_FRESH_SCAN	3.2	3	False	True	True	True	False	False	0.0490525604706171	0.90646856397048	0.9859682246933096	1	type 1 diabetes mellitus	2	2	4	5	True	NO_GO_BROAD_CHEMOKINE_REDUNDANCY_AND_PRIOR_ART NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR   	chemokine_neutrophil	False	True	False	True	False	False
COQ4	NO_GO_FRESH_SCAN	3.2	2	False	True	False	False	True	False	-0.6008962503040909	0.4537961785760602	0.9234563450681982	1	Crohn disease	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	other	False	False	False	True	False	True
RGS14	NO_GO_FRESH_SCAN	3.2	2	False	False	False	True	False	True	-0.5035394425450566	0.0463387063426136	0.8744776374054363	1	Crohn disease	0	3	3	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE	other	False	False	False	False	False	True
PLEK	NO_GO_FRESH_SCAN	3.1	2	False	True	False	False	False	True	0.0008511431179645	0.997174971498952	0.999536131442628	3	Crohn disease;Sjogren syndrome;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	other	False	False	True	False	False	True
PTPN11	NO_GO_FRESH_SCAN	3.1	2	False	True	False	False	False	True	0.1914483871986583	0.1882167336704368	0.8993702893651148	3	Crohn disease;psoriasis;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	other	False	False	True	False	False	True
CARMIL1	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	0.0	1.0	1.0	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	3	0	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
CCDC88B	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	-0.4485293766780085	0.0137066414280347	0.8372898579012464	3	Crohn disease;psoriasis;ulcerative colitis	0	1	4	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
ETV7	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	1.2818765454897223	0.1865737416259766	0.8993702893651148	3	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus	0	1	1	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
GALC	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	0.1897668310526405	0.4547265367950667	0.9234563450681982	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	2	3	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE sphingolipid enzyme route prior audited; no translational specificity PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	ifn_antigen_processing	False	True	False	False	False	True
PRDM1	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	-0.0411396810451609	0.9031141115364548	0.9853557740270772	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0	3	0	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
SP110	NO_GO_FRESH_SCAN	3.0999999999999996	3	False	True	False	True	False	True	-0.2596999767507064	0.3344619735938268	0.9141270983319502	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	2	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
CD40	NO_GO_FRESH_SCAN	2.9000000000000004	3	False	False	False	True	True	True	-0.5445775168848961	0.0540269612921963	0.8904676266102052	2	Crohn disease;ulcerative colitis	0	1	6	0	True	  NO_REOPEN_BLOCKED_BRANCH checkpoint/costimulation prior art and broad immune activation NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
ETS1	NO_GO_FRESH_SCAN	2.9000000000000004	3	False	True	False	True	False	True	0.0153749961763871	0.9662802005584104	0.9967096674502096	2	Crohn disease;ulcerative colitis	0	4	2	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
MYC	NO_GO_FRESH_SCAN	2.9000000000000004	3	False	True	False	True	False	True	0.1796494504019694	0.5466328849061214	0.9390010612097776	2	Crohn disease;type 1 diabetes mellitus	0	2	0	0	True	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
STAT3	NO_GO_FRESH_SCAN	2.9000000000000004	3	False	True	False	True	False	True	-0.0052452399033047	0.9827297093959808	0.9982687727683835	2	Crohn disease;ulcerative colitis	0	2	2	0	True	  PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED prior global survivor audit marked prior-art or host-defense penalty NO_GO_WAVE62_TARGET_RESOLUTION	ifn_antigen_processing	False	True	False	False	False	True
FCGR2A	NO_GO_FRESH_SCAN	2.7	3	False	False	False	True	True	True	-0.1533819091799007	0.582735290071486	0.9460303616141402	1	Sjogren syndrome	0	4	7	0	True	  NO_REOPEN_BLOCKED_BRANCH Fc receptor direction and safety blocked NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
JAK2	NO_GO_FRESH_SCAN	2.7	3	False	False	False	True	True	True	0.1310389086976435	0.5843508835841206	0.9464449594593544	1	Crohn disease	0	2	2	0	True	  NO_REOPEN_BLOCKED_BRANCH JAK/IFN broad immunosuppression/prior art NO_GO_WAVE62_TARGET_RESOLUTION	other	False	True	False	False	False	True
CARD16	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	0.427054014710313	0.494819097605486	0.9274484982877348	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
EEF1E1	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-1.1784102252943471	0.2145941794042359	0.8993702893651148	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
FAM136A	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.3296785879844943	0.3541914497691751	0.9141270983319502	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
IFITM2	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.5240543955909676	0.2031260631187718	0.8993702893651148	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
IFITM3	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.4945365481899664	0.2965069179161008	0.9075477698307116	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
IL15	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	1.1957614008388182	0.1225512579945805	0.8989378106274888	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
JAK3	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-1.2743341179086656	0.0149902470163362	0.8372898579012464	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
LRRC59	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	0.0422703381969409	0.8419061527165945	0.9761732664217524	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
NLRC5	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.1754720644354748	0.4867392295596717	0.926038761164836	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
NME1	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.386249849366223	0.3480428652732463	0.9141270983319502	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
POMP	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.0430089608388559	0.762824900529835	0.9720939505346544	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PPIA	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	0.0798111319015699	0.5869705544995741	0.9464449594593544	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSME1	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.2037368565985371	0.3993275020823	0.9157809859344704	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
PSME2	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.2525338557141818	0.4970034386143676	0.9275874758277628	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
TMEM167A	NO_GO_FRESH_SCAN	2.5	1	False	True	False	False	False	False	-0.0593616890394788	0.7752687424411747	0.973344149072204	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ABCC3	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	2.0800823014194503	0.0002625963831746	0.7061565610737713	2	Sjogren syndrome;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
AFTPH	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3086259096632666	0.0398302653000553	0.85672364651018	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
AMZ2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3471491081275992	0.0145991637953875	0.8372898579012464	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
ATF5	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5161155260346195	0.0307494520500533	0.8506970233122761	2	Crohn disease;ulcerative colitis	0	0	0	0	False	  candidate lacks direct perturbation or model support 	other	False	False	True	True	True	True
ATP1B1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3173515625282039	0.0438451838101231	0.8665399879407999	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
ATP6V1F	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3463802371139319	0.0456046369537958	0.8720558158456704	2	Sjogren syndrome;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
ATP6V1G1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3548053882861275	0.0451691650266659	0.8720558158456704	2	Sjogren syndrome;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
BIRC3	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.7690495898515248	0.0182090480476607	0.8372898579012464	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	other	False	False	True	True	True	True
CCDC6	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.6338061022646375	0.001114208840719	0.8088937516149148	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
CMPK1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3779789963198396	0.010050849073716	0.8349413280632139	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
COA7	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	1.3711781923664192	0.0481323738100401	0.8766654477139005	2	Sjogren syndrome;psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
CPSF2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2240428224597668	0.0489633302954134	0.8766654477139005	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
CTSL	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4062437628526023	0.0338072600121596	0.8506970233122761	2	psoriasis;ulcerative colitis	0	0	0	0	False	    	lysosomal_protease	False	False	True	True	True	True
DCLRE1B	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.8296249946325531	0.0306555079225424	0.8506970233122761	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
