snp	chr	position	z1	p1	pip1	z2	p2	pip2	SNP.PP.H4.abf
rs10824754	10	81175954	0.593120911101181	0.5531	0.0126030582348452	2.92620081967213	0.00337497	0.0605020984467164	4.07575878836983e-17
rs7100999	10	80565886	0.560701543473203	0.575	0.0126275239421132	2.39089619377163	0.0169001	0.0600459616688855	1.84464602526749e-17
rs12358729	10	81173663	0.540721614070444	0.5887	0.0125940895265704	2.75833606557377	0.00580297	0.0591915478670217	2.95061962191248e-17
rs10824755	10	81176707	0.532470152443368	0.5944	0.0125723270551337	2.92200409836066	0.003535	0.058980836588849	3.86661768483645e-17
rs4980007	10	80590724	0.562758084473922	0.5736	0.0125973261514318	2.42854761904762	0.0151401	0.0569432592742489	1.86259934580417e-17
rs1347959	10	80590542	0.60617548355021	0.5444	0.0125972381060784	2.37531058020478	0.01735	0.0549261842569595	1.76238356224939e-17
rs1999990	10	80593389	0.47105670578989	0.6376	0.0126621953271231	2.35848464163823	0.01854	0.0520448804185888	1.58998253290495e-17
rs1250560	10	81053475	6.4682899273887	9.90832e-11	0.0514952326320849	-4.42276422764228	1.00399e-05	0.0106203494273691	4.85484047758593e-06
rs7894487	10	80589774	0.554845950097247	0.579001	0.0125827102401995	2.38555972696246	0.0169899	0.0513352828146368	1.73312786067698e-17
rs1439777	10	80604614	0.0645904602078358	0.9485	0.0134698305905986	2.38161148648649	0.01706	0.0513101978840595	1.49613232294439e-17
rs1250543	10	81033888	-3.37500671862403	0.000738108	0.0511993098238166	-0.424473381294964	0.6708	0.0158662283027113	9.7682696479038e-16
rs1250559	10	81053560	6.46621012901212	1.00501e-10	0.0510995921940146	-4.51215447154472	6.50294e-06	0.010533221377279	7.21182502485785e-06
rs10740486	10	80605462	0.241974870447931	0.8088	0.0130708852447852	2.31199661016949	0.0205499	0.0489073837315662	1.41138058058323e-17
rs1072998	10	80605984	0.240941798493009	0.8096	0.0130734652956112	2.31188474576271	0.02064	0.0489001348349124	1.41096502819022e-17
rs71479693	10	81380759	-0.622062492414333	0.5339	0.0125968213367598	-2.10809407665505	0.0347896	0.048878465072403	5.33330980320469e-17
rs1427820	10	80609668	0.306268771591477	0.759401	0.0129458062886042	2.30208389261745	0.02139	0.0470631639267334	1.48596713938658e-17
rs16936600	10	80666551	-2.56424355824837	0.01034	0.0466724166260303	-0.21739667673716	0.8291	0.0105096615722654	5.73015396919908e-17
rs942793	10	81048158	6.47571150324137	9.43626e-11	0.0465835959629267	-4.84274193548387	1.28399e-06	0.0111796135560722	4.19083906242152e-05
rs12252016	10	81084669	0.50522512206557	0.6134	0.0148486214548721	2.84064406779661	0.00449004	0.0464893760146856	1.76534861397721e-16
rs1266026	10	81062837	6.41394790596762	1.41801e-10	0.045161311014432	-4.53285714285714	5.67505e-06	0.0105337201876154	6.18162924519055e-06
rs7088727	10	80719865	0.197291023797969	0.8436	0.0129641967418413	2.20941587301587	0.02732	0.0451222828622416	2.22680405656098e-17
rs10740484	10	80602061	0.397362561919246	0.6911	0.0127839217011213	2.26537414965986	0.0236401	0.0449961582237627	1.39002076155058e-17
rs10740485	10	80602161	0.398448806847167	0.6903	0.0127821579053244	2.26528231292517	0.0236401	0.0449908248844491	1.3903159302056e-17
rs72814050	10	80699243	2.39833539826546	0.0164699	0.0447717698205912	-0.121246321525886	0.9031	0.0105359249120073	7.35956999314468e-17
rs1250557	10	81065774	-5.59003788239986	2.27002e-08	0.0443846063893731	3.84271428571429	0.000119201	0.0133707005443726	5.82496377472402e-09
rs72814025	10	80655288	-2.72306187209171	0.006468	0.0437775769374686	-0.296904242424242	0.7674	0.0106241096690776	7.00366298046643e-17
rs11002729	10	80671254	-2.60186066985808	0.00927193	0.0437317111610281	-0.255278635014837	0.7985	0.0106548130245737	6.14155883304287e-17
rs4979837	10	80588289	0.477086300199373	0.633299	0.0126989981753771	2.21846075085324	0.0266698	0.0428130571169928	1.37357202233462e-17
rs11596458	10	81001802	-3.23910896954856	0.001199	0.0422302156481549	-0.307813631522897	0.7583	0.016512365516329	6.22956635249256e-16
rs71493603	10	81183428	-0.852923331991758	0.3937	0.0163088949959281	2.82272573839662	0.00471596	0.0420951069954724	4.61955950818855e-17
rs1250547	10	81062608	6.4100272190441	1.45499e-10	0.0419373220127148	-3.93802325581395	8.40698e-05	0.0120880217656847	4.01032907610645e-07
rs1782648	10	81060829	6.23176973975417	4.61201e-10	0.0415954167046566	-5.37143939393939	7.65491e-08	0.0113229502771651	0.000305314201647786
rs58423703	10	80658393	-2.62926481932	0.00855697	0.0415634986346991	-0.196936615384615	0.8434	0.0105070754195461	5.81145972479501e-17
rs34926016	10	81041412	-4.00821135233223	6.11801e-05	0.0414375430407905	1.26007188160677	0.2076	0.0108111795575461	2.16782577532502e-14
rs72814031	10	80663395	-2.59088341903397	0.00957304	0.0404986309067539	-0.0699893617021277	0.9445	0.0104821713055122	5.46794330780628e-17
rs1749855	10	81040209	6.45157488435134	1.10701e-10	0.0399146950952695	-5.10542510121457	3.37901e-07	0.0109299834895342	0.000112860836449887
rs1250564	10	81047342	6.4679249652617	9.93574e-11	0.0398176707930882	-4.8314859437751	1.341e-06	0.0116828664544795	3.00487216177803e-05
rs1250537	10	81038069	6.45084074588493	1.11199e-10	0.0397718853217067	-5.04081300813008	4.88697e-07	0.0109983442229847	7.99751018973695e-05
rs1250565	10	81047015	6.46732586143016	9.9747e-11	0.039731918201023	-4.835140562249	1.33199e-06	0.0116690725184712	3.04929399314646e-05
rs72818244	10	81023352	-5.01408403544238	5.32905e-07	0.0391637875859709	2.33464111498258	0.01963	0.0105302361718206	6.05043973325327e-12
rs2296424	10	81064755	-4.13523536123739	3.54601e-05	0.0388695331494299	0.562440203562341	0.5743	0.0141421859876545	1.1624254699883e-14
rs1250540	10	81036007	6.44043944608034	1.191e-10	0.0387110922866871	-4.9879674796748	6.12097e-07	0.0108808509679184	5.87417519009175e-05
rs4254015	10	80978442	1.05461877489594	0.2916	0.0171818248117918	-2.00001947419669	0.0455502	0.0385525464297048	7.63327623272118e-17
rs749821	10	80919442	-2.05312689493471	0.0400599	0.0384926973179218	-0.410413294797688	0.6826	0.0104830212533151	3.99132462796821e-17
rs4980038	10	80920370	-2.08114951362064	0.0374197	0.0384567243555451	-0.414867435158501	0.6786	0.0104929887055764	4.19261398060664e-17
rs1250538	10	81037800	6.44047372928911	1.191e-10	0.0383672600846744	-5.01626016260163	5.30396e-07	0.0110367017463711	6.64848145141671e-05
rs1250542	10	81034670	6.43630965355138	1.224e-10	0.0381754244800542	-5.00008097165992	5.48403e-07	0.0108656127395896	6.10410408827614e-05
rs4980084	10	81212406	-1.95511497958306	0.0505697	0.0381584089116256	-0.521285714285714	0.6022	0.0105428940426684	4.37374127946578e-17
rs59287402	10	81210383	-1.95257616696171	0.0508698	0.0380620167101046	-0.476562827225131	0.6326	0.0105887671945796	4.28253663544528e-17
rs61853180	10	80910098	-2.06842361476433	0.0386002	0.0380384607272514	0.151746418338109	0.8799	0.0110531104483754	3.90341380375953e-17
rs9664899	10	80927123	-2.04820498677871	0.0405397	0.038013137478962	-0.0987139534883721	0.9206	0.0107222730346294	3.64177986673522e-17
rs11002908	10	81041793	6.43596925865336	1.22699e-10	0.0378217016706567	-5.09274193548387	3.44699e-07	0.0109395568368285	9.67100431829619e-05
rs7909837	10	81228041	1.84292363703396	0.0653401	0.0376072707649953	-1.3158007518797	0.187	0.0236643717579536	8.61500903858733e-17
rs9665287	10	81039124	6.42658020010159	1.305e-10	0.0366469533262296	-5.08902834008097	3.62001e-07	0.0109427280699849	8.995472046705e-05
rs10762863	10	81177207	1.1009962356439	0.2709	0.0128877136469242	2.09953526970954	0.0352598	0.0364812595276861	2.13226200562274e-17
rs704017	10	80819132	1.11862337882512	0.2633	0.0172061057068853	-1.99196787148594	0.0460204	0.0360955884249877	9.66010427477364e-17
rs4980054	10	81021841	4.77627411203644	1.78599e-06	0.0357902148018142	-2.55348854961832	0.0105	0.010727831621915	2.66880647962328e-12
rs12356376	10	81062107	0.983828014580079	0.3252	0.0140703160764742	3.03981060606061	0.00235798	0.0357167739033546	4.51649525053681e-16
rs745494	10	80745649	0.61145321339145	0.5409	0.0125759982208693	1.97077597402597	0.04854	0.035675528596756	1.83867299396397e-17
rs58973183	10	80745712	0.613267479606738	0.539699	0.0125768182534736	1.97077597402597	0.0486105	0.035675528596756	1.84045034699521e-17
rs11002976	10	81186077	-0.993839570938718	0.3203	0.0174579439171255	2.68434600760456	0.00717893	0.0356537976210561	3.9467135220354e-17
rs4620666	10	81174482	1.12332763848116	0.2613	0.0126606052367929	1.91952542372881	0.0550998	0.0353604641380025	1.80795853026209e-17
rs11002978	10	81186229	-1.00499866003286	0.3149	0.0175652996139384	2.65776045627376	0.00774908	0.0345528526751713	3.80954551700046e-17
rs1250544	10	81032885	6.40495989014536	1.50401e-10	0.034482030554973	-4.94331983805668	8.07904e-07	0.010949198093673	3.832835383379e-05
rs1439031	10	80719402	-0.0583120204603581	0.9535	0.0137639335968561	1.99312837837838	0.0461201	0.0343723167188463	1.70751761034071e-17
rs4979864	10	81175384	1.13208639340111	0.2576	0.0126572708220877	1.89425847457627	0.0584104	0.0343438737519685	1.77085041629787e-17
rs4246945	10	81174774	1.12899579073963	0.2589	0.012666859964193	1.88983050847458	0.0588505	0.0341475901617536	1.77192614539913e-17
rs17882088	10	81318565	-2.37330007242295	0.0176299	0.0339955896576785	0.233298391420912	0.8159	0.010671562887133	3.06019693382229e-17
rs11592083	10	81184520	-0.961501848401848	0.3363	0.0165992218835614	2.68141532258065	0.00747601	0.0335053974204483	3.95117890704746e-17
rs58273541	10	80962113	3.26155916442385	0.001108	0.0333065494714535	-1.58372346368715	0.113	0.0106163707905585	1.18102597576081e-15
rs2181078	10	81175273	1.14188933077428	0.2535	0.0126817903963422	1.8596170212766	0.0631393	0.0329728907134264	1.75167775385093e-17
rs10824756	10	81178171	-0.515649105481523	0.6061	0.0142197390968555	2.61868220338983	0.00885095	0.0326844826595564	2.66398570910951e-17
rs12355732	10	81055803	0.649059456744836	0.5163	0.0135353929046632	3.17225048923679	0.00150598	0.032590651372298	4.98793757205529e-16
rs55909752	10	80988604	3.27866768467265	0.00104299	0.032570306022828	-1.87101012658228	0.0615602	0.0109213945753532	2.19024116444988e-15
rs7914081	10	80930004	-1.86830194844982	0.0617206	0.032540930477598	-0.363121037463977	0.715801	0.0104834203249559	2.84650945988275e-17
rs1923360	10	81185978	2.03969957641946	0.04138	0.0325012607683073	-1.02352702702703	0.3065	0.0117442836317062	4.40476600657322e-17
rs2145995	10	81175086	1.14623407840461	0.2517	0.012687041841285	1.83828936170213	0.0654094	0.0321779911562718	1.72919813072014e-17
rs72814064	10	80756485	1.90040507896526	0.0573799	0.0321747611161622	0.744652744630072	0.4566	0.0119300267821937	4.5948187339783e-17
rs11002911	10	81051855	0.561143111456692	0.5747	0.0126885931339369	3.00188644688645	0.002678	0.0321723394095834	2.93830106682821e-16
rs1250549	10	81060474	6.14692644898485	7.90005e-10	0.0321560889497547	-4.0779262295082	4.65404e-05	0.0106145158498738	2.5989128272571e-07
rs1250553	10	81071087	4.15717474756932	3.22203e-05	0.0321483980656517	-1.40149814126394	0.1604	0.0109524864801095	4.08039241494562e-14
rs4980037	10	80912434	-2.01983867196633	0.0434	0.0319280276893809	-0.7822	0.434	0.0114877589650337	4.66255167763908e-17
rs515962	10	80675400	1.62576353456379	0.104	0.0170409173056123	1.94479310344828	0.0517202	0.0316876945065334	4.9497465465197e-17
rs61862463	10	81213560	2.38627310316983	0.01702	0.031581539964068	1.06558737864078	0.2866	0.0141257969617207	9.95089259534871e-17
rs12355688	10	81055626	0.664610224393874	0.5063	0.0137098870111659	3.14909803921569	0.001649	0.0307075224343023	4.67276595303477e-16
rs73296823	10	80626620	-0.313238331552241	0.7541	0.0140440632444051	1.86231536926148	0.0625893	0.0304928138308368	1.68375764494531e-17
rs10824757	10	81180767	-0.657282539527143	0.511	0.0150501682387828	2.52558974358974	0.0116399	0.030249987016777	2.4265232992321e-17
rs73296832	10	80627382	-0.318376016247766	0.7502	0.0140671813240832	1.85101	0.0641106	0.0301132370772067	1.66009956020257e-17
rs704000	10	80897384	0.570555875044759	0.5683	0.0125699235743021	-2.04031879194631	0.0410601	0.0300833492436744	5.46486225977042e-17
rs73298786	10	80645562	-0.356855462705045	0.7212	0.0142469745278617	1.84760956175299	0.0647098	0.0300004177557828	1.66973430971096e-17
rs2395576	10	81184728	2.50313276119363	0.0123101	0.0298089908876296	-2.41650724637681	0.0156498	0.0182962038152622	4.33819877641031e-16
rs7905936	10	80625740	-0.302461376324049	0.7623	0.0139962390141368	1.83764940239044	0.0661394	0.0296735014682863	1.62404579539539e-17
rs7905321	10	81057833	0.651845442958167	0.5145	0.0135452675341007	3.08840864440079	0.00198701	0.0296690179828981	3.93557431875048e-16
rs12355029	10	81183876	0.511645753815416	0.6089	0.0172664712170909	-1.90853941908714	0.0567296	0.0294971272174597	1.32123457627353e-17
rs55708041	10	80805751	0.881959552819998	0.3778	0.0154338227661381	-2.31036633663366	0.02088	0.0293975255246586	2.95244456874857e-17
rs12360384	10	81182802	-0.656970578432264	0.5112	0.0149947974220852	2.5125720338983	0.0118599	0.0293386533115442	2.36640718698746e-17
rs1149758	10	81293568	0.920139694479382	0.3575	0.0139867716388674	-2.1130625	0.0342997	0.0292443853768082	5.15482305403944e-17
rs11002846	10	80894561	-0.289890778533636	0.7719	0.0147366343371711	-1.86713289036545	0.0620197	0.0290889196723594	4.37656429384041e-17
rs61851356	10	80860517	-0.478914082134276	0.632	0.0140833673247907	-2.07358081471748	0.0381101	0.02881648915435	5.13571551280691e-17
rs10824758	10	81181631	-0.662110496292768	0.5079	0.0150258681453979	2.49579661016949	0.0124799	0.0288087517934152	2.31318397179619e-17
rs1250546	10	81032532	6.25792169712687	3.90202e-10	0.0286693514223393	-4.52888429752066	5.66696e-06	0.0106733145061895	2.36354883470803e-06
rs2395577	10	81183884	2.00102368115744	0.04539	0.0286493170843041	-1.29420588235294	0.1958	0.0128795929150973	4.87070430580727e-17
rs1782645	10	81048611	6.18541197915183	6.19398e-10	0.028348819912322	-4.50591836734694	6.32397e-06	0.0105934888150577	1.61470601264717e-06
rs1923361	10	81185952	1.98620929123738	0.04701	0.0283124825790702	-0.776643333333333	0.4379	0.0107796380985677	3.54556194653362e-17
rs55716701	10	80977620	3.42694805828083	0.000610394	0.028300631676984	-1.5749796437659	0.1151	0.0105514193724899	1.86634597034629e-15
rs11594933	10	81069147	-2.15835870005103	0.0309001	0.0183679422556308	-1.19427343078246	0.2322	0.0280872572895942	9.32862185089555e-17
rs1108618	10	81043743	6.20283525660756	5.54498e-10	0.0279667746278762	-4.55367768595041	5.47205e-06	0.0105435399222745	2.9009863970546e-06
rs12356658	10	81184031	0.508361570775408	0.6112	0.0169156483545065	-1.90515637860082	0.0568905	0.0278289549911948	1.28129710745391e-17
rs941870	10	81184430	1.98449909451195	0.0471998	0.0277526696466853	-1.33447887323944	0.1812	0.0129260307459123	4.75585082102178e-17
rs45508000	10	81074954	0.45668177538374	0.6479	0.0141152233733755	2.36130107526882	0.0182499	0.0277520515733164	5.52455108333892e-17
rs2559795	10	80663052	-2.1256838087782	0.0335297	0.0274185446325679	0.418038327526132	0.676299	0.0110152123973403	2.54555048185213e-17
rs11002969	10	81180962	-0.663358339554294	0.5071	0.0150334482398661	2.44857692307692	0.0141599	0.0273914241618329	2.15785131643444e-17
rs11598912	10	81181099	-0.658522955061776	0.510199	0.0150041557730209	2.44857692307692	0.0142899	0.0273914241618329	2.1523522420032e-17
rs2296427	10	81058590	0.651845442958167	0.5145	0.0137200475889112	3.0690157480315	0.002172	0.0271617315315755	3.64827102813929e-16
rs2031517	10	81014299	-1.84114145472351	0.0655994	0.0271004183407504	1.29279079497908	0.195	0.0142384213536605	5.80286098874993e-17
rs72814035	10	80671490	1.86779416864513	0.0617903	0.0265701795743251	0.405449888641425	0.6849	0.0107884492251666	2.81848201206559e-17
rs6480943	10	81209298	1.89073711804831	0.0586597	0.0264615530398047	-0.629332352941177	0.5303	0.0126497837692616	2.7371707449566e-17
rs11002988	10	81212044	1.88499414017949	0.0594306	0.0263374407547906	-0.612212827988338	0.5407	0.0125495866652137	2.68974253172185e-17
rs16936991	10	80924955	0.2365573407558	0.813	0.0126858100983432	1.83565459610028	0.06615	0.0262807579144895	2.46771366881329e-17
rs779671	10	80897515	0.578243629324179	0.563101	0.0125686822782493	-1.92604362416107	0.0542001	0.0262360432648614	4.38064026777114e-17
rs2813479	10	80659966	-2.28881287099584	0.0220902	0.0257548677894133	-0.672219917012448	0.501601	0.0121923981813078	3.69536309910246e-17
rs11593576	10	81015896	-1.94545239852398	0.0517202	0.0257448607153806	1.71664583333333	0.0858203	0.0161445098136985	1.05988390979173e-16
rs61860613	10	81278401	2.39479200942975	0.0166299	0.0256650622409698	-0.20122090729783	0.8401	0.0104858942492131	5.58797039147227e-17
rs10824657	10	80631334	-2.58539122033932	0.00972702	0.025549108178598	-0.358184397163121	0.7199	0.0118303684143051	5.35206428298797e-17
rs73302551	10	80689416	-1.64291609982509	0.1004	0.0191724176259487	1.89057450628366	0.0588396	0.0255387694730447	6.60521060504858e-17
rs2475362	10	81273208	2.0460589831867	0.0407502	0.0255189830239364	0.116668584758942	0.907	0.0105053001565927	3.3113345671762e-17
rs34430202	10	80779153	0.8352085116791	0.4036	0.0166218845488058	-2.08969102990033	0.0368002	0.025465232353012	1.91597196336013e-17
rs11002779	10	80779552	0.837343204753372	0.4024	0.0166398167969185	-2.08960797342193	0.0366699	0.0254630858139844	1.91863955912625e-17
rs2233712	10	81106873	-2.44066134332619	0.0146599	0.0254605287103771	1.4475603960396	0.1477	0.0142084858419241	2.77630236613938e-16
rs704013	10	80834157	0.515074760072592	0.6065	0.0146018152890594	2.16181229773463	0.0307801	0.0253294619148836	5.31516569610963e-17
rs11002791	10	80800318	0.0764014917922063	0.9391	0.0126231888467911	-2.19293172690763	0.0280001	0.0252824021318608	1.88652648902277e-17
rs7093140	10	80800595	0.132359788238134	0.8947	0.0126806126572898	-2.19293172690763	0.0281203	0.0252824021318608	1.89048577905838e-17
rs1782651	10	81076477	-1.05746282172539	0.2903	0.0125941679329612	2.980969348659	0.00294198	0.025027614361232	7.76047029997005e-16
rs61862461	10	81200024	2.1134674673695	0.0345597	0.0249962712015616	0.97136678614098	0.331	0.0130234185130099	5.34909521014819e-17
rs10762828	10	80763382	-0.156803429720053	0.8754	0.0125931878441845	-1.87612030075188	0.0601201	0.0248987165931536	1.52551927713194e-17
rs10128172	10	80960310	-2.59352076040076	0.00949992	0.0187782611981182	3.08498888888889	0.00203198	0.0248343008808796	3.60877131849311e-15
rs34613014	10	81204233	2.12149707496037	0.0338797	0.0248225496348408	1.42873605947955	0.1529	0.0187452419085488	9.64439811716395e-17
rs11002738	10	80686703	-1.59460813354774	0.1108	0.0182489947647911	1.90851919561243	0.0561604	0.0247408295309027	6.1007299301322e-17
rs4980058	10	81042131	-2.10283664577345	0.0354797	0.0246889418326808	0.528326262626263	0.5974	0.0105032079086218	3.95386694801712e-17
rs4980057	10	81039888	-2.10261316613904	0.0355001	0.0246846315459847	0.452186991869919	0.6509	0.0104801117766343	3.84827003135744e-17
rs10218970	10	80640482	-2.27844838104084	0.0227002	0.0246672680874872	-0.363573863636364	0.715801	0.011033362775415	2.88650137526437e-17
rs11002907	10	81040711	-2.10146569104954	0.0356	0.0246625205153033	0.511681864235056	0.6086	0.0104951062162005	3.91901918362916e-17
rs10824658	10	80639910	-2.27676714357746	0.0227997	0.0246349229933371	-0.360803977272727	0.7172	0.0110258809429178	2.87566880983476e-17
rs10824659	10	80639913	-2.27676714357746	0.0227997	0.0246349229933371	-0.360803977272727	0.7173	0.0110258809429178	2.87566880983476e-17
rs10218903	10	80640275	-2.2754315859924	0.0228802	0.0246092807321383	-0.360767045454545	0.7183	0.0110257815543886	2.86914497440719e-17
rs4979858	10	81039826	-2.09840053305266	0.0358699	0.0246036250154403	0.44815243902439	0.653899	0.0104798834901861	3.81356712837442e-17
rs2296425	10	81064719	-3.80764243951366	0.000140301	0.0244964037947083	0.682917142857143	0.4953	0.0156868861999918	4.99241249698657e-15
rs11002777	10	80774760	0.574101133237776	0.5659	0.014863867787099	-1.95736842105263	0.0504301	0.0244940901505335	1.52216686853644e-17
rs10218850	10	80641807	-2.26831121786038	0.0233099	0.0244733505183048	-0.312508522727273	0.7539	0.0109041196035142	2.7934732404202e-17
rs11597593	10	81068269	-3.03567903803168	0.00239999	0.0244229963391093	0.933644524236984	0.3504	0.0107487014947305	6.79123366499416e-16
rs2067528	10	80663187	-2.22756545151601	0.0259102	0.0243689607157055	-0.739636363636364	0.4585	0.012629523390388	3.46221157176068e-17
rs1782647	10	81040380	-3.14375155784696	0.00166802	0.0243685593771843	3.09897832817337	0.00196002	0.0179737912470931	4.66157437372065e-14
rs1250555	10	81066982	6.14364430932928	8.06492e-10	0.0243152559752713	-3.88744186046512	9.95108e-05	0.0108278102479159	5.89223452340084e-08
rs1250568	10	81045280	6.18171028287506	6.34103e-10	0.0241606588985993	-4.52683127572016	5.83096e-06	0.0105470968349192	1.15996154014861e-06
rs11002778	10	80779476	0.835562227074236	0.4034	0.0166248521880342	-2.03658139534884	0.0415997	0.0241483298543569	1.79080242278097e-17
rs1250569	10	81045207	6.12739555076429	8.93305e-10	0.0241114072387022	-4.79355371900826	1.58899e-06	0.0106558304733472	3.19354909068842e-06
rs746167	10	80967121	3.11700159840395	0.00182701	0.0240947371758943	-1.31864490861619	0.188	0.0107558539752066	5.22455297221553e-16
rs1371104	10	80777567	0.805725604020025	0.4204	0.016231003946943	-2.05656666666667	0.0398703	0.0240701523449545	1.82744225653447e-17
rs1250558	10	81065201	6.12096861641717	9.29994e-10	0.0240688953084327	-5.47399253731343	4.26098e-08	0.0113190137125886	0.000149686503689029
rs7069587	10	81216207	1.8707493315613	0.0613804	0.0239770366712218	-0.49264598540146	0.622801	0.0111910741960028	2.08081656582073e-17
rs12415969	10	80804101	0.147800638121516	0.8825	0.0126996916195635	-2.13835769230769	0.0323698	0.0239457839668913	1.74924119861338e-17
rs1946842	10	80797439	0.116949499079943	0.9069	0.0126629708277148	-2.13709677419355	0.0327002	0.0239162328727412	1.74264011083689e-17
rs1250562	10	80958588	-0.00463727722565655	0.9963	0.0133489326672218	-1.91911583011583	0.0547205	0.0237644225419318	3.67709900671294e-17
rs2559794	10	80666690	-2.22412000678004	0.0261403	0.0236625945819419	-0.836681632653061	0.4023	0.0135731045749058	3.60412587035943e-17
rs11002780	10	80780874	0.797085971828866	0.4254	0.0158061201673674	-2.07581518151815	0.0377303	0.0234938258802206	1.79251519177092e-17
rs1650212	10	81424856	-1.40171671239465	0.161	0.020745409407505	-2.03829166666667	0.0417196	0.023431195228089	7.86318392356098e-17
rs11002893	10	81012071	3.09988289358536	0.00193602	0.0157081521274207	-3.91741046831956	9.12893e-05	0.0232708131201649	2.59580028396487e-13
rs11002792	10	80800377	0.0699920140366422	0.9442	0.0126177766767417	-2.10479838709677	0.0357503	0.0231787775247009	1.66351454934062e-17
rs946516	10	80609135	0.555284325900944	0.578699	0.0126247509429093	1.85992181069959	0.0623304	0.0230896410562281	1.27282537666064e-17
rs12777237	10	80787760	0.940420901366211	0.347	0.0166377989376907	-2.03295620437956	0.0424297	0.0230247945773638	1.92628370104311e-17
rs4979841	10	80792344	0.378444154971501	0.7051	0.0129244708117433	-2.06240663900415	0.0397201	0.0230020684528595	1.94468249556129e-17
rs12783396	10	80787846	0.938085314195877	0.3482	0.0167589007012471	-2.01453284671533	0.0440697	0.0229578732195181	1.87659691623416e-17
rs697246	10	80805795	1.22572861290201	0.2203	0.0171745848912251	-2.03124390243902	0.0419904	0.0229359986963058	3.11103696318005e-17
rs10824703	10	80789941	0.354586055938864	0.7229	0.012868066676561	-2.06609090909091	0.0387998	0.0228046133884898	1.94628944336397e-17
rs7894320	10	80955507	-2.09120121799233	0.0365098	0.0227871968056856	0.640837937384899	0.5218	0.0106139699521599	4.97323561601958e-17
rs1272633	10	81065508	6.09533202590532	1.09199e-09	0.0227312108200375	-5.47399253731343	4.29299e-08	0.0113190137125886	0.00012999256815551
rs7901073	10	80800117	0.0608233122596048	0.9515	0.0126104488185405	-2.075984	0.0381197	0.022551458601648	1.59913773481917e-17
rs942795	10	80965186	1.64340166305544	0.1003	0.0146211151579372	-2.28302325581395	0.0225398	0.0225445587495801	2.26449856249823e-16
rs2083271	10	80795870	0.380331724076652	0.703701	0.0129817717226466	-2.02060995850622	0.0428203	0.0225444866945433	1.84889153111238e-17
rs1250556	10	81066577	6.08525754884547	1.163e-09	0.0222522409687409	-5.45710037174721	4.75302e-08	0.0112363766725032	0.000112242644540205
rs1837125	10	80802946	0.872015571960975	0.3832	0.0167506243173049	-1.97671854304636	0.0476201	0.0221933810995565	1.75579551245812e-17
rs11814929	10	80791933	0.943353162685998	0.3455	0.0164446349564954	-2.01829562043796	0.0433002	0.0221909884562479	1.91980631539239e-17
rs1250554	10	81067040	6.08264129148747	1.18201e-09	0.0221013779817115	-5.41624535315985	6.08906e-08	0.0110745141154829	8.69028484914713e-05
rs35908203	10	80796464	0.382891700672284	0.701799	0.0129875660165522	-1.99602489626556	0.0455701	0.0220312420553838	1.7869565884695e-17
