candidate	intervention_class	source_wave	interestingness_score	breadth_capped	critical_gate_count	support_gate_count	wave83_call	wave83_missing_gates	primary_blocker	post_closure_veto	generic_veto_count	hard_missing_gate	promotable_after_strict_inventory	strict_salvage_score
SLAMF7_SIGNAL_BIAS	Surface immune receptor signal bias	wave64_slamf7_perturbation_audit	4.0	0.0	1.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	NO_GO_NO_HUMAN_DISEASE_ANCHOR;NO_GO_WRONG_OR_UNKNOWN_DIRECTION;NO_GO_GENERIC_INFLAMMATION_ONLY;NO_GO_REPAIR_GUARDRAIL_FAIL;NO_GO_HOST_DEFENSE_OR_TOXICITY_FAIL;NO_GO_NO_CROSS_DISEASE_REPLICATION;NO_GO_PRIOR_ART_BLOCKED_OR_UNSEARCHED		5	True	False	-13.0
HEXA_RESIDUAL_ROUTE	Residual perturbation/model candidate	wave82_parked_intervention_route_audit	1.9	1.0	0.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support		5	True	False	-13.1
CHUK_IKK_MODULATION	Perturbation-first transcription/signaling route	wave53_perturbation_first_pivot	3.8	2.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	CHUK/IKK-alpha is weakly perturbation-positive but broad NF-kB biology lacks selectivity and novelty.		4	True	False	-13.2
retinoid_vdr_rxr	Retinoid/RAR/RXR/VDR differentiation-barrier axis	wave23_metabolite_barrier_circuit	7.1	4.0	3.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Vitamin D, retinoic-acid, and RXR/RAR immunomodulation are very crowded and pleiotropic.		6	True	False	-13.4
scfa_ffar_hcar	SCFA receptors FFAR2/FFAR3/HCAR2	wave23_metabolite_barrier_circuit	5.1	4.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Microbiome/SCFA and niacin anti-inflammatory routes are crowded and hard to make target-selective.		6	True	False	-13.9
s1p_receptors	S1P receptor trafficking / barrier axis	wave23_metabolite_barrier_circuit	5.1	4.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Approved MS and UC S1P modulators make this direct broad immunosuppressive trafficking prior art.		6	True	False	-13.9
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	wave23_metabolite_barrier_circuit	9.5	5.0	3.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	Leukotriene/prostaglandin immunology is crowded, directionally contradictory, and not selective for the V3 APC state.	Waves131/136 close leukotriene/eicosanoid class: small-n response only, unresolved target, direction/safety/prior-art blockers.; Waves131/136 close leukotriene/eicosanoid class: small-n response only, unresolved target, direction/safety/prior-art blockers.	5	True	False	-14.0
GALC_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	5.5	0.0	3.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		4	True	False	-14.0
LILRB4_INHIBITORY_RECEPTOR	Myeloid inhibitory receptor	wave78_lilrb_inhibitory_receptor_audit	4.0	0.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		4	True	False	-14.0
HEXB_RESIDUAL_ROUTE	Residual perturbation/model candidate	wave82_parked_intervention_route_audit	1.5	0.0	0.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support		5	True	False	-14.0
bile_acid_fxr_tgr5	Bile-acid receptors FXR/TGR5	wave23_metabolite_barrier_circuit	3.4	1.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	This is the least obviously saturated cross-autoimmune route, but local V3 state support is absent and PBC/IBD/metabolic bile-acid art is substantial.		4	True	False	-14.1
LILRB1_INHIBITORY_RECEPTOR	Myeloid inhibitory receptor	wave78_lilrb_inhibitory_receptor_audit	2.8	2.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		5	True	False	-14.2
LILRB3_INHIBITORY_RECEPTOR	Myeloid inhibitory receptor	wave78_lilrb_inhibitory_receptor_audit	2.8	2.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		5	True	False	-14.2
P2RX7_purinergic_inflammasome	Lipid mediator / danger-metabolite route	wave72_lipid_mediator_intervention_scout	6.9	1.0	3.0	2.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	biochemical pattern lacks target-level gene convergence	Wave114 target-level closure: no MS module support, no CRISPR support, no RA/IBD response discrimination.	3	True	False	-14.6
GPR65_ACID_SENSING_GPCR	Acid-sensing GPCR	wave50_gpr65_acid_sensing_gpcr_audit	4.4	1.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	GPR65 remains a plausible biology axis but not a V3 finding: target-resolved direction, non-IBD coloc, and disease-cell agonist/PAM perturbation are missing, while public literature/patent prior art already covers autoimmune GPR65 modulation.		5	True	False	-14.6
PARK7_RESIDUAL_ROUTE	Residual perturbation/model candidate	wave82_parked_intervention_route_audit	7.3	2.0	3.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support	Wave117 closes PARK7 stress route: generic stress biology, no disease-specific MS/cross-disease intervention evidence.	3	True	False	-14.7
EPHX2_sEH_oxylipin_diol	Lipid mediator / danger-metabolite route	wave72_lipid_mediator_intervention_scout	6.5	0.0	3.0	2.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	biochemical pattern lacks target-level gene convergence	Wave120 closes EPHX2/sEH: no target-PD coherence and no MS/cross-disease rescue.	3	True	False	-15.5
EPHX2_SEH_OXYLIPIN_RATIO	Oxylipin epoxide/diol enzyme modulation	wave74_ephx2_oxylipin_specificity	6.5	0.0	3.0	2.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	available data do not resolve an EPHX2-specific mechanism over generic lipid/inflammatory disturbance	Wave120 closes EPHX2/sEH: no target-PD coherence and no MS/cross-disease rescue.	3	True	False	-15.5
LILRB5_INHIBITORY_RECEPTOR	Myeloid inhibitory receptor	wave78_lilrb_inhibitory_receptor_audit	4.0	0.0	3.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	does not pass target-level local gates		4	True	False	-15.5
MFGE8_DEBRIS_OPSONIN	Debris-opsonin / efferocytosis biologic	wave54_mfge8_debris_opsonin_audit	3.4	1.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	cross-autoimmune/MS/efferocytosis/safety gates fail		5	True	False	-15.6
LIPA_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	3.5	0.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
NAAA_lipid_amide_preservation	Lipid mediator / danger-metabolite route	wave72_lipid_mediator_intervention_scout	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	biochemical feature support is absent or underpowered		5	True	False	-16.0
CTSD_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
CTSS_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
GBA1_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
PSAP_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
SMPD1_LYSOSOMAL_SPHINGOLIPID	Lysosomal/sphingolipid enzyme route	wave59_lysosomal_sphingolipid_model_reopener_audit	2.0	0.0	1.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		5	True	False	-16.0
P2RX7_PURINERGIC_STRATIFICATION	Purinergic inflammasome stratification	wave73_p2rx7_stratification_test	6.7	3.0	3.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;genetic_or_target_resolution;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	biochemistry and cell-state support exist, but target-level validation is missing	Wave114 target-level closure: no MS module support, no CRISPR support, no RA/IBD response discrimination.	4	True	False	-16.3
SEL1L3_TARGETABILITY	Targetability shortlist node	wave79_targetability_shortlist_audit	5.7	3.0	3.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	reachable_modality;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	insufficient target-level convergence after strict gates	Wave102 residual-controller testing finds no target-specific evidence.	3	True	False	-16.8
DAP_RESIDUAL_ROUTE	Residual perturbation/model candidate	wave82_parked_intervention_route_audit	4.7	3.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	reachable_modality;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_fdr_response_support	Wave134 strictly closes DAP after Wave133 correction: no reachable selective intervention route.	4	True	False	-17.8
CXCR2_TARGETED_ROUTE	Canonical immune receptor/chemokine route	wave58_cxcr2_il7r_targeted_audit	5.0	0.0	2.0	1.0	NO_GO_INTERVENTION_CLASS_META_RANK	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	ms_external_genetic_anchor; strict_ms_white_matter_anchor; real_perturbation_or_efferocytosis; module_specific_not_generic_immunology; prior_art_not_blocking	Wave141 demotes CXCR2 near-miss: fails MS anchor/prior-not-blocked/source gates.	4	True	False	-18.0
GPR183_oxysterol_gradient	Lipid mediator / danger-metabolite route	wave72_lipid_mediator_intervention_scout	4.8	2.0	2.0	0.0	NO_GO_INTERVENTION_CLASS_META_RANK	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	biochemical feature support is absent or underpowered	Waves132/137 close GPR183 ligand-axis reopening: sparse ligand context, no direct target perturbation, no durable response rescue.	4	True	False	-18.2
