script	check	status	detail	score_values_read
scripts/v46_analyzable_pair_confidence_envelope.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_return_repair_request_templates.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_return_repair_request_templates.py	doc_exists	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
scripts/v46_return_repair_request_templates.py	doc_mentions_script	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
scripts/v46_return_repair_request_templates.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_returned_package_decision_table.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_returned_package_decision_table.py	doc_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	false
scripts/v46_first30_returned_package_decision_table.py	doc_mentions_script	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	false
scripts/v46_first30_returned_package_decision_table.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_repair_template_coverage_linter.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_repair_template_coverage_linter.py	doc_exists	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
scripts/v46_first30_repair_template_coverage_linter.py	doc_mentions_script	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
scripts/v46_first30_repair_template_coverage_linter.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_returned_package_status_board_dryrun.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_first30_returned_package_status_board_dryrun.py	doc_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	false
scripts/v46_first30_returned_package_status_board_dryrun.py	doc_mentions_script	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	false
scripts/v46_first30_returned_package_status_board_dryrun.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_preflight_dryrun.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_preflight_dryrun.py	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
scripts/v46_returned_package_preflight_dryrun.py	doc_mentions_script	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
scripts/v46_returned_package_preflight_dryrun.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_state_transition_validator.py	script_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_state_transition_validator.py	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
scripts/v46_returned_package_state_transition_validator.py	doc_mentions_script	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
scripts/v46_returned_package_state_transition_validator.py	operator_reference_exists	PASS	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_handoff_bundle_manifest.py	script_exists	PASS	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_handoff_bundle_manifest.py	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	false
scripts/v46_returned_package_handoff_bundle_manifest.py	doc_mentions_script	PASS	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md	false
scripts/v46_returned_package_handoff_bundle_manifest.py	operator_reference_exists	PASS	docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_regression_suite.py	script_exists	PASS	docs/validation/COLD_START_OPERATOR_SEQUENCE_V45.md;docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	false
scripts/v46_returned_package_regression_suite.py	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	false
scripts/v46_returned_package_regression_suite.py	doc_mentions_script	PASS	docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	false
scripts/v46_returned_package_regression_suite.py	operator_reference_exists	PASS	docs/validation/COLD_START_OPERATOR_SEQUENCE_V45.md;docs/validation/RETURNED_PACKAGE_REGRESSION_SUITE_V46.md	false
scripts/v46_operator_smoke_test_bundle.py	script_exists	PASS	docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	false
scripts/v46_operator_smoke_test_bundle.py	doc_exists	PASS	docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	false
scripts/v46_operator_smoke_test_bundle.py	doc_mentions_script	PASS	docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	false
scripts/v46_operator_smoke_test_bundle.py	operator_reference_exists	PASS	docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	false
scripts/v46_returned_package_doc_crosslink_linter.py	script_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md;analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
scripts/v46_returned_package_doc_crosslink_linter.py	doc_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
scripts/v46_returned_package_doc_crosslink_linter.py	doc_mentions_script	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
scripts/v46_returned_package_doc_crosslink_linter.py	operator_reference_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md;analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv;analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv;analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	false
