candidate	gene	gate	passed	wave63_call
INAVA	INAVA	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
INAVA	INAVA	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
INAVA	INAVA	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
INAVA	INAVA	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
INAVA	INAVA	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ANKRD55	ANKRD55	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD58	CD58	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PTGER4	PTGER4	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	real_perturbation_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFRSF1A	TNFRSF1A	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS1	RGS1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140	SP140	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
STAT4	STAT4	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	foundation_model_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CXCR2	CXCR2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MMEL1	MMEL1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RGS14	RGS14	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
RMI2	RMI2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
ZC2HC1A	ZC2HC1A	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD86	CD86	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD5	CD5	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CYP24A1	CYP24A1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK3	MAPK3	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BCL10	BCL10	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
EVI5	EVI5	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
AHI1	AHI1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
L3MBTL3	L3MBTL3	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC30A7	SLC30A7	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
