route	gate	passed	score	call
NPC1_NPC2_CHOLESTEROL_EGRESS	repair_safety_not_obviously_wrong	True	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	not_prior_art_blocked	True	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	has_independent_validation_channel	False	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	local_breadth_at_least_5_or_strong_state_specific_4	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	ms_anchor_present	True	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	state_coupling_not_density_only	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	genetic_or_real_perturbation_anchor	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	correct_direction_modality	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	repair_safety_not_obviously_wrong	True	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	not_prior_art_blocked	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
GPNMB_REPAIR_STATE_HANDLE	has_independent_validation_channel	False	2.2750000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	local_breadth_at_least_5_or_strong_state_specific_4	False	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	ms_anchor_present	True	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	state_coupling_not_density_only	False	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	genetic_or_real_perturbation_anchor	False	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	correct_direction_modality	True	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	repair_safety_not_obviously_wrong	True	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	not_prior_art_blocked	False	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD200_CD200R_MYeloid_RESOLUTION	has_independent_validation_channel	False	0.9749999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	local_breadth_at_least_5_or_strong_state_specific_4	False	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	ms_anchor_present	True	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	state_coupling_not_density_only	False	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	genetic_or_real_perturbation_anchor	False	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	correct_direction_modality	False	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	repair_safety_not_obviously_wrong	True	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	not_prior_art_blocked	True	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
CD300_RESOLUTION_CHECKPOINT	has_independent_validation_channel	False	6.0	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	local_breadth_at_least_5_or_strong_state_specific_4	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	ms_anchor_present	True	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	state_coupling_not_density_only	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	genetic_or_real_perturbation_anchor	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	correct_direction_modality	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	repair_safety_not_obviously_wrong	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	not_prior_art_blocked	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
SIRPA_CD47_EATME_BALANCE	has_independent_validation_channel	False	3.5749999999999993	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
IL10_RESOLUTION_AXIS	local_breadth_at_least_5_or_strong_state_specific_4	False	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	ms_anchor_present	True	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	state_coupling_not_density_only	False	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	genetic_or_real_perturbation_anchor	False	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	correct_direction_modality	True	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	repair_safety_not_obviously_wrong	True	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	not_prior_art_blocked	False	-3.2375	NO_GO_RESOLUTION_ROUTE
IL10_RESOLUTION_AXIS	has_independent_validation_channel	False	-3.2375	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	local_breadth_at_least_5_or_strong_state_specific_4	False	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	ms_anchor_present	True	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	state_coupling_not_density_only	False	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	genetic_or_real_perturbation_anchor	False	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	correct_direction_modality	True	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	repair_safety_not_obviously_wrong	True	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	not_prior_art_blocked	False	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
NFE2L2_NRF2_RESOLUTION	has_independent_validation_channel	False	-3.0250000000000004	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	local_breadth_at_least_5_or_strong_state_specific_4	False	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	ms_anchor_present	False	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	state_coupling_not_density_only	False	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	genetic_or_real_perturbation_anchor	False	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	correct_direction_modality	False	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	repair_safety_not_obviously_wrong	True	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	not_prior_art_blocked	True	-3.725	NO_GO_RESOLUTION_ROUTE
MAF_KLF4_RESOLUTION_MACROPHAGE_SWITCH	has_independent_validation_channel	False	-3.725	NO_GO_RESOLUTION_ROUTE
