snp	SNP.PP.H4.row1	SNP.PP.H4.row2	SNP.PP.H4.row3	SNP.PP.H4.row4
rs7526367	0	0	0	4.30042288047765e-31
rs7526482	0	0	0	2.26674920413412e-31
rs7526853	0	0	0	2.14831587512485e-31
rs61825137	0	0	0	1.93681258254155e-31
rs61825138	0	0	0	4.8827307947941e-31
rs66977329	0	0	0	1.21543930914105e-25
rs10920005	0	0	0	8.57672806611545e-37
rs10920006	0	0	0	2.88810046851178e-32
rs10920007	0	0	0	6.95183001789732e-37
rs4915451	0	0	0	1.1415926936344e-19
rs7545177	0	0	0	1.27057186926268e-31
rs6427844	0	0	0	2.57317769980875e-20
rs7539646	0	0	0	1.18981625657717e-31
rs7519383	0	0	0	1.24812154366161e-31
rs1540683	0	0	0	9.6183457175213e-20
rs7542210	0	0	0	2.75585061779184e-31
rs1540682	0	0	0	1.86365440863862e-20
rs7542396	0	0	0	3.32030137149954e-23
rs12141497	0	0	0	8.94589334266247e-32
rs12126708	0	0	0	9.42502062810809e-32
rs12076946	0	0	0	7.25453851870887e-30
rs10920008	0	0	0	1.05564172673927e-31
rs7526031	0	0	0	2.36795221252013e-31
rs35656526	0	0	0	2.12467845769734e-32
rs12042992	0	0	0	3.58687933769295e-33
rs6427846	0	0	0	3.84437204351153e-38
rs6427847	0	0	0	3.62098314539189e-33
rs6427848	0	0	0	8.40106132331841e-33
rs6427849	0	0	0	8.17252930194479e-32
rs56949003	0	0	0	1.41001351066678e-33
rs57068399	0	0	0	7.58035066852277e-34
rs9628674	0	0	0	2.61327495091905e-34
rs6427850	0	0	0	1.36594863162648e-37
rs7535122	0	0	0	3.11994300280049e-37
rs7512898	0	0	0	4.66146224608836e-38
rs6684083	0	0	0	6.02119633240308e-33
rs6427851	0	0	0	4.39322684731068e-33
rs35659516	0	0	0	9.75540701207394e-36
rs6427852	0	0	0	9.41793699713919e-38
rs4915452	0	0	0	2.62108839766875e-34
rs7534184	0	0	0	2.4252754162027e-37
rs12137256	0	0	0	2.95557644636956e-34
rs7530159	0	0	0	1.38093217712166e-34
rs4539164	0	0	0	1.23211112309456e-35
rs12239970	0	0	0	2.3610864278167e-31
rs12748718	0	0	0	1.06703469190859e-35
rs731078	0	0	0	6.79113932324094e-36
rs12730151	0	0	0	1.2239422335644e-35
rs6675463	0	0	0	8.23896433900903e-31
rs7544548	0	0	0	7.97440275456786e-36
rs35247298	0	0	0	6.90286469561126e-32
rs10920010	0	0	0	9.39208405534927e-36
rs10920011	0	0	0	2.24711518877483e-35
rs6664413	0	0	0	4.34972918557323e-36
rs2364685	0	0	0	4.10189881518927e-36
rs7554325	0	0	0	4.82916784581584e-36
rs7542613	0	0	0	4.95038633853238e-36
rs7542683	0	0	0	4.92022207454559e-36
rs7520106	0	0	0	6.205527075529e-36
rs7554612	0	0	0	5.89624213182709e-36
rs10920013	0	0	0	7.50517162201597e-31
rs7545387	0	0	0	4.23865114695547e-36
rs7548289	0	0	0	4.11842830222701e-36
rs7515230	0	0	0	7.79430645936178e-21
rs7515329	0	0	0	3.65875202709579e-36
rs7548907	0	0	0	3.56190415925123e-36
rs7526297	0	0	0	3.53767320254799e-36
rs10800725	0	0	0	7.56902145138966e-21
rs10800726	0	0	0	3.31845045148206e-36
rs10800727	0	0	0	3.36331720765379e-36
rs10800728	0	0	0	2.86280977222828e-36
rs55783905	0	0	0	8.02997317192464e-35
rs12047681	0	0	0	6.44945118595814e-38
rs7518368	0	0	0	2.4217308015243e-36
rs12126250	0	0	0	6.49051830805987e-35
rs10800729	0	0	0	6.6844159582807e-38
rs7512279	0	0	0	6.38083653784257e-38
rs12025389	0	0	0	0.017013389173069
rs10494820	0	0	0	0.0667949046666983
rs10449265	0	0	0	2.76715846219042e-15
rs12070749	0	0	0	7.69099639567641e-31
rs10494819	0	0	0	0.18470730022656
rs7516821	0	0	0	0.268478717892126
rs7550125	0	0	0	0.463005688029096
rs12130226	0	0	0	8.95689369888746e-35
rs12145140	0	0	0	2.73745046898059e-16
rs10800730	0	0	0	1.49531563542047e-30
rs10920017	0	0	0	3.50780668322478e-30
rs7517998	0	0	0	9.69303930234145e-36
rs4915456	0	0	0	1.57130903559993e-14
rs12029036	0	0	0	2.43427556095917e-33
rs7529518	0	0	0	1.19173131232427e-31
rs12088680	0	0	0	3.99940454461823e-31
rs10920018	0	0	0	1.74234263229725e-34
rs7548165	0	0	0	4.20082081207534e-31
rs7523261	0	0	0	2.81515280696406e-33
rs6427854	0	0	0	2.25087842611623e-34
rs6656966	0	0	0	3.02895842214469e-34
rs6427855	0	0	0	3.25539331868017e-38
rs10800731	0	0	0	2.18866822761811e-31
rs4382754	0	0	0	2.93363344338287e-34
rs12039516	0	0	0	2.88241635970297e-33
rs6660092	0	0	0	5.83439961203882e-31
rs12038475	0	0	0	1.03147503458815e-32
rs10800733	0	0	0	2.43658648265591e-31
rs12043133	0	0	0	3.30626914000448e-38
rs11809578	0	0	0	7.22922682224373e-31
rs17694768	0	0	0	3.60984009439446e-34
rs11810437	0	0	0	3.9244739495941e-31
rs12093247	0	0	0	3.46470270675885e-31
rs2047148	0	0	0	4.43745487963585e-34
rs55735825	0	0	0	2.51670005506868e-31
rs2047147	0	0	0	3.60575843061462e-34
rs10920027	0	0	0	1.48750993059718e-31
rs6658395	0	0	0	3.47889467281197e-38
rs12037469	0	0	0	2.63786448066872e-31
rs12081920	0	0	0	3.14670409286817e-31
rs12039314	0	0	0	3.47953604821316e-31
rs7538416	0	0	0	8.90127003407141e-31
rs35369655	0	0	0	5.36674861619805e-33
rs12087381	0	0	0	5.35495530541062e-31
rs10920032	0	0	0	3.4281498895039e-34
rs12410302	0	0	0	3.32251860807706e-31
rs10920033	0	0	0	6.584323696912e-31
rs1963261	0	0	0	3.2578612392167e-31
rs12022671	0	0	0	3.24766656616837e-31
rs2029750	0	0	0	6.78672185660573e-31
rs10800735	0	0	0	4.85504191868488e-32
rs4915458	0	0	0	4.7853217636146e-34
rs11800187	0	0	0	1.09289849415055e-31
rs12048165	0	0	0	1.95380391001041e-31
rs12023677	0	0	0	1.95771740094872e-31
rs7552353	0	0	0	1.04543297282743e-31
rs7552653	0	0	0	1.62067766731197e-31
rs10800737	0	0	0	5.02815517521661e-14
rs10920034	0	0	0	3.21807970109666e-31
rs6675265	0	0	0	5.07606781894503e-31
rs7528217	0	0	0	4.71466129630734e-38
rs10920036	0	0	0	1.37998750730078e-30
rs7538023	0	0	0	3.76514070448972e-27
rs10920040	0	0	0	1.01533941005322e-30
rs10753883	0	0	0	1.07315281355827e-30
rs10800742	0	0	0	6.86292381480583e-30
rs12567434	0	0	0	8.9577018331971e-31
rs11803934	0	0	0	1.02308983765847e-30
rs6690988	0	0	0	7.34220489072423e-38
rs10920043	0	0	0	9.67808502781465e-32
rs7547000	0	0	0	8.61108428528221e-14
rs6697037	0	0	0	1.04140235082961e-30
rs6661661	0	0	0	1.03063838656971e-30
rs4915209	0	0	0	3.99643053341773e-34
rs1874080	0	0	0	2.51951834724437e-34
rs41304544	0	0	0	1.23898880297916e-30
rs10753884	0	0	0	3.78922792769736e-34
rs6659127	0	0	0	4.30598020771148e-38
rs55959343	0	0	0	1.09853422190544e-30
rs10920045	0	0	0	4.97576319000891e-34
rs6664990	0	0	0	9.81046237886818e-31
rs60302916	0	0	0	8.30265972635384e-31
rs57610035	0	0	0	2.63655306510295e-30
rs4417100	0	0	0	8.62442189821696e-31
rs6691977	0	0	0	3.90272208842867e-38
rs10920052	0	0	0	6.59703379047199e-38
rs145759918	0	0	0	8.98460418769971e-35
rs61825260	0	0	0	1.78527662749373e-28
rs7520696	0	0	0	4.02054295985989e-38
rs7514015	0	0	0	2.36022824630652e-13
rs10920054	0	0	0	2.27808324091678e-13
rs7533782	0	0	0	7.17810221586571e-38
rs7511678	0	0	0	3.77799744543509e-38
rs72746883	0	0	0	5.99051651962057e-31
rs12034099	0	0	0	8.98886399183878e-35
rs6427862	0	0	0	2.11298689995962e-31
rs7552536	0	0	0	6.95590062646762e-34
rs7522087	0	0	0	9.08231506900172e-14
rs7532914	0	0	0	1.33014974439739e-31
rs6668056	0	0	0	1.13517674828435e-23
rs61825263	0	0	0	5.98849940219596e-37
rs3738250	0	0	0	6.61430180288756e-31
rs3738251	0	0	0	4.16488962022256e-32
rs2292097	0	0	0	2.46612984229079e-31
rs6702767	0	0	0	2.61920398218795e-27
rs58750613	0	0	0	1.11219543020955e-31
rs1983084	0	0	0	1.06280946662802e-31
rs12565385	0	0	0	5.15222851066679e-32
rs4319373	0	0	0	3.49849280406212e-37
rs12401718	0	0	0	4.23979923370632e-32
rs11806338	0	0	0	1.98962831967174e-31
rs11799920	0	0	0	1.92922428873246e-31
rs10800745	0	0	0	4.6988634295603e-31
rs7519444	0	0	0	1.13314983465081e-31
rs112680734	0	0	0	2.66320478586224e-36
rs10920058	0	0	0	1.19879264803441e-30
rs10920059	0	0	0	1.05454661883422e-30
rs36028379	0	0	0	3.58957044786091e-37
rs12564878	0	0	0	2.26966718623286e-37
rs68052659	0	0	0	2.6506347289809e-37
rs66584778	0	0	0	9.61945602291976e-34
rs12060302	0	0	0	1.11801265087335e-30
rs12028470	0	0	0	3.17468214920646e-31
rs35964838	0	0	0	8.1570181009211e-36
rs12128863	0	0	0	2.37746691624275e-37
rs884357	0	0	0	2.25215835195226e-35
rs867291	0	0	0	1.54188225431037e-34
rs3753959	0	0	0	2.15902523616908e-29
rs184164	2.61561280729164e-309	0	0	3.55305914258427e-34
rs296534	5.50994723584088e-308	0	0	5.22834379884245e-34
rs296533	2.54806295040407e-304	0	0	4.99357866961187e-34
rs296532	2.06703347656788e-305	0	0	5.27800294638535e-34
rs12045112	0	0	0	6.0716151220826e-30
rs296526	5.89118766146131e-270	0	0	2.750728862973e-32
rs296528	8.55604714942014e-263	0	0	9.37332295482777e-32
rs3767494	0	0	0	6.7164770357538e-36
rs3767495	0	0	0	1.28452938068436e-30
rs296529	2.24513223838282e-263	0	0	1.43719994414073e-31
rs296530	2.80796852468277e-263	0	0	1.30353612275598e-31
rs56354006	0	0	0	2.95295537650762e-33
rs511104	4.18150574081145e-266	0	0	1.04712047975939e-31
rs57226353	0	0	0	1.06357454761604e-36
rs35730213	6.17503494927791e-98	0	4.66072059421219e-175	2.39088440667776e-27
rs374827	0	0	0	5.23134891240042e-33
rs2134757	0	0	0	7.30608396294778e-32
rs55838263	3.35760704361639e-99	0	0	2.97871807031452e-27
rs12132298	8.8547660114392e-93	2.8739205783831e-178	0.00683009807868316	3.95136773149092e-27
rs12132349	1.16089796220142e-92	2.64623203383979e-179	0.061399845741002	4.06216859968049e-27
rs59655222	1.59219769561063e-92	1.71143456960084e-180	0.770731024230023	4.21225367633809e-27
rs7554511	1.33283166920405e-94	1.76564618425074e-162	1.76310926080894e-17	2.43618900424053e-27
rs2279837	0	0	0	2.77137593419499e-31
rs41299637	1.20069943679713e-92	7.5816614952828e-180	0.161039031955443	3.73555716967211e-27
rs12131796	3.38162017614082e-94	0	3.43336832783606e-142	3.69525615766472e-27
rs4915463	0	0	0	3.58272755169105e-37
rs296520	1.85393851769141e-90	1	3.86782574941525e-152	3.04013469958141e-27
rs296521	0	0	0	1.38183154271549e-32
rs10800746	2.7474770535983e-139	0	0	1.59103644784474e-29
rs7522462	3.02446131963306e-98	3.79255520184546e-288	5.57023145819116e-214	5.78047127327512e-28
rs905634	8.28597998843063e-163	0	0	4.82938610869166e-31
rs378672	2.0897501000416e-236	0	0	8.3112116013845e-33
rs404339	9.72558280492504e-148	0	0	7.89660761291736e-30
rs296539	9.65634843264873e-265	0	0	1.95290672960955e-33
rs296540	1.49857374889824e-293	0	0	1.77509509818473e-29
rs296543	1.40860429970864e-135	0	0	5.04267727326896e-29
rs296545	4.5167655930224e-135	0	0	5.4761565432049e-29
rs296546	4.09236655768169e-135	0	0	5.85379741640446e-29
rs296547	4.90460467283515e-266	0	0	1.76490318369373e-33
rs370411	1.18636782450853e-264	0	0	1.92324675402939e-33
rs296548	2.20341552141553e-269	0	0	1.74683183199968e-33
rs4915464	0	0	0	2.09785947145033e-31
rs71635524	0	0	0	1.70286770787213e-34
rs11589638	1.38508131160003e-137	0	0	3.89136021867543e-29
rs296551	1.36159993926216e-295	0	0	7.6931459760244e-30
rs11583546	1.00629177142845e-126	0	0	1.31814538416096e-31
rs4915466	0	0	0	1.25312162913415e-33
rs61825289	0	0	0	2.58010109144504e-34
rs7364440	0	0	0	1.31678714408166e-33
rs10920074	9.12509389832065e-153	0	0	7.59232770287589e-31
rs2050786	0	0	0	1.12060549639497e-33
rs10920076	0	0	0	1.27146141519376e-33
rs11579874	7.13136372967851e-144	0	0	4.61307312814892e-31
rs2013233	0	0	0	2.01611487252185e-34
rs432209	0	0	0	7.85112000650767e-32
rs10800747	0	0	0	3.84659160799464e-28
rs6694184	0	0	0	1.32079579668257e-34
rs6678830	0	0	0	4.27062108725576e-29
rs61825291	0	0	0	3.04373224854371e-34
rs12045164	0	0	0	2.56992999007708e-34
rs296553	1.88684479186735e-289	0	0	5.70601723972597e-33
rs61825292	0	0	0	8.20530260347125e-35
rs169850	2.41765454080187e-83	0	0	7.4893103960861e-28
rs6427868	1.03475087611318e-155	0	0	1.77819266910395e-31
rs4915468	0	0	0	1.69159350803871e-34
rs1572789	0	0	0	8.32532079353688e-32
rs11805959	0	0	0	5.07881277593969e-26
rs4915470	0	0	0	1.24606988712619e-34
rs4915471	0	0	0	1.25794702061287e-34
rs4915472	0	0	0	2.27264508248227e-34
rs11584383	1.34869919164937e-167	0	0	5.26182495232295e-31
rs12035002	0	0	0	7.18554115557841e-35
rs4915210	0	0	0	5.55903645989255e-35
rs3208703	3.01706574201389e-137	0	0	4.84099004527764e-31
rs3198583	0	0	0	4.76798997475634e-35
rs3738255	0	0	0	5.51022878309771e-35
rs11586032	0	0	0	3.17164041415272e-23
rs10920082	0	0	0	3.48246434444525e-35
rs34873729	9.86498349136813e-139	0	0	7.24705124925698e-31
rs12118735	3.65757586318837e-138	0	0	5.61927005796252e-31
rs72749142	2.51144001954968e-258	0	0	7.41100448195443e-24
rs296558	7.5123436557329e-301	0	0	7.28128100685079e-35
rs296557	3.45825044552439e-300	0	0	9.5451047932273e-35
rs7539693	4.6789458042062e-139	0	0	5.61676503660149e-31
rs10494828	1.35849004085795e-138	0	0	6.48376453409048e-31
rs2297909	2.50212286732796e-187	0	0	1.95691205162848e-31
rs59682551	2.76180219771576e-193	0	0	1.11130810838363e-30
rs12140420	3.39709646618815e-139	0	0	5.89339888990291e-31
rs12126806	3.16880348917225e-146	0	0	9.95413882054193e-30
rs67134955	0	0	0	1.11911516082987e-32
rs10920085	1.48346917490556e-301	0	0	6.83442778475614e-35
rs10800749	2.38461031435944e-301	0	0	7.04058188768108e-35
rs10800750	2.46418807225336e-301	0	0	7.27553588310589e-35
rs10920086	1.22018186480741e-301	0	0	6.90124739628196e-35
rs7531978	1.04831907057109e-301	0	0	6.74815812444841e-35
rs10920088	4.03933960141292e-301	0	0	7.49977454774361e-35
rs6427869	1.26169546850749e-301	0	0	6.98014412402217e-35
rs7535723	1.85934171577754e-182	0	0	9.62009214246841e-32
rs11810823	1.44274557323198e-301	0	0	6.85990152707434e-35
rs7538954	0	0	0	4.41200838963425e-37
rs35304341	0	0	0	1.22175829722744e-34
rs10920090	2.54019371848942e-264	0	0	7.27210977580296e-35
rs10920091	9.34517090582405e-250	0	0	4.86968134944738e-32
rs11589573	1.95580482722608e-139	0	0	1.06709928555349e-30
rs11583140	8.77217300514456e-304	0	0	1.15141408049829e-34
rs6687260	1.5899561792285e-303	0	0	8.83924223710861e-35
rs10920094	8.10537339407195e-304	0	0	8.71486458664813e-35
rs2221581	4.02680147029602e-248	0	0	2.54374405343062e-32
rs11580823	9.1438173448963e-142	0	0	1.32004323559193e-30
rs6700264	1.34630173250077e-302	0	0	9.39513039348527e-35
rs12122721	1	0	0	1.8887564135408e-29
rs957957	2.23875065197596e-304	0	0	8.46972620690738e-35
rs7526353	1.1485771217945e-303	0	0	8.92307364080825e-35
rs10753887	0	0	0	7.55689216311557e-33
rs11586763	3.84526609913756e-265	0	0	1.17400665271786e-11
rs56409868	0	0	0	2.45350219365485e-37
rs55862304	4.21992949287497e-141	0	0	1.14756645519735e-30
rs11587290	0	0	0	1.37274152743493e-31
rs6427871	1.15892746111952e-301	0	0	7.32553526545633e-35
rs6701469	5.86464365364074e-303	0	0	7.75543434620998e-35
rs10800751	6.25585976182314e-303	0	0	7.77910617288669e-35
rs72749166	1.08286333775886e-143	0	0	1.19043149737299e-30
rs11807626	1.9482290457139e-254	0	0	4.6114944485969e-35
rs11583328	2.29699729240209e-152	0	0	3.84537613258708e-31
rs10920099	2.86633681453706e-316	0	0	7.21289271009579e-35
rs11576681	3.05015467460816e-152	0	0	2.32687659310678e-31
rs965321	1.55865931856152e-182	0	0	2.88641834826901e-31
rs1995681	4.03505558896212e-256	0	0	3.15186736722491e-35
rs10753888	1.57122767280717e-183	0	0	2.72683160492818e-31
rs6673267	2.61217477256664e-316	0	0	4.19896684408172e-35
rs6701496	6.71798686594179e-162	0	0	3.02219320273141e-31
rs1546416	6.70587767082986e-299	0	0	6.43554837180308e-32
rs6675915	0	0	0	2.23090439388463e-35
rs1507147	2.47524991559291e-297	0	0	5.9656645996912e-32
rs67602696	8.56059748109817e-176	0	0	8.95397853630058e-31
rs2297906	0	0	0	2.19743108012934e-35
rs10494827	0	0	0	2.20262936443204e-35
rs12122809	5.35682507994404e-166	0	0	3.47352543484928e-31
rs3913893	2.5572688677098e-231	0	0	1.3897628007913e-32
rs3850625	0	0	0	1.15167798772726e-36
rs55734382	5.71414285883604e-237	0	0	2.2372760053464e-32
rs6702590	5.8465401219217e-245	0	0	1.28676053030136e-32
rs12138260	2.72072488154618e-271	0	0	1.79513341333131e-25
rs3861928	1.45208540107981e-244	0	0	1.26921504418737e-32
rs3767498	3.40726054257387e-245	0	0	1.25049308377943e-32
rs3767499	0	0	0	5.71715551148574e-36
rs3767500	0	0	0	6.77467478847333e-36
rs3767502	2.99263037171528e-244	0	0	1.95960544813541e-32
rs3818873	1.34163867839339e-287	0	0	1.96592473136172e-35
rs10800755	9.28541957041134e-246	0	0	2.26484318290952e-32
rs10800756	1.68832069708075e-244	0	0	1.96885749104552e-32
rs3767503	0	0	0	2.64968336796752e-36
rs3767504	0	0	0	2.50874214597476e-36
rs3861929	2.03550105430135e-319	0	0	1.12222145182086e-32
rs4915473	0	0	0	3.31589649427848e-30
rs4915474	0	0	0	1.56922928671093e-36
rs4915475	0	0	0	8.30744046287324e-37
rs2297903	0	0	0	9.53513050812899e-37
rs41267503	0	0	0	5.86441075338526e-33
rs7519715	0	0	0	7.20900521971337e-36
rs7415038	0	0	0	1.39871625326441e-34
rs4915477	0	0	0	1.09594431936705e-37
rs61818019	0	0	0	1.74651308119425e-35
rs11585193	0	0	0	3.44349880184271e-37
rs58264851	0	0	0	5.34614810797387e-35
rs72749197	0	0	0	6.96793346818797e-22
rs2296384	0	0	0	2.27933973324986e-29
rs3753960	0	0	0	2.95760659444823e-37
