row_key	check	status	detail
domain maintenance only	field_matches.example_paths	PASS	expected=knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md observed=knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md
domain relationship control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
domain relationship control	field_matches.boundary	PASS	expected=domain relationship control observed=domain relationship control
domain relationship control	field_matches.n_controls	PASS	expected=2 observed=2
domain relationship control	field_matches.failure_mode_prevented	PASS	expected=source-domain relationship rollups drift from records or matrix rows observed=source-domain relationship rollups drift from records or matrix rows
domain relationship control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: domain relationship control. observed=Use as an automated governance control for the named boundary: domain relationship control.
domain relationship control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: source-domain relationship rollups drift from records or matrix rows. observed=Do not allow the controlled artifact to create this failure mode: source-domain relationship rollups drift from records or matrix rows.
domain relationship control	field_matches.example_artifacts	PASS	expected=Source-domain independence freshness linter; Source-domain relationship freshness linter observed=Source-domain independence freshness linter; Source-domain relationship freshness linter
domain relationship control	field_matches.example_paths	PASS	expected=scripts/v48_source_domain_independence_freshness_linter.py; scripts/v48_source_domain_relationship_freshness_linter.py observed=scripts/v48_source_domain_independence_freshness_linter.py; scripts/v48_source_domain_relationship_freshness_linter.py
domain review control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
domain review control	field_matches.boundary	PASS	expected=domain review control observed=domain review control
domain review control	field_matches.n_controls	PASS	expected=1 observed=1
domain review control	field_matches.failure_mode_prevented	PASS	expected=source-domain classifications become stale observed=source-domain classifications become stale
domain review control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: domain review control. observed=Use as an automated governance control for the named boundary: domain review control.
domain review control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: source-domain classifications become stale. observed=Do not allow the controlled artifact to create this failure mode: source-domain classifications become stale.
domain review control	field_matches.example_artifacts	PASS	expected=Source-domain review freshness linter observed=Source-domain review freshness linter
domain review control	field_matches.example_paths	PASS	expected=scripts/v48_source_domain_review_freshness_linter.py observed=scripts/v48_source_domain_review_freshness_linter.py
external agreement is context; project artifacts remain evidence	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
external agreement is context; project artifacts remain evidence	field_matches.boundary	PASS	expected=external agreement is context; project artifacts remain evidence observed=external agreement is context; project artifacts remain evidence
external agreement is context; project artifacts remain evidence	field_matches.n_controls	PASS	expected=1 observed=1
external agreement is context; project artifacts remain evidence	field_matches.failure_mode_prevented	PASS	expected=external agreement is over-promoted into evidence observed=external agreement is over-promoted into evidence
external agreement is context; project artifacts remain evidence	field_matches.allowed_use	PASS	expected=Use to label relationship analyses where external agreement can corroborate context but the grounded project artifact remains the evidence source. observed=Use to label relationship analyses where external agreement can corroborate context but the grounded project artifact remains the evidence source.
external agreement is context; project artifacts remain evidence	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external agreement is over-promoted into evidence. observed=Do not allow the controlled artifact to create this failure mode: external agreement is over-promoted into evidence.
external agreement is context; project artifacts remain evidence	field_matches.example_artifacts	PASS	expected=V48 convergence/contradiction analysis observed=V48 convergence/contradiction analysis
external agreement is context; project artifacts remain evidence	field_matches.example_paths	PASS	expected=knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md observed=knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md
external resource metadata only	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
external resource metadata only	field_matches.boundary	PASS	expected=external resource metadata only observed=external resource metadata only
external resource metadata only	field_matches.n_controls	PASS	expected=1 observed=1
external resource metadata only	field_matches.failure_mode_prevented	PASS	expected=resource catalog facts are overread as biological findings observed=resource catalog facts are overread as biological findings
external resource metadata only	field_matches.allowed_use	PASS	expected=Use for cataloging what a resource offers, its access tier, and repository-coverage gaps. observed=Use for cataloging what a resource offers, its access tier, and repository-coverage gaps.
external resource metadata only	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: resource catalog facts are overread as biological findings. observed=Do not allow the controlled artifact to create this failure mode: resource catalog facts are overread as biological findings.
external resource metadata only	field_matches.example_artifacts	PASS	expected=V48 external resource comparator matrix observed=V48 external resource comparator matrix
external resource metadata only	field_matches.example_paths	PASS	expected=knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md observed=knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md
future-grounding control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
future-grounding control	field_matches.boundary	PASS	expected=future-grounding control observed=future-grounding control
future-grounding control	field_matches.n_controls	PASS	expected=6 observed=6
future-grounding control	field_matches.failure_mode_prevented	PASS	expected=external-verifiable ideas are treated as findings before grounding observed=external-verifiable ideas are treated as findings before grounding
future-grounding control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: future-grounding control. observed=Use as an automated governance control for the named boundary: future-grounding control.
future-grounding control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external-verifiable ideas are treated as findings before grounding. observed=Do not allow the controlled artifact to create this failure mode: external-verifiable ideas are treated as findings before grounding.
future-grounding control	field_matches.example_artifacts	PASS	expected=Contradiction readiness freshness linter; Contradiction surveillance freshness linter; Contradiction-intake linter; External-verifiable intake linter; Future-grounding queue freshness linter observed=Contradiction readiness freshness linter; Contradiction surveillance freshness linter; Contradiction-intake linter; External-verifiable intake linter; Future-grounding queue freshness linter
future-grounding control	field_matches.example_paths	PASS	expected=scripts/v47_external_verifiable_intake_linter.py; scripts/v48_contradiction_intake_linter.py; scripts/v48_contradiction_readiness_freshness_linter.py; scripts/v48_contradiction_surveillance_freshness_linter.py; scripts/v48_future_grounding_queue_freshness_linter.py observed=scripts/v47_external_verifiable_intake_linter.py; scripts/v48_contradiction_intake_linter.py; scripts/v48_contradiction_readiness_freshness_linter.py; scripts/v48_contradiction_surveillance_freshness_linter.py; scripts/v48_future_grounding_queue_freshness_linter.py
future-search control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
future-search control	field_matches.boundary	PASS	expected=future-search control observed=future-search control
future-search control	field_matches.n_controls	PASS	expected=1 observed=1
future-search control	field_matches.failure_mode_prevented	PASS	expected=future search queries are mistaken for integrated external records, corroboration, or biological evidence observed=future search queries are mistaken for integrated external records, corroboration, or biological evidence
future-search control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: future-search control. observed=Use as an automated governance control for the named boundary: future-search control.
future-search control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: future search queries are mistaken for integrated external records, corroboration, or biological evidence. observed=Do not allow the controlled artifact to create this failure mode: future search queries are mistaken for integrated external records, corroboration, or biological evidence.
future-search control	field_matches.example_artifacts	PASS	expected=High-priority source-search query freshness linter observed=High-priority source-search query freshness linter
future-search control	field_matches.example_paths	PASS	expected=scripts/v48_high_priority_source_search_query_freshness_linter.py observed=scripts/v48_high_priority_source_search_query_freshness_linter.py
governance mapping control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
governance mapping control	field_matches.boundary	PASS	expected=governance mapping control observed=governance mapping control
governance mapping control	field_matches.n_controls	PASS	expected=1 observed=1
governance mapping control	field_matches.failure_mode_prevented	PASS	expected=control-to-failure-mode explanations drift from current governance navigation observed=control-to-failure-mode explanations drift from current governance navigation
governance mapping control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: governance mapping control. observed=Use as an automated governance control for the named boundary: governance mapping control.
governance mapping control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: control-to-failure-mode explanations drift from current governance navigation. observed=Do not allow the controlled artifact to create this failure mode: control-to-failure-mode explanations drift from current governance navigation.
governance mapping control	field_matches.example_artifacts	PASS	expected=Governance failure-mode matrix freshness linter observed=Governance failure-mode matrix freshness linter
governance mapping control	field_matches.example_paths	PASS	expected=scripts/v48_governance_failure_mode_freshness_linter.py observed=scripts/v48_governance_failure_mode_freshness_linter.py
handoff/navigation control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
handoff/navigation control	field_matches.boundary	PASS	expected=handoff/navigation control observed=handoff/navigation control
handoff/navigation control	field_matches.n_controls	PASS	expected=1 observed=1
handoff/navigation control	field_matches.failure_mode_prevented	PASS	expected=handoff card drifts from current checks or commands observed=handoff card drifts from current checks or commands
handoff/navigation control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: handoff/navigation control. observed=Use as an automated governance control for the named boundary: handoff/navigation control.
handoff/navigation control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: handoff card drifts from current checks or commands. observed=Do not allow the controlled artifact to create this failure mode: handoff card drifts from current checks or commands.
handoff/navigation control	field_matches.example_artifacts	PASS	expected=Preflight summary card freshness linter observed=Preflight summary card freshness linter
handoff/navigation control	field_matches.example_paths	PASS	expected=scripts/v48_preflight_summary_card_freshness_linter.py observed=scripts/v48_preflight_summary_card_freshness_linter.py
markdown provenance control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
markdown provenance control	field_matches.boundary	PASS	expected=markdown provenance control observed=markdown provenance control
markdown provenance control	field_matches.n_controls	PASS	expected=1 observed=1
markdown provenance control	field_matches.failure_mode_prevented	PASS	expected=generated Markdown drops source/provenance labels observed=generated Markdown drops source/provenance labels
markdown provenance control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: markdown provenance control. observed=Use as an automated governance control for the named boundary: markdown provenance control.
markdown provenance control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: generated Markdown drops source/provenance labels. observed=Do not allow the controlled artifact to create this failure mode: generated Markdown drops source/provenance labels.
markdown provenance control	field_matches.example_artifacts	PASS	expected=External Markdown index linter observed=External Markdown index linter
markdown provenance control	field_matches.example_paths	PASS	expected=scripts/v47_external_markdown_index_linter.py observed=scripts/v47_external_markdown_index_linter.py
navigation control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
navigation control	field_matches.boundary	PASS	expected=navigation control observed=navigation control
navigation control	field_matches.n_controls	PASS	expected=3 observed=3
navigation control	field_matches.failure_mode_prevented	PASS	expected=public or operator navigation becomes stale and hides required artifacts observed=public or operator navigation becomes stale and hides required artifacts
navigation control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: navigation control. observed=Use as an automated governance control for the named boundary: navigation control.
navigation control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: public or operator navigation becomes stale and hides required artifacts. observed=Do not allow the controlled artifact to create this failure mode: public or operator navigation becomes stale and hides required artifacts.
navigation control	field_matches.example_artifacts	PASS	expected=Governance navigation freshness linter; Public external index crosslink linter; Public external index freshness linter observed=Governance navigation freshness linter; Public external index crosslink linter; Public external index freshness linter
navigation control	field_matches.example_paths	PASS	expected=scripts/v48_governance_navigation_freshness_linter.py; scripts/v48_public_index_crosslink_linter.py; scripts/v48_public_index_freshness_linter.py observed=scripts/v48_governance_navigation_freshness_linter.py; scripts/v48_public_index_crosslink_linter.py; scripts/v48_public_index_freshness_linter.py
queued tasks are not findings	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
queued tasks are not findings	field_matches.boundary	PASS	expected=queued tasks are not findings observed=queued tasks are not findings
queued tasks are not findings	field_matches.n_controls	PASS	expected=1 observed=1
queued tasks are not findings	field_matches.failure_mode_prevented	PASS	expected=future tasks are misread as established results observed=future tasks are misread as established results
queued tasks are not findings	field_matches.allowed_use	PASS	expected=Use for future-work queues that preserve a candidate action without asserting a result. observed=Use for future-work queues that preserve a candidate action without asserting a result.
queued tasks are not findings	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: future tasks are misread as established results. observed=Do not allow the controlled artifact to create this failure mode: future tasks are misread as established results.
queued tasks are not findings	field_matches.example_artifacts	PASS	expected=V48 future-grounding queue observed=V48 future-grounding queue
queued tasks are not findings	field_matches.example_paths	PASS	expected=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md observed=knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md
resource metadata control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
resource metadata control	field_matches.boundary	PASS	expected=resource metadata control observed=resource metadata control
resource metadata control	field_matches.n_controls	PASS	expected=1 observed=1
resource metadata control	field_matches.failure_mode_prevented	PASS	expected=resource comparator metadata drifts from source records observed=resource comparator metadata drifts from source records
resource metadata control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: resource metadata control. observed=Use as an automated governance control for the named boundary: resource metadata control.
resource metadata control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: resource comparator metadata drifts from source records. observed=Do not allow the controlled artifact to create this failure mode: resource comparator metadata drifts from source records.
resource metadata control	field_matches.example_artifacts	PASS	expected=Resource comparator freshness linter observed=Resource comparator freshness linter
resource metadata control	field_matches.example_paths	PASS	expected=scripts/v48_resource_comparator_freshness_linter.py observed=scripts/v48_resource_comparator_freshness_linter.py
schema control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
schema control	field_matches.boundary	PASS	expected=schema control observed=schema control
schema control	field_matches.n_controls	PASS	expected=2 observed=2
schema control	field_matches.failure_mode_prevented	PASS	expected=external records lack mandatory source, class, marker, or relationship fields observed=external records lack mandatory source, class, marker, or relationship fields
schema control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: schema control. observed=Use as an automated governance control for the named boundary: schema control.
schema control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external records lack mandatory source, class, marker, or relationship fields. observed=Do not allow the controlled artifact to create this failure mode: external records lack mandatory source, class, marker, or relationship fields.
schema control	field_matches.example_artifacts	PASS	expected=External record schema linter; External record uniqueness linter observed=External record schema linter; External record uniqueness linter
schema control	field_matches.example_paths	PASS	expected=scripts/v47_external_record_schema_linter.py; scripts/v47_external_record_uniqueness_linter.py observed=scripts/v47_external_record_schema_linter.py; scripts/v47_external_record_uniqueness_linter.py
segregation control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
segregation control	field_matches.boundary	PASS	expected=segregation control observed=segregation control
segregation control	field_matches.n_controls	PASS	expected=1 observed=1
segregation control	field_matches.failure_mode_prevented	PASS	expected=external knowledge leaks into grounded trees or gains project-evidence authority observed=external knowledge leaks into grounded trees or gains project-evidence authority
segregation control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: segregation control. observed=Use as an automated governance control for the named boundary: segregation control.
segregation control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external knowledge leaks into grounded trees or gains project-evidence authority. observed=Do not allow the controlled artifact to create this failure mode: external knowledge leaks into grounded trees or gains project-evidence authority.
segregation control	field_matches.example_artifacts	PASS	expected=V47 provenance gate observed=V47 provenance gate
segregation control	field_matches.example_paths	PASS	expected=scripts/v47_provenance_gate.py observed=scripts/v47_provenance_gate.py
source locator control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
source locator control	field_matches.boundary	PASS	expected=source locator control observed=source locator control
source locator control	field_matches.n_controls	PASS	expected=1 observed=1
source locator control	field_matches.failure_mode_prevented	PASS	expected=source locators become malformed or non-normalized observed=source locators become malformed or non-normalized
source locator control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: source locator control. observed=Use as an automated governance control for the named boundary: source locator control.
source locator control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: source locators become malformed or non-normalized. observed=Do not allow the controlled artifact to create this failure mode: source locators become malformed or non-normalized.
source locator control	field_matches.example_artifacts	PASS	expected=Source locator normalization linter observed=Source locator normalization linter
source locator control	field_matches.example_paths	PASS	expected=scripts/v48_source_locator_normalization_linter.py observed=scripts/v48_source_locator_normalization_linter.py
source maintenance control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
source maintenance control	field_matches.boundary	PASS	expected=source maintenance control observed=source maintenance control
source maintenance control	field_matches.n_controls	PASS	expected=1 observed=1
source maintenance control	field_matches.failure_mode_prevented	PASS	expected=duplicate source URLs are mistaken for independent corroboration or left unreviewed observed=duplicate source URLs are mistaken for independent corroboration or left unreviewed
source maintenance control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: source maintenance control. observed=Use as an automated governance control for the named boundary: source maintenance control.
source maintenance control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: duplicate source URLs are mistaken for independent corroboration or left unreviewed. observed=Do not allow the controlled artifact to create this failure mode: duplicate source URLs are mistaken for independent corroboration or left unreviewed.
source maintenance control	field_matches.example_artifacts	PASS	expected=Source URL duplicate freshness linter observed=Source URL duplicate freshness linter
source maintenance control	field_matches.example_paths	PASS	expected=scripts/v48_source_url_duplicate_freshness_linter.py observed=scripts/v48_source_url_duplicate_freshness_linter.py
source terms control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
source terms control	field_matches.boundary	PASS	expected=source terms control observed=source terms control
source terms control	field_matches.n_controls	PASS	expected=4 observed=4
source terms control	field_matches.failure_mode_prevented	PASS	expected=source terms/reuse status is ambiguous or stale observed=source terms/reuse status is ambiguous or stale
source terms control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: source terms control. observed=Use as an automated governance control for the named boundary: source terms control.
source terms control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: source terms/reuse status is ambiguous or stale. observed=Do not allow the controlled artifact to create this failure mode: source terms/reuse status is ambiguous or stale.
source terms control	field_matches.example_artifacts	PASS	expected=High-priority source-terms packet freshness linter; Source-terms coverage freshness linter; Source-terms freshness linter; Source-terms metadata linter observed=High-priority source-terms packet freshness linter; Source-terms coverage freshness linter; Source-terms freshness linter; Source-terms metadata linter
source terms control	field_matches.example_paths	PASS	expected=scripts/v48_high_priority_source_terms_packet_freshness_linter.py; scripts/v48_source_terms_coverage_freshness_linter.py; scripts/v48_source_terms_freshness_linter.py; scripts/v48_source_terms_metadata_linter.py observed=scripts/v48_high_priority_source_terms_packet_freshness_linter.py; scripts/v48_source_terms_coverage_freshness_linter.py; scripts/v48_source_terms_freshness_linter.py; scripts/v48_source_terms_metadata_linter.py
source terms metadata only	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
source terms metadata only	field_matches.boundary	PASS	expected=source terms metadata only observed=source terms metadata only
source terms metadata only	field_matches.n_controls	PASS	expected=1 observed=1
source terms metadata only	field_matches.failure_mode_prevented	PASS	expected=terms-review metadata is mistaken for reuse permission observed=terms-review metadata is mistaken for reuse permission
source terms metadata only	field_matches.allowed_use	PASS	expected=Use for tracking reuse/terms-review status without implying permission beyond the recorded source terms. observed=Use for tracking reuse/terms-review status without implying permission beyond the recorded source terms.
source terms metadata only	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: terms-review metadata is mistaken for reuse permission. observed=Do not allow the controlled artifact to create this failure mode: terms-review metadata is mistaken for reuse permission.
source terms metadata only	field_matches.example_artifacts	PASS	expected=V48 source-terms coverage observed=V48 source-terms coverage
source terms metadata only	field_matches.example_paths	PASS	expected=knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md observed=knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md
sourcing priority control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
sourcing priority control	field_matches.boundary	PASS	expected=sourcing priority control observed=sourcing priority control
sourcing priority control	field_matches.n_controls	PASS	expected=1 observed=1
sourcing priority control	field_matches.failure_mode_prevented	PASS	expected=external sourcing priorities are mistaken for corroboration, contradiction, or biological evidence observed=external sourcing priorities are mistaken for corroboration, contradiction, or biological evidence
sourcing priority control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: sourcing priority control. observed=Use as an automated governance control for the named boundary: sourcing priority control.
sourcing priority control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external sourcing priorities are mistaken for corroboration, contradiction, or biological evidence. observed=Do not allow the controlled artifact to create this failure mode: external sourcing priorities are mistaken for corroboration, contradiction, or biological evidence.
sourcing priority control	field_matches.example_artifacts	PASS	expected=V37 external gap-priority freshness linter observed=V37 external gap-priority freshness linter
sourcing priority control	field_matches.example_paths	PASS	expected=scripts/v48_v37_gap_priority_freshness_linter.py observed=scripts/v48_v37_gap_priority_freshness_linter.py
synthesis coverage control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
synthesis coverage control	field_matches.boundary	PASS	expected=synthesis coverage control observed=synthesis coverage control
synthesis coverage control	field_matches.n_controls	PASS	expected=7 observed=7
synthesis coverage control	field_matches.failure_mode_prevented	PASS	expected=convergence/contradiction rows fall out of sync with grounded findings or source records observed=convergence/contradiction rows fall out of sync with grounded findings or source records
synthesis coverage control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: synthesis coverage control. observed=Use as an automated governance control for the named boundary: synthesis coverage control.
synthesis coverage control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: convergence/contradiction rows fall out of sync with grounded findings or source records. observed=Do not allow the controlled artifact to create this failure mode: convergence/contradiction rows fall out of sync with grounded findings or source records.
synthesis coverage control	field_matches.example_artifacts	PASS	expected=Convergence executive-card freshness linter; Convergence matrix coverage linter; Convergence source-independence freshness linter; Decision-relevant convergence freshness linter; Support/contradiction coverage linter observed=Convergence executive-card freshness linter; Convergence matrix coverage linter; Convergence source-independence freshness linter; Decision-relevant convergence freshness linter; Support/contradiction coverage linter
synthesis coverage control	field_matches.example_paths	PASS	expected=scripts/v48_convergence_executive_card_freshness_linter.py; scripts/v48_convergence_matrix_coverage_linter.py; scripts/v48_convergence_source_independence_freshness_linter.py; scripts/v48_decision_relevant_convergence_freshness_linter.py; scripts/v48_support_contradiction_coverage_linter.py observed=scripts/v48_convergence_executive_card_freshness_linter.py; scripts/v48_convergence_matrix_coverage_linter.py; scripts/v48_convergence_source_independence_freshness_linter.py; scripts/v48_decision_relevant_convergence_freshness_linter.py; scripts/v48_support_contradiction_coverage_linter.py
synthesis reference control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
synthesis reference control	field_matches.boundary	PASS	expected=synthesis reference control observed=synthesis reference control
synthesis reference control	field_matches.n_controls	PASS	expected=1 observed=1
synthesis reference control	field_matches.failure_mode_prevented	PASS	expected=external support/contradiction records point to missing grounded artifacts observed=external support/contradiction records point to missing grounded artifacts
synthesis reference control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: synthesis reference control. observed=Use as an automated governance control for the named boundary: synthesis reference control.
synthesis reference control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: external support/contradiction records point to missing grounded artifacts. observed=Do not allow the controlled artifact to create this failure mode: external support/contradiction records point to missing grounded artifacts.
