source_report	reference	citation_status	front	evidence_class	allowed_external_use	exists
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/PREFLIGHT_REGRESSION_TESTS_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/PRIMARY_HARNESS_REGRESSION_TESTS_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/RESPONSE_COLUMN_AUDIT_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/SECONDARY_MISSING_TIMEPOINT_STRESS_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/SEED_VARIATION_STABILITY_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/SUBJECT_MAP_SANITY_CHECKER_V45.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/V45_ARTIFACT_INDEX.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/VALIDATION_COMMAND_RUNNER_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/VALIDATION_POWER_DECISION_TABLE_V45.md	V45_INDEXED	power_design	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/input_schemas/V45_data_use_terms_capture_template.tsv	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/input_schemas/V45_outcome_label_dictionary_template.tsv	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	docs/validation/outbound_requests/	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	analysis/v42_harness_validation/	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/locked_rules/LOCKED_RULE_V22.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/reports/EXTERNAL_REPORT_EVIDENCE_MANIFEST_V45.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	V45_INDEXED	infrastructure	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/ALT_COHORT_SCOUT_V44.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/APC_HLA_CONVERGENCE_SENSITIVITY_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/APC_HLA_FAMILY_JACKKNIFE_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/APC_HLA_INTERNAL_CONVERGENCE_V44.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/APC_HLA_NO_READINESS_CONVERGENCE_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/APC_HLA_NO_REPORTS_CONVERGENCE_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/BATCH_GUARD_CALIBRATION_FULL_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/BATCH_GUARD_V44.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/CLINICAL_DATA_DICTIONARY_CRF_V45.md	V45_INDEXED	power_design	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/GSE228330_OUTCOME_SCOUT_V45.md	V45_INDEXED	cohort_dependence	public_or_external_acquisition_operations	availability/request/readiness only; no validation claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/GSE228330_PHARMACODYNAMIC_RUNBOOK_V45.md	V45_INDEXED	cohort_dependence	public_or_external_acquisition_operations	availability/request/readiness only; no validation claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/KAROLINSKA_DMF_LABEL_REQUEST_V45.md	V45_INDEXED	cohort_dependence	public_or_external_acquisition_operations	availability/request/readiness only; no validation claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/MEDICAL_TEAM_COHORT_SPEC_V45.md	V45_INDEXED	power_design	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/MULTICONFOUNDER_BATCH_GUARD_V45.md	V45_INDEXED	robustness	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/OUTBOUND_DATA_REQUEST_TRACKER_V45.md	V45_INDEXED	cohort_dependence	public_or_external_acquisition_operations	availability/request/readiness only; no validation claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/PHARMACODYNAMIC_ONLY_HARNESS_V45.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/POWER_MAP_V43.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/PREREGISTRATION_V42.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/SECONDARY_REAL_INGEST_HARNESS_V45.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/SEED_VARIATION_STABILITY_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/V45_ARTIFACT_INDEX.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/VALIDATION_COMMAND_RUNNER_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	docs/workups/treatment_response/CONFOUNDER_AUDIT_V32.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	scripts/v42_gafson_validation_harness.py	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	scripts/v45_secondary_real_cohort_harness.py	V45_INDEXED	infrastructure	software	executable infrastructure; no biological claim by itself	yes
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	scripts/v45_validation_intake_preflight.py	V45_INDEXED	infrastructure	software	executable infrastructure; no biological claim by itself	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	analysis/v42_harness_validation/	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/locked_rules/LOCKED_RULE_V22.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/APC_HLA_CONVERGENCE_SENSITIVITY_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/APC_HLA_INTERNAL_CONVERGENCE_V44.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/APC_HLA_NO_READINESS_CONVERGENCE_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/APC_HLA_NO_REPORTS_CONVERGENCE_V45.md	V45_INDEXED	data_free_validation	internal_convergence_null	internal support only; not external clinical validation	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/BATCH_GUARD_CALIBRATION_FULL_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/CURRENT_ACTION_CARD_V45.md	V45_INDEXED	infrastructure	documentation_or_governance	governance/readiness documentation	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/EXTERNAL_BLOCKER_BOARD_V45.md	V45_INDEXED	external_account	synthesis_documentation	external framing/checklist; no new analysis	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/HARNESS_ROBUSTNESS_V43.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/POWER_MAP_V43.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/PREREGISTRATION_V42.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/SEED_VARIATION_STABILITY_V45.md	V45_INDEXED	robustness	synthetic_method_behavior	method behavior/planning only; never biological evidence	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/V45_OPERATIONAL_HANDOFF_INDEX.md	V45_INDEXED	infrastructure	validation_infrastructure	mechanical readiness only; no biological claim	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/validation/VALIDATION_LEDGER_V22.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
docs/reports/SYNTHETIC_READINESS_BOUNDARY_APPENDIX_V45.md	docs/workups/treatment_response/CONFOUNDER_AUDIT_V32.md	EXISTS_NOT_V45_INDEXED	historical_or_non_v45	supporting_artifact_not_v45_indexed	use according to the cited artifact's own evidence grade; do not infer V45 validation status	yes
