candidate	source	source_wave	source_call	escape_score	has_concrete_next_test	recent_interface_closed	older_closed_or_demoted	no_go_source	missing_gates	primary_blocker	recommended_next_test	reprioritized_score
MREG	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.3499999999999996
YWHAE	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.3499999999999996
SLC39A3	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.3499999999999996
IGLON5	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.3499999999999996
EFR3A	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.1500000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.3499999999999996
ABTB2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5
LILRB1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5
LILRB3	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5
RYK	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5
TPX2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.0	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5
PTGES3	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.9000000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5999999999999996
PLSCR4	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.9000000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5999999999999996
BEAN1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.9000000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5999999999999996
AXIN1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.9000000000000004	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.5999999999999996
PARK7_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	PARK_ROUTE_POSSIBLE_BUT_EVIDENCE_INCOMPLETE	1.845	True	False	True	False	cross_disease_cellstate;ms_anchor;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support	MS anchor and perturbation direction test in myeloid lipid-stress datasets; kill if PARK7 remains generic stress biology.	-2.6550000000000002
IFT52	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
GABPA	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
HEXA	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
TBX6	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
INTS7	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
CRTC2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
KIF24	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
LRRC7	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
MGST2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
MMS22L	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
PDCD6IP	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
FZD4	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
ICAM2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
COQ4	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
SLC38A9	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
POC5	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.75	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-2.75
PLLP	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
PCDHB12	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
OLFR615	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
OLFR266	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
OBFC1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
NKAIN2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
MCMBP	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
LHX2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
LARP4B	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
SEMA4G	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TAGAP1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
IL12RB1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
VMN2R87	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
VMN1R142	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TSC1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TRIM46	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
PYDC3	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
SCGB1C1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TIAL1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TDRD1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
TAS2R106	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
KLHL33	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
NDST4	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
HEXB	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
BC048403	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
4732456N10RIK	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
A4GNT	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
AHCTF1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
ANKUB1	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
HADHB	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
BPIFB2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
DNAH9	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
GM20604	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
GM2825	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
CEBPB	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	2.5	False	False	False	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.0
DAB2	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	5.6	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-3.9000000000000004
EPHX2_sEH_oxylipin_diol	wave83	wave72_lipid_mediator_intervention_scout	PARK_ORTHOGONAL_BIOCHEMICAL_SCOUT	3.0249999999999995	False	False	False	False	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	biochemical pattern lacks target-level gene convergence		-3.9750000000000005
P2RX7_PURINERGIC_STRATIFICATION	wave83	wave73_p2rx7_stratification_test	PARK_P2RX7_STRATIFICATION_NEEDS_TARGET_LEVEL_DATA	0.2550000000000001	True	False	True	False	ms_anchor;genetic_or_target_resolution;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	biochemistry and cell-state support exist, but target-level validation is missing	Target-level P2RX7 expression/genetics plus inflammasome-high subgroup test; kill if P2RX7 is not the subgroup driver.	-4.245
CD9	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	5.2	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-4.3
BLK	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	5.15	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-4.35
CD58_TARGETABILITY	wave83	wave79_targetability_shortlist_audit	PARK_TARGETABILITY_SHORTLIST_NODE	5.305	False	False	True	False	source_audit_not_promotional;fewer_than_two_support_channels	partial support remains but one or more critical targetability gates fail		-4.695
LRRC61	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.9	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-5.6
MED16_MEDIATOR_MODULE	wave83	wave53_perturbation_first_pivot	WETLAB_ONLY_MED16_SELECTIVE_NONDRUGGABLE_ROUTE	1.7899999999999998	False	False	False	False	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;safety_direction_clear;fewer_than_two_support_channels	The real Med16_KO signal is strong, but the route lacks a target-specific MS anchor and a safe selective druggable handle; practical Mediator/CDK8/19 modulation risks broad transcriptional or oncology-like toxicity.		-5.71
CLEC7A	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-5.85
FAM49B	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-5.85
LYN	wave81	wave81_perturbation_first_rescue	PARK_PERTURBATION_FIRST_CANDIDATE	3.65	False	False	True	False	nan	perturbation/model support exists but critical MS/genetics/modality/direction gates fail		-5.85
EPHX2_SEH_OXYLIPIN_RATIO	wave83	wave74_ephx2_oxylipin_specificity	NO_GO	2.3249999999999993	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	available data do not resolve an EPHX2-specific mechanism over generic lipid/inflammatory disturbance		-7.675000000000001
P2RX7_purinergic_inflammasome	wave83	wave72_lipid_mediator_intervention_scout	PARK_ORTHOGONAL_BIOCHEMICAL_SCOUT	3.085	False	False	True	False	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional	biochemical pattern lacks target-level gene convergence		-7.915
LILRB5_INHIBITORY_RECEPTOR	wave83	wave78_lilrb_inhibitory_receptor_audit	NO_GO_LILRB_LOCAL_AUDIT	1.1500000000000006	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	does not pass target-level local gates		-9.85
CD58_CD2_AXIS	wave83	wave80_cd58_cd2_axis_deepening	PARK_CD58_CD2_AXIS_PRIOR_ART_OR_IBD_LIMITED	0.9299999999999996	False	False	True	False	prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	MS genetics and RA CD58 signal survive T-cell adjustment, but IBD replication, direction, or prior art block promotion		-10.07
LILRB2_INHIBITORY_RECEPTOR	wave83	wave78_lilrb_inhibitory_receptor_audit	PARK_LILRB_DIRECTIONALLY_UNRESOLVED	-1.5799999999999998	False	False	False	False	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		-10.08
LILRB4_INHIBITORY_RECEPTOR	wave83	wave78_lilrb_inhibitory_receptor_audit	PARK_LILRB_DIRECTIONALLY_UNRESOLVED	-1.7	False	False	False	False	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		-10.2
IFI30_TARGETABILITY	wave83	wave79_targetability_shortlist_audit	NO_GO_TARGETABILITY_SHORTLIST_NODE	-0.1450000000000002	False	False	False	True	reachable_modality;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	insufficient target-level convergence after strict gates		-10.645
eicosanoid_receptors	wave83	wave23_metabolite_barrier_circuit	NO_GO	-0.3249999999999999	False	False	False	True	genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	Leukotriene/prostaglandin immunology is crowded, directionally contradictory, and not selective for the V3 APC state.		-10.825
LILRB3_INHIBITORY_RECEPTOR	wave83	wave78_lilrb_inhibitory_receptor_audit	PARK_LILRB_DIRECTIONALLY_UNRESOLVED	-2.33	False	False	False	False	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		-11.33
LILRB1_INHIBITORY_RECEPTOR	wave83	wave78_lilrb_inhibitory_receptor_audit	PARK_LILRB_DIRECTIONALLY_UNRESOLVED	-2.33	False	False	False	False	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient		-11.33
ppar_lxr_lipid_nuclear	wave83	wave23_metabolite_barrier_circuit	NO_GO	-0.4799999999999997	False	False	False	True	cross_disease_cellstate;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	Already demoted in Wave19 for mixed/negative local signal and saturated PPAR/LXR autoimmune/metabolic prior art.		-11.48
SEL1L3_TARGETABILITY	wave83	wave79_targetability_shortlist_audit	NO_GO_TARGETABILITY_SHORTLIST_NODE	-0.8950000000000002	False	False	False	True	reachable_modality;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	insufficient target-level convergence after strict gates		-11.895
IL7R_TARGETED_ROUTE	wave83	wave58_cxcr2_il7r_targeted_audit	NO_GO_WAVE58_TARGETED_AUDIT	-1.4	False	False	False	True	ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	strict_ms_white_matter_anchor; real_perturbation_or_efferocytosis; module_specific_not_generic_immunology; prior_art_not_blocking		-11.9
P4HB_TARGETABILITY	wave83	wave79_targetability_shortlist_audit	NO_GO_TARGETABILITY_SHORTLIST_NODE	-1.0349999999999997	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	insufficient target-level convergence after strict gates		-12.035
TNFRSF1A_DAMPING	wave83	wave53_perturbation_first_pivot	NO_GO_PERTURBATION_FIRST_PIVOT	-1.2999999999999998	False	False	False	True	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	TNFRSF1A/TNF perturbation is genetically broad but MS direction is unsafe because TNF blockade can worsen demyelinating biology; local MS expression is negative.		-12.3
retinoid_vdr_rxr	wave83	wave23_metabolite_barrier_circuit	NO_GO	-1.485	False	False	False	True	genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Vitamin D, retinoic-acid, and RXR/RAR immunomodulation are very crowded and pleiotropic.		-12.485
CHUK_IKK_MODULATION	wave83	wave53_perturbation_first_pivot	NO_GO_PERTURBATION_FIRST_PIVOT	-1.13	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	CHUK/IKK-alpha is weakly perturbation-positive but broad NF-kB biology lacks selectivity and novelty.		-12.629999999999999
bile_acid_fxr_tgr5	wave83	wave23_metabolite_barrier_circuit	NO_GO	-1.19	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	This is the least obviously saturated cross-autoimmune route, but local V3 state support is absent and PBC/IBD/metabolic bile-acid art is substantial.		-12.69
SLAMF7_SIGNAL_BIAS	wave83	wave64_slamf7_perturbation_audit	PARK_ASSAY_DESIGN	-1.35	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	NO_GO_NO_HUMAN_DISEASE_ANCHOR;NO_GO_WRONG_OR_UNKNOWN_DIRECTION;NO_GO_GENERIC_INFLAMMATION_ONLY;NO_GO_REPAIR_GUARDRAIL_FAIL;NO_GO_HOST_DEFENSE_OR_TOXICITY_FAIL;NO_GO_NO_CROSS_DISEASE_REPLICATION;NO_GO_PRIOR_ART_BLOCKED_OR_UNSEARCHED		-12.85
CXCR2_TARGETED_ROUTE	wave83	wave58_cxcr2_il7r_targeted_audit	NO_GO_WAVE58_TARGETED_AUDIT	-2.15	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	ms_external_genetic_anchor; strict_ms_white_matter_anchor; real_perturbation_or_efferocytosis; module_specific_not_generic_immunology; prior_art_not_blocking		-13.15
GALC_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.4250000000000003	False	False	False	True	ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-13.425
