section	sequence	phase	artifact_id	command	doc	primary_output	script	script_exists	source	score_values_read	expected_status	terminal_stage	stop_condition
handoff_manifest	11	command_order	command_order_planner	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token <cohort>_<date> --package-root <returned_package_dir> --terms-capture <terms_capture_tsv> --terms-class <TERMS_CLASS> --package-kind author_run_aggregate --package-state <package_state> --metric-format-state <metric_format_state> --outdir analysis/v46_returned_package_command_order_planner/<cohort>_<date> --expect-status <PASS_or_BLOCKED>	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	analysis/v46_returned_package_command_order_planner/returned_package_command_order_synthetic_summary.json	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	12	state_guard	state_transition_validator	.venv/bin/python scripts/v46_returned_package_state_transition_validator.py --outdir analysis/v46_returned_package_state_transition_validator --fail-on-error	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	analysis/v46_returned_package_state_transition_validator/returned_package_state_transition_summary.json	scripts/v46_returned_package_state_transition_validator.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	13	interpretation_boundary	safe_interpretation_classifier	.venv/bin/python scripts/v46_returned_package_safe_interpretation.py classify --gate-summary <gate_summary> --schema-summary <schema_summary> --analyzable-summary <analyzable_summary> --metadata-summary <metadata_summary> --batch-confounder-summary <batch_summary> --terms-status PASS --outdir analysis/v46_returned_package_safe_interpretation/<cohort>_<date>	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	analysis/v46_returned_package_safe_interpretation/safe_interpretation_synthetic_summary.json	scripts/v46_returned_package_safe_interpretation.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	14	underpowered_language	small_n_language	.venv/bin/python scripts/v46_small_n_conclusion_language_table.py --outdir analysis/v46_small_n_conclusion_language	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	analysis/v46_small_n_conclusion_language/small_n_conclusion_language_summary.json	scripts/v46_small_n_conclusion_language_table.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	15	underpowered_language	analyzable_pair_confidence_envelope	.venv/bin/python scripts/v46_analyzable_pair_confidence_envelope.py --outdir analysis/v46_analyzable_pair_confidence_envelope --fail-on-error	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json	scripts/v46_analyzable_pair_confidence_envelope.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	16	repair_handoff	repair_request_templates	.venv/bin/python scripts/v46_return_repair_request_templates.py --outdir analysis/v46_return_repair_request_templates --fail-on-error	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	analysis/v46_return_repair_request_templates/return_repair_request_templates_summary.json	scripts/v46_return_repair_request_templates.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	17	repair_handoff	partial_label_repair_prioritization	.venv/bin/python scripts/v46_partial_label_repair_prioritization.py --outdir analysis/v46_partial_label_repair_prioritization --fail-on-error	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	analysis/v46_partial_label_repair_prioritization/partial_label_repair_prioritization_summary.json	scripts/v46_partial_label_repair_prioritization.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	18	repair_handoff	first30_repair_template_coverage	.venv/bin/python scripts/v46_first30_repair_template_coverage_linter.py --outdir analysis/v46_first30_repair_template_coverage_linter --fail-on-error	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json	scripts/v46_first30_repair_template_coverage_linter.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	19	report_guard	result_report_safe_class_linter	.venv/bin/python scripts/v46_result_report_safe_class_linter.py synthetic-check --outdir analysis/v46_result_report_safe_class_linter --fail-on-error	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	analysis/v46_result_report_safe_class_linter/result_report_safe_class_synthetic_summary.json	scripts/v46_result_report_safe_class_linter.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	20	report_guard	report_header_metadata_linter	.venv/bin/python scripts/v46_report_header_metadata_linter.py synthetic-check --outdir analysis/v46_report_header_metadata_linter --fail-on-error	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md	analysis/v46_report_header_metadata_linter/report_header_metadata_synthetic_summary.json	scripts/v46_report_header_metadata_linter.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	21	report_guard	report_header_repair_template_coverage	.venv/bin/python scripts/v46_report_header_repair_template_coverage.py --outdir analysis/v46_report_header_repair_template_coverage --fail-on-error	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md	analysis/v46_report_header_repair_template_coverage/report_header_repair_template_coverage_summary.json	scripts/v46_report_header_repair_template_coverage.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	22	report_guard	safe_class_report_template_readiness	.venv/bin/python scripts/v46_safe_class_report_template_readiness.py --outdir analysis/v46_safe_class_report_template_readiness --fail-on-error	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md	analysis/v46_safe_class_report_template_readiness/safe_class_report_template_readiness_summary.json	scripts/v46_safe_class_report_template_readiness.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	23	operator_navigation	operator_transcript_fixture	.venv/bin/python scripts/v46_operator_transcript_fixture.py --outdir analysis/v46_operator_transcript_fixture --fail-on-error	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md	analysis/v46_operator_transcript_fixture/operator_transcript_fixture_summary.json	scripts/v46_operator_transcript_fixture.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	24	operator_navigation	returned_package_quickstart_readme	.venv/bin/python scripts/v46_returned_package_quickstart_readme.py --outdir analysis/v46_returned_package_quickstart_readme --fail-on-error	docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md	analysis/v46_returned_package_quickstart_readme/returned_package_quickstart_summary.json	scripts/v46_returned_package_quickstart_readme.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	25	operator_navigation	returned_package_doc_crosslink_linter	.venv/bin/python scripts/v46_returned_package_doc_crosslink_linter.py --outdir analysis/v46_returned_package_doc_crosslink_linter --fail-on-error	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	analysis/v46_returned_package_doc_crosslink_linter/returned_package_doc_crosslink_summary.json	scripts/v46_returned_package_doc_crosslink_linter.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
handoff_manifest	26	operator_navigation	returned_package_dependency_graph	.venv/bin/python scripts/v46_returned_package_dependency_graph.py --outdir analysis/v46_returned_package_dependency_graph --fail-on-error	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	analysis/v46_returned_package_dependency_graph/returned_package_dependency_summary.json	scripts/v46_returned_package_dependency_graph.py	true	analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	false			
receipt_manifest_examples	27	receipt_to_command_plan	schema_fail_missing_required_column	NOT_ALLOWED	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/schema_fail_missing_required_column.tsv		true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	NOT_RUN	STOP_RECEIPT_MANIFEST_REPAIR	receipt_manifest_schema_linter overall_status is not PASS; request manifest repair before any classification
receipt_manifest_examples	28	receipt_to_command_plan	schema_fail_raw_path	NOT_ALLOWED	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/schema_fail_raw_path.tsv		true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	NOT_RUN	STOP_RECEIPT_MANIFEST_REPAIR	receipt_manifest_schema_linter overall_status is not PASS; request manifest repair before any classification
receipt_manifest_examples	29	receipt_to_command_plan	scored_canonical_to_plan	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token scored_canonical_to_plan --package-root <returned_aggregate_package_dir> --terms-capture <terms_capture_tsv> --terms-class AGGREGATE_ONLY_LOCAL_PREFLIGHT --package-kind author_run_aggregate --package-state scored --metric-format-state canonical --outdir analysis/v46_receipt_manifest_to_command_plan_handoff/scored_canonical_to_plan/command_order_plan --expect-status PASS	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/scored_canonical_to_plan.tsv	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	PASS	COMMAND_PLAN_WRITTEN	continue through command-order planner stop_if fields; no score interpretation until safe class permits wording
receipt_manifest_examples	30	receipt_to_command_plan	scored_noncanonical_to_adapter_branch	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token scored_noncanonical_to_adapter_branch --package-root <returned_aggregate_package_dir> --terms-capture <terms_capture_tsv> --terms-class AGGREGATE_ONLY_LOCAL_PREFLIGHT --package-kind author_run_aggregate --package-state scored --metric-format-state noncanonical --outdir analysis/v46_receipt_manifest_to_command_plan_handoff/scored_noncanonical_to_adapter_branch/command_order_plan --expect-status PASS	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/scored_noncanonical_to_adapter_branch.tsv	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	PASS	COMMAND_PLAN_WRITTEN	continue through command-order planner stop_if fields; no score interpretation until safe class permits wording
receipt_manifest_examples	31	receipt_to_command_plan	partial_label_to_plan_with_label_classifier	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token partial_label_to_plan_with_label_classifier --package-root <returned_aggregate_package_dir> --terms-capture <terms_capture_tsv> --terms-class AGGREGATE_ONLY_LOCAL_PREFLIGHT --package-kind author_run_aggregate --package-state scored --metric-format-state canonical --outdir analysis/v46_receipt_manifest_to_command_plan_handoff/partial_label_to_plan_with_label_classifier/command_order_plan --expect-status PASS	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/partial_label_to_plan_with_label_classifier.tsv	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	PASS	COMMAND_PLAN_WRITTEN	continue through command-order planner stop_if fields; no score interpretation until safe class permits wording
receipt_manifest_examples	32	receipt_to_command_plan	unscoreable_author_run_aggregate_to_preflight_only	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token unscoreable_author_run_aggregate_to_preflight_only --package-root <returned_aggregate_package_dir> --terms-capture <terms_capture_tsv> --terms-class AUTHOR_RUN_ONLY --package-kind author_run_aggregate --package-state unscoreable --metric-format-state canonical --outdir analysis/v46_receipt_manifest_to_command_plan_handoff/unscoreable_author_run_aggregate_to_preflight_only/command_order_plan --expect-status PASS	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/unscoreable_author_run_aggregate_to_preflight_only.tsv	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	PASS	COMMAND_PLAN_WRITTEN	continue through command-order planner stop_if fields; no score interpretation until safe class permits wording
receipt_manifest_examples	33	receipt_to_command_plan	terms_blocked_after_shape	.venv/bin/python scripts/v46_returned_package_command_order_planner.py plan --cohort-token terms_blocked_after_shape --package-root <returned_aggregate_package_dir> --terms-capture <terms_capture_tsv> --terms-class NO_PROCESSING_ALLOWED --package-kind author_run_aggregate --package-state scored --metric-format-state canonical --outdir analysis/v46_receipt_manifest_to_command_plan_handoff/terms_blocked_after_shape/command_order_plan --expect-status BLOCKED	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/terms_blocked_after_shape.tsv	scripts/v46_returned_package_command_order_planner.py	true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	BLOCKED	STOP_TERMS_BLOCK	command-order planner writes stop_terms_block; no package gate, schema check, score reading, or interpretation
receipt_manifest_examples	34	receipt_to_command_plan	unknown_score_like_filename_stops_at_schema	NOT_ALLOWED	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md	analysis/v46_receipt_manifest_to_command_plan_handoff/synthetic_manifests/unknown_score_like_filename_stops_at_schema.tsv		true	analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff.tsv	false	NOT_RUN	STOP_RECEIPT_MANIFEST_REPAIR	receipt_manifest_schema_linter overall_status is not PASS; request manifest repair before any classification
