path	record_id	record_type	epistemic_class	not_project_grounded_marker	source_label	source_url	source_domain	source_terms_status	license_or_terms_label	terms_url	terms_domain	checked_date	redistribution_allowed	reuse_notes
knowledge_external/catalogs/resources/ms_society_uk_types_of_ms.json	resource.ms_society_uk.types_of_ms.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	MS Society UK Types of MS page	https://www.mssociety.org.uk/about-ms/types-of-ms	www.mssociety.org.uk	missing_optional						
knowledge_external/catalogs/resources/msbase_registry.json	resource.msbase.registry.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	MSBase home page	https://www.msbase.org/	www.msbase.org	missing_optional						
knowledge_external/catalogs/resources/msda_catalogue.json	resource.msda.catalogue.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	MSDA Catalogue home page	https://msda.emif-catalogue.eu/	msda.emif-catalogue.eu	missing_optional						
knowledge_external/catalogs/resources/msgd_database_commons.json	resource.msgd.database_commons.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	Database Commons profile for MSGD	https://ngdc.cncb.ac.cn/databasecommons/database/id/9285	ngdc.cncb.ac.cn	missing_optional						
knowledge_external/catalogs/resources/msif_atlas_of_ms.json	resource.msif.atlas_of_ms.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	Atlas of MS	https://atlasofms.org/	atlasofms.org	missing_optional						
knowledge_external/catalogs/resources/narcoms_registry.json	resource.narcoms.registry.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	NARCOMS about page	https://www.narcoms.org/	www.narcoms.org	missing_optional						
knowledge_external/catalogs/resources/national_ms_society_dmt_reference.json	resource.national_ms_society.dmt_reference.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	National MS Society disease modification page	https://www.nationalmssociety.org/for-professionals/for-healthcare-professionals/managing-and-treating-ms/disease-modification	www.nationalmssociety.org	missing_optional						
knowledge_external/catalogs/resources/national_ms_society_types.json	resource.national_ms_society.types_of_ms.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	National MS Society Types of MS page	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms	www.nationalmssociety.org	missing_optional						
knowledge_external/catalogs/resources/nhs_england_ms_dmt_algorithm.json	resource.nhs_england.ms_dmt_algorithm.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	NHS England MS DMT treatment algorithm PDF	https://www.england.nhs.uk/wp-content/uploads/2024/03/treatment-algorithm-for-multiple-sclerosis-disease-modifying-therapies-july-23.pdf	www.england.nhs.uk	missing_optional						
knowledge_external/catalogs/resources/nice_ng220_ms_management.json	resource.nice.ng220_ms_management.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	NICE NG220 overview	https://www.nice.org.uk/guidance/ng220	www.nice.org.uk	missing_optional						
knowledge_external/catalogs/resources/ninds_ms_common_data_elements.json	resource.ninds.ms_common_data_elements.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	NINDS CDE Multiple Sclerosis page	https://www.commondataelements.ninds.nih.gov/Multiple%20Sclerosis	www.commondataelements.ninds.nih.gov	missing_optional						
knowledge_external/catalogs/resources/open_targets_platform.json	resource.open_targets.platform.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	Open Targets Platform documentation	https://platform-docs.opentargets.org/	platform-docs.opentargets.org	missing_optional						
knowledge_external/catalogs/resources/osf_repository.json	resource.osf.repository.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	OSF product page	https://www.cos.io/products/osf	www.cos.io	missing_optional						
knowledge_external/catalogs/resources/pubmed_literature.json	resource.pubmed.literature.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	PubMed home page	https://pubmed.ncbi.nlm.nih.gov/	pubmed.ncbi.nlm.nih.gov	present	NCBI/NLM website and database policies with article-copyright caveat	https://www.ncbi.nlm.nih.gov/home/about/policies/	www.ncbi.nlm.nih.gov	2026-06-14	metadata_only	Catalog metadata only; PubMed citations/abstracts and linked articles may have different rights, so use source links and bibliographic metadata rather than redistributing article text.
knowledge_external/catalogs/resources/sra_sequence_read_archive.json	resource.sra.sequence_read_archive.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	NCBI SRA home page	https://www.ncbi.nlm.nih.gov/sra	www.ncbi.nlm.nih.gov	present	NCBI website/data usage policy with dataset-specific access caveat	https://www.ncbi.nlm.nih.gov/home/about/policies/	www.ncbi.nlm.nih.gov	2026-06-14	metadata_only	Catalog metadata only; specific SRA run files and linked controlled-access data require dataset-level access, consent, and redistribution checks before use.
knowledge_external/catalogs/resources/zenodo_repository.json	resource.zenodo.repository.2026-06-13	external_resource_catalog	external-unverifiable	NOT_PROJECT_GROUNDED	Zenodo about page	https://about.zenodo.org/	about.zenodo.org	missing_optional						
knowledge_external/records/dmt_dimethyl_fumarate_mechanism_label_context.json	claim.dailymed.dimethyl_fumarate_mechanism_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	DailyMed dimethyl fumarate label	https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6c42107a-2a42-4263-97b6-ae0d7675c92a	dailymed.nlm.nih.gov	present	DailyMed/NLM drug-label resource terms; label-source caveat	https://dailymed.nlm.nih.gov/dailymed/about-dailymed.cfm	dailymed.nlm.nih.gov	2026-06-14	metadata_only	External label-context metadata only; do not redistribute full label text or treat label wording as project-grounded evidence.
knowledge_external/records/dmt_natalizumab_mechanism_label_context.json	claim.dailymed.natalizumab_mechanism_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	DailyMed TYSABRI label	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5fdde91-1989-4dd2-9129-4f3323ea2962	dailymed.nlm.nih.gov	present	DailyMed/NLM drug-label resource terms; label-source caveat	https://dailymed.nlm.nih.gov/dailymed/about-dailymed.cfm	dailymed.nlm.nih.gov	2026-06-14	metadata_only	External label-context metadata only; do not redistribute full label text or treat label wording as project-grounded evidence.
knowledge_external/records/dmt_ocrelizumab_mechanism_label_context.json	claim.dailymed.ocrelizumab_mechanism_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	DailyMed OCREVUS label	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9da42362-3bb5-4b83-b4bb-b59fd4e55f0d	dailymed.nlm.nih.gov	present	DailyMed/NLM drug-label resource terms; label-source caveat	https://dailymed.nlm.nih.gov/dailymed/about-dailymed.cfm	dailymed.nlm.nih.gov	2026-06-14	metadata_only	External label-context metadata only; do not redistribute full label text or treat label wording as project-grounded evidence.
knowledge_external/records/ebv_ms_longitudinal_risk_context.json	claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Science EBV-MS longitudinal cohort	https://pubmed.ncbi.nlm.nih.gov/35025605/	pubmed.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/gpr25_ms_ibd_shared_genetics_context.json	claim.nature.ms_ibd_gpr25_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Nature Communications MS-IBD shared genetics GPR25 context	https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615/	pmc.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/ibd_tofacitinib_mhc_stat1_context.json	claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Frontiers in Immunology UC colonoid tofacitinib MHC-II study	https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/	pmc.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/method_prediction_model_validation_context.json	claim.probast_tripod.prediction_model_validation_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	PROBAST prediction-model risk-of-bias guidance	https://pubmed.ncbi.nlm.nih.gov/30596875/	pubmed.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/method_target_direction_tractability_context.json	claim.open_targets.direction_tractability_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Annual Reviews drug-target genetics and Open Targets context	https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838	www.annualreviews.org	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/mhc_ms_finemapping_independent_effects_context.json	claim.plos.ms_mhc_independent_effects_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	PLOS Genetics MS MHC fine-mapping study	https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/	pmc.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/ms_biomarker_heterogeneity_context.json	claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Cold Spring Harbor Perspectives MS biomarker review	https://pmc.ncbi.nlm.nih.gov/articles/PMC6396336/	pmc.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
knowledge_external/records/ms_disease_course_ppms_context.json	claim.ms_society_uk.ppms_course_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	MS Society UK Types of MS page	https://www.mssociety.org.uk/about-ms/types-of-ms	www.mssociety.org.uk	missing_optional						
knowledge_external/records/ms_disease_course_rrms_context.json	claim.national_ms_society.rrms_course_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	National MS Society Types of MS page	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms	www.nationalmssociety.org	missing_optional						
knowledge_external/records/ms_disease_course_spms_context.json	claim.national_ms_society.spms_course_context.2026-06-13	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	National MS Society secondary progressive MS page	https://www.nationalmssociety.org/understanding-ms/what-is-ms/types-of-ms/secondary-progressive-ms	www.nationalmssociety.org	missing_optional						
knowledge_external/records/ms_ibd_treatment_transfer_caution_context.json	claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Nature Communications MS-IBD shared genetics study	https://www.nature.com/articles/s41467-021-25768-0	www.nature.com	missing_optional						
knowledge_external/records/ms_uc_greater_genetic_correlation_context.json	claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Nature Communications MS-IBD shared genetics study	https://www.nature.com/articles/s41467-021-25768-0	www.nature.com	missing_optional						
knowledge_external/records/ra_sle_pregnancy_transcriptome_context.json	claim.ard.ra_sle_pregnancy_transcriptome_context.2026-06-14	external_claim	external-unverifiable	NOT_PROJECT_GROUNDED	Annals of the Rheumatic Diseases RA/SLE pregnancy single-cell transcriptome study	https://pubmed.ncbi.nlm.nih.gov/38049980/	pubmed.ncbi.nlm.nih.gov	present	Source terms not independently reviewed; metadata-only reuse			2026-06-14	metadata_only	V49 stores bibliographic/source metadata and a short paraphrased claim only; do not redistribute full source text, tables, or treat source content as project-grounded evidence.
