rank	item	source_type_needed	query_targets	check_order	check_id	acceptance_criteria	forbidden_shortcut	required_before_matrix_entry	boundary
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
2	UC genetics vs treatment-response layer split	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	1	source_locator_recorded	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
3	First-principles druggability discipline changed target interpretation	method/governance literature	PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	1	source_locator_recorded	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	2	source_terms_reviewed	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	4	epistemic_class_assigned	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
4	Locked V7 general cross-disease baseline fallback killed	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	1	source_locator_recorded	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
5	Tool-robust but simple V22 scalar	method/governance literature	PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same methodological question, not broad MS biology.	Do not use general disease-mechanism context as method corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	1	source_locator_recorded	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
6	Crohn downstream IFN/APC convergence exceeds genetic proximity	IBD/MS transfer-specific literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same disease-pair layer and direction, or provide a dataset route for future grounding.	Do not count generic MS-IBD comorbidity or genetics context as response-layer corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	1	source_locator_recorded	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	2	source_terms_reviewed	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	4	epistemic_class_assigned	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
7	RA pregnancy comparator but blood APC treatment-response nontransfer	pregnancy/postpartum comparator literature or datasets	GEO/ArrayExpress;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must include matching timing, compartment, and disease-comparator definition.	Do not use general relapse-course context as APC-arm corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	1	source_locator_recorded	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	2	source_terms_reviewed	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	4	epistemic_class_assigned	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
8	EBV/IFN APC imprint downgraded by specificity control	EBV-stratified immune-data source	GEO/ArrayExpress;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must support a specificity-aware test route, not merely EBV-MS association context.	Do not use broad EBV-risk literature to reopen a specificity-failed imprint.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	1	source_locator_recorded	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
9	GPR25 demoted from protected favorite	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	1	source_locator_recorded	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	2	source_terms_reviewed	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	3	source_snapshot_or_access_date_recorded	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	4	epistemic_class_assigned	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	5	not_project_grounded_marker_present	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	6	same_definition_overlap_reviewed	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	7	forbidden_shortcut_checked	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	8	relationship_matrix_candidate_prepared	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
10	MHC overlap is distinct-signal, not simple shared biology	locus/signal-specific genetics source	GWAS/QTL catalogs;PubMed/EuropePMC	9	future_grounding_route_recorded_if_verifiable	Source must address the same variant/gene/direction or provide importable summary-statistic/QTL data.	Do not use catalog-level association existence as causal-direction corroboration.	yes	intake checklist only; a checked source is still external until separately grounded
11	No load-bearing invariant found in V26	same-failure-mode source	GEO/ArrayExpress;PubMed/EuropePMC	1	source_locator_recorded	Source must match the project failure definition closely enough for convergence/contradiction classification.	Do not add generic biological context to a closed/negative finding.	yes	intake checklist only; a checked source is still external until separately grounded
