snp	SNP.PP.H4.row1	SNP.PP.H4.row2	SNP.PP.H4.row3	SNP.PP.H4.row4	SNP.PP.H4.row5	SNP.PP.H4.row6	SNP.PP.H4.row7	SNP.PP.H4.row8	SNP.PP.H4.row9	SNP.PP.H4.row10	SNP.PP.H4.row11	SNP.PP.H4.row12	SNP.PP.H4.row13	SNP.PP.H4.row14	SNP.PP.H4.row15	SNP.PP.H4.row16	SNP.PP.H4.row17	SNP.PP.H4.row18	SNP.PP.H4.row19	SNP.PP.H4.row20	SNP.PP.H4.row21
rs4298297	0	0	1.28118969103045e-08	2.39886443022411e-06	0.00614838964253373	5.54534741522598e-15	6.89622421256245e-06	0	0	1.23749064096511e-09	7.12613558979249e-09	7.12577320331522e-05	1.51117192257079e-21	3.67063995243221e-08	0	0	1.72604001431232e-14	7.53232912869666e-07	0.0154862437045158	6.26334789478185e-16	1.20220759087253e-06
rs35850276	0	0	1.59073513833284e-07	3.61819545372794e-05	0.000101715805426859	1.32038073905476e-13	0.00014094284377182	0	0	1.19270727398703e-08	8.3434930021571e-08	9.15095798938657e-07	2.79313419899993e-20	5.82345803311838e-07	0	0	2.57146818091727e-13	1.3632059197594e-05	0.000307410718265207	1.7894633658568e-14	2.9482002516404e-05
rs66553670	0	0	1.83988145338622e-07	5.0195682999418e-05	0.00012913266482478	1.08532636282478e-13	0.000178882940658496	0	0	1.03554200558691e-08	8.68888672747323e-08	8.72079580644357e-07	1.72343480497383e-20	5.54815685829609e-07	0	0	1.65309062899665e-13	1.05113706354984e-05	0.000216915316438486	8.1753720462627e-15	2.0797274149484e-05
rs17223103	0	0	0.000102394904460809	0.0525039147373209	0.0068146340693484	1.01490327637026e-12	0.0368546388924808	0	0	5.70049666727905e-09	8.98971504981768e-08	4.55217570809217e-08	1.59410026483854e-22	1.13065065321469e-07	0	0	6.7962786593256e-14	8.1221438644712e-06	8.45634426996224e-06	5.6475207842688e-17	3.16530571044745e-06
rs353339	0	0	9.34481226460487e-05	0.0474305586034421	0.00673352048129072	9.93560763901495e-13	0.0356683113357671	0	0	5.30742763927608e-09	8.28498314725204e-08	4.58878607845806e-08	1.59207880967108e-22	1.11634382993377e-07	0	0	6.38521440179863e-14	7.55351859286402e-06	8.60189965566165e-06	5.69166967822588e-17	3.15368361044963e-06
rs353341	0	0	6.43673092569365e-05	0.0343957972446807	0.00458710735961216	7.1629545185083e-13	0.0246395421671694	0	0	5.31556333958038e-09	8.73593133939009e-08	4.54532533202834e-08	1.66890941544341e-22	1.12129143128546e-07	0	0	5.78102675223866e-14	7.19997791134333e-06	7.70239545169284e-06	5.39351845502331e-17	2.86353784338378e-06
rs353342	0	0	6.46785950498769e-05	0.0346115312948787	0.00459798933263475	7.15764375798142e-13	0.0247384617393031	0	0	5.34800596511272e-09	8.80181038282355e-08	4.56185409236875e-08	1.66977522588991e-22	1.12721283036649e-07	0	0	5.81444435394348e-14	7.25194688126894e-06	7.72792472848487e-06	5.39458538487841e-17	2.87773633915609e-06
rs4621594	0	0	5.13724414652492e-06	0.000571880418133105	0.0010006034507495	1.11868324797049e-13	0.00116765790889351	0	0	3.81459359681641e-09	1.30600002271999e-08	8.91501732555293e-08	2.34359105944443e-22	4.77788421943252e-08	0	0	4.72766855045574e-14	1.22661480079925e-06	1.72157558325607e-05	8.63106328600631e-17	1.39047475778387e-06
rs353344	0	0	3.2502809854274e-05	0.017429477792975	0.00236372588975668	3.62255277448406e-13	0.0125079802073575	0	0	5.96470107575148e-09	9.8372122246789e-08	5.20483557416741e-08	1.87559525784593e-22	1.26490202701211e-07	0	0	5.40840226092687e-14	6.759562894396e-06	7.35347251510091e-06	5.05362661052287e-17	2.69318342236635e-06
rs2161547	0	0	0.000106437105064855	0.0543997058910672	0.00712791927064706	1.06980258760824e-12	0.0383969019919036	0	0	5.56940267775725e-09	8.7545132858809e-08	4.47528258652245e-08	1.57934073812756e-22	1.10716838836158e-07	0	0	6.74528884955354e-14	8.03508007680174e-06	8.44534806869188e-06	5.68396628509201e-17	3.14872224276486e-06
rs181326	0	0	4.86368416376063e-05	0.0260984043458326	0.00353319142655739	5.40722356325442e-13	0.0187099016251673	0	0	5.52697085791307e-09	9.1212771924129e-08	4.81760405012389e-08	1.73361543085734e-22	1.17164283313061e-07	0	0	5.66267401588635e-14	7.08200633658111e-06	7.69078458302104e-06	5.27801807559527e-17	2.81876174534499e-06
rs4957256	0	0	5.52273216370339e-06	0.00061147191634964	0.00107582581449856	1.19605917010099e-13	0.00124698706289194	0	0	3.88565274575245e-09	1.32314185793908e-08	9.08226335607703e-08	2.37421091718414e-22	4.8347484034107e-08	0	0	4.81675147940767e-14	1.24297654263781e-06	1.75424198800637e-05	8.74567378249207e-17	1.40732004733225e-06
rs4957257	0	0	0.000115184450042772	0.0594112228396402	0.00757945350224813	1.11305944908887e-12	0.0412865276858974	0	0	5.78159608695234e-09	9.17154022365778e-08	4.56492780516115e-08	1.57626373532113e-22	1.14199494212929e-07	0	0	7.07659807588516e-14	8.50717423752135e-06	8.7059436727523e-06	5.73309830818184e-17	3.28223524492103e-06
rs353315	0	0	7.15423543461927e-05	0.0385594799218909	0.00502370112413096	7.6993863891694e-13	0.0272517214233526	0	0	5.44350142728218e-09	9.02331606185969e-08	4.58649614545435e-08	1.65282874240074e-22	1.14264409769419e-07	0	0	6.04489476974758e-14	7.59351480660809e-06	7.93590744257403e-06	5.45408601880839e-17	2.97954621814793e-06
rs353316	0	0	6.92325901222363e-05	0.0371761074687974	0.00489271619529409	7.55961152474643e-13	0.0264281756985881	0	0	5.37539129973229e-09	8.87734929473134e-08	4.55818193021654e-08	1.65598199768095e-22	1.13075525955448e-07	0	0	5.93860319337495e-14	7.43230976871567e-06	7.84641068856558e-06	5.436426957485e-17	2.93340198749872e-06
rs71623845	0	0	3.09160308580723e-08	3.87054772960612e-06	2.59182674048854e-06	6.33303307305432e-16	8.32100723464904e-06	0	0	2.37097742062039e-09	9.12926896378063e-09	2.38501864250113e-08	1.37028868144985e-22	3.51658818257294e-08	0	0	1.28805836422709e-13	3.75846401761503e-06	2.01885468157198e-05	2.21209572868623e-16	4.48599079744288e-06
rs353317	0	0	7.26565352092334e-05	0.039139235811394	0.00510659846080126	7.83548068271307e-13	0.0276845519853446	0	0	5.41545581799771e-09	8.97206815834817e-08	4.56703320360775e-08	1.64771693736325e-22	1.13710288078355e-07	0	0	6.04539858281028e-14	7.59012201544929e-06	7.94381733457245e-06	5.46583165530625e-17	2.980701078092e-06
rs353318	0	0	7.17569966218304e-05	0.0383811602995914	0.0051053610511377	7.95569655551083e-13	0.0274533008540252	0	0	5.24315764071699e-09	8.62514988926614e-08	4.47607390815611e-08	1.64007421495685e-22	1.10541450363704e-07	0	0	5.88274566588037e-14	7.33364830001514e-06	7.82509399974516e-06	5.46807396568704e-17	2.91233317639445e-06
rs11741358	0	0	2.75762572558717e-08	3.86234703634897e-06	2.47844784850499e-06	6.10639756041414e-16	7.85573278374435e-06	0	0	2.17180733693622e-09	9.35528787990822e-09	2.34211321616306e-08	1.35683700112696e-22	3.40937367182928e-08	0	0	1.09276933866229e-13	3.56722605565349e-06	1.83620111555128e-05	2.02870362851045e-16	4.02819559331254e-06
rs353325	0	0	0.000112656052294353	0.0196471203236749	0.0112082507091645	3.18747620865323e-12	0.025234356510652	0	0	2.32094440939301e-09	1.24488434003119e-08	2.77070426031361e-08	1.85273706634879e-22	2.86486638147444e-08	0	0	3.5306928815146e-14	1.43512747100085e-06	6.56735561025433e-06	8.37515235887588e-17	1.0233597144976e-06
rs164600	0	0	4.71416187436609e-05	0.0253201899006159	0.00341914525637655	5.2220209089155e-13	0.0181250048739497	0	0	5.58501639721763e-09	9.22585891323163e-08	4.86048535064229e-08	1.74548128280996e-22	1.18331404713748e-07	0	0	5.66169681553161e-14	7.08753531632711e-06	7.67727243734449e-06	5.25800597688155e-17	2.81676696487182e-06
rs351647	0	0	7.72580319458539e-05	0.0416939778506862	0.00541298598770856	8.2726681666445e-13	0.029407088709142	0	0	5.40877928078751e-09	8.97736408652259e-08	4.54710148439854e-08	1.634021818247e-22	1.13451326162375e-07	0	0	6.13499426682992e-14	7.71667147400721e-06	8.03627345332879e-06	5.50752498157768e-17	3.021713053823e-06
rs2112963	0	0	5.45997670022259e-06	0.000598697811191658	0.00106383875949817	1.17095570154108e-13	0.00121830259983826	0	0	3.99943820396145e-09	1.34876336381933e-08	9.3503127272892e-08	2.41994388482432e-22	4.91773700122963e-08	0	0	4.95702274127097e-14	1.26684637119407e-06	1.80573166608517e-05	8.91273386379684e-17	1.43125152229226e-06
rs34537060	0	0	2.96432206347669e-08	3.43647363974268e-06	2.39557594619441e-06	5.85932608615905e-16	7.3943989213416e-06	0	0	2.49895074386449e-09	8.90974378567564e-09	2.42317276397676e-08	1.3935950855494e-22	3.43508203286927e-08	0	0	1.27057003990668e-13	3.43298890871699e-06	1.91968711833276e-05	2.10552907691853e-16	4.10116053295488e-06
rs350061	0	0	6.11176831061156e-05	0.0111020304502175	0.00644542686724554	1.82510458059526e-12	0.0143018316414697	0	0	2.26077174486077e-09	1.26302555430559e-08	2.8607746269041e-08	1.90473349022829e-22	2.91530113978146e-08	0	0	3.15020939404082e-14	1.33370909734689e-06	6.21114271099636e-06	7.88679670109939e-17	9.53882475120974e-07
rs63184	0	0	8.42629940358595e-05	0.04545829805285	0.00590737210952843	9.03518766775727e-13	0.0320799223033583	0	0	5.32475501383073e-09	8.83478134625163e-08	4.47918704853746e-08	1.61085537575495e-22	1.11711524666017e-07	0	0	6.1992549878073e-14	7.7947455898941e-06	8.12539018007683e-06	5.57288578540806e-17	3.05398282376181e-06
rs63185	0	0	8.42524065733801e-05	0.0454419251468807	0.00590901634770881	9.04232169912114e-13	0.0320802093949511	0	0	5.31880916124791e-09	8.82284611034145e-08	4.47599312246545e-08	1.61052946815021e-22	1.11601803872334e-07	0	0	6.19389570535518e-14	7.78618027649788e-06	8.12164585145097e-06	5.57316471018866e-17	3.05175339600616e-06
rs63186	0	0	8.29769797386362e-05	0.0445907542794853	0.0058562907763343	9.03326621699187e-13	0.0316608698162059	0	0	5.23829215041061e-09	8.65758573564644e-08	4.43605427630846e-08	1.6089165946756e-22	1.10142990033344e-07	0	0	6.10013148999912e-14	7.6403376477311e-06	8.04917720475562e-06	5.56758343414962e-17	3.01186210453233e-06
rs350063	0	0	6.23979019867717e-05	0.0112946837818441	0.00636809586279473	1.79966171180263e-12	0.0143235474932943	0	0	2.30812764131383e-09	1.28494281368058e-08	2.82645159757457e-08	1.87818055469128e-22	2.91972772297461e-08	0	0	3.21619614843511e-14	1.35685292695326e-06	6.13662260324841e-06	7.77685081865863e-17	9.55330846980401e-07
rs2112964	0	0	0.000137233006036931	0.0709990594778867	0.00897771128485082	1.30889002313705e-12	0.0490845952065783	0	0	5.73159422542839e-09	9.11988463522677e-08	4.49908937431738e-08	1.54232765457892e-22	1.12970226750312e-07	0	0	7.35049537400494e-14	8.86332730497367e-06	8.99023304884323e-06	5.87762048634865e-17	3.4019969082844e-06
rs350064	0	0	5.04670790357206e-05	0.00898764339919069	0.00567011964357189	1.61024448291025e-12	0.0123091762793468	0	0	2.16512540930245e-09	1.18587963049691e-08	2.91883292407871e-08	1.94905159550634e-22	2.91008587978815e-08	0	0	3.00784281009405e-14	1.24847243872831e-06	6.31809967466067e-06	8.04598350907929e-17	9.49306877261196e-07
rs351649	0	0	2.53148787038592e-09	3.64351914486948e-07	1.13390172105059e-06	1.73109866291154e-16	2.87848510316744e-06	0	0	3.79911722706537e-09	1.68169715155821e-08	2.04185258364098e-07	7.32968470019543e-22	2.38052505434825e-07	0	0	2.27257198666121e-13	7.62340536533189e-06	0.000190311264815206	1.30287865819605e-15	3.34377043168923e-05
rs13178036	0	0	5.41325221486587e-07	0.000569065262911688	8.83273350703652e-05	2.38816433492803e-14	0.000399567498344278	0	0	1.1528964780355e-08	3.72746878531495e-07	2.25719616378631e-07	1.43500325736326e-21	4.68947399102331e-07	0	0	1.29561466731325e-10	0.0317443054345091	0.0395239193229919	4.79205896183337e-13	0.0123748065043197
rs68178937	0	0	2.14330389421993e-07	0.000205005324538483	3.53647769743144e-05	9.4752726969357e-15	0.000154047132994967	0	0	6.1122033333068e-09	1.79803884623254e-07	1.21011624112599e-07	7.62364011335953e-22	2.42085951183824e-07	0	0	2.8438733660672e-11	0.00633983275508766	0.00877293087570355	1.0540435857132e-13	0.00264490933592708
rs35402014	0	0	5.76469343870136e-08	1.1414098575557e-05	6.77658950793746e-06	1.74895526600305e-15	2.03004935403022e-05	0	0	6.16140417119063e-09	3.75201865763997e-08	8.69074057732042e-08	5.27398404062641e-22	1.1956718498923e-07	0	0	4.71136920634224e-12	0.000217419604090911	0.00103545060029996	1.19836736861842e-14	0.000214688206242526
rs350067	0	0	8.47812515166713e-08	4.82673389642251e-05	1.15859482070668e-05	2.75161430889607e-15	4.33169145722534e-05	0	0	4.08013195814015e-09	7.14410174722647e-08	6.69033854323307e-08	3.73610070138979e-22	1.14877196203063e-07	0	0	1.78577911769966e-11	0.00236955848703623	0.00456254102649651	4.85909989194527e-14	0.00118063621387089
rs72746146	0	0	6.66279642839082e-09	4.9993853886823e-06	1.15519005422879e-05	1.33349351767182e-15	1.60266261995799e-05	0	0	1.49667593699631e-09	3.45388392112586e-08	3.11362853648706e-07	8.45120758492835e-22	1.98387939346136e-07	0	0	2.23309688352204e-13	3.90529456709914e-05	0.000723855277830422	3.74698781817646e-15	6.95062403180711e-05
rs72746147	0	0	6.99446863497122e-09	5.10035186518006e-06	1.16956470875762e-05	1.35686958628458e-15	1.63081468592867e-05	0	0	1.53386388278269e-09	3.43994993433245e-08	3.07750293150486e-07	8.39511850234115e-22	1.97078221708549e-07	0	0	2.36431013018317e-13	4.01824130731094e-05	0.000739130721951299	3.84528182408653e-15	7.13320981449571e-05
rs72746148	0	0	6.91768068190711e-09	5.05392305733764e-06	1.15950413156958e-05	1.34475086363198e-15	1.61624569477601e-05	0	0	1.52626655436233e-09	3.42940195437628e-08	3.06961778521942e-07	8.37082642325453e-22	1.96507524202438e-07	0	0	2.33332638557321e-13	3.97310247072331e-05	0.000731197275219415	3.80274464879337e-15	7.05428547186184e-05
rs12521583	0	0	7.46224642442144e-09	5.42426117593707e-06	1.24279044897321e-05	1.44262313696409e-15	1.73388775096265e-05	0	0	1.57797244915877e-09	3.52768916507707e-08	3.15333319405501e-07	8.60675323292786e-22	2.02047152872652e-07	0	0	2.55517743682493e-13	4.32890673505928e-05	0.000795603467442931	4.14137656436024e-15	7.68250982799001e-05
rs7718961	0	0	7.89337531822368e-09	4.98050956936544e-06	1.08342341892168e-05	1.26529318022683e-15	1.65035243761966e-05	0	0	1.58571019192362e-09	3.0771929734248e-08	2.61156842354534e-07	7.17148112800315e-22	1.82700480658556e-07	0	0	2.38826079463683e-13	3.51219753983338e-05	0.000612864545487039	3.20959706635185e-15	6.46139607779693e-05
rs1478903	0	0	7.027168313678e-09	4.39840132072372e-06	9.54667811319126e-06	1.11664598502567e-15	1.45618904881261e-05	0	0	1.51182328285067e-09	2.91028429369003e-08	2.46442201083704e-07	6.77786338227352e-22	1.72639576095023e-07	0	0	2.08298360821858e-13	3.0386907853176e-05	0.000529060160249261	2.77498957777875e-15	5.58539543670059e-05
rs72746158	0	0	7.5370547359532e-09	4.16648750655631e-06	8.96995894121893e-06	1.08539612601928e-15	1.42414473028233e-05	0	0	1.57685670902746e-09	2.68089950115619e-08	2.25176540154148e-07	6.40671576077545e-22	1.64189966751039e-07	0	0	2.13603074685018e-13	2.7520864618025e-05	0.000475273465882703	2.57889968335024e-15	5.22264644343761e-05
rs72746159	0	0	7.90134016813362e-09	4.79556269650001e-06	1.03204120497577e-05	1.21430218435864e-15	1.58237350844288e-05	0	0	1.59576821380484e-09	2.97871198569577e-08	2.50096845289747e-07	6.91914537304385e-22	1.76108363299733e-07	0	0	2.38686630178831e-13	3.3763935842668e-05	0.000582869933945388	3.07534937548368e-15	6.18538883176125e-05
rs72746164	0	0	7.89695305048519e-09	4.814158037935e-06	1.03731231042084e-05	1.21946755637579e-15	1.58927335947676e-05	0	0	1.5943004546331e-09	2.98917159039752e-08	2.51282515895285e-07	6.9460434052351e-22	1.76811758764505e-07	0	0	2.38580183499109e-13	3.38985650644905e-05	0.000585910967076638	3.08876888596453e-15	6.21303906757587e-05
rs111864531	0	0	4.15808597604005e-09	7.89126142796392e-06	1.37218217021499e-05	1.46091805717291e-15	2.14821433411578e-05	0	0	9.71270671992724e-10	5.66908711286122e-08	3.84592408989219e-07	9.62784956376631e-22	2.76519871958732e-07	0	0	5.15404358004559e-14	2.27974993614004e-05	0.000317990156455363	1.51817148362558e-15	3.44558446220049e-05
rs72746174	0	0	4.71146366275017e-09	6.75698244920401e-06	1.11966717072022e-05	1.25355662472981e-15	1.81987047124737e-05	0	0	9.94299415545691e-10	4.38565048984028e-08	2.83525685137704e-07	7.46383315920349e-22	2.11642919224826e-07	0	0	5.81517928322213e-14	1.94377598875048e-05	0.000258370835927245	1.29715409245964e-15	2.90655409179018e-05
rs17822785	0	0	3.964700606837e-09	7.92041754971264e-06	1.33707568468069e-05	1.39486682592663e-15	2.02916912094028e-05	0	0	9.63200206457346e-10	5.91798876193298e-08	3.89766300124406e-07	9.56082884671304e-22	2.71660403382092e-07	0	0	4.79082241306161e-14	2.23066273566679e-05	0.000302066768414149	1.41309959549658e-15	3.17284304524688e-05
rs4957259	0	0	4.29763297031381e-09	8.36771830228911e-06	1.40664887134639e-05	1.4743538947405e-15	2.14246320756768e-05	0	0	9.72634364323726e-10	5.82434681109354e-08	3.81986588102189e-07	9.41409673602297e-22	2.6719946614962e-07	0	0	5.17404125309982e-14	2.34797665753478e-05	0.000316616504084022	1.48813611574631e-15	3.33767930179998e-05
rs1842077	0	0	4.29780559236653e-09	8.3803778035002e-06	1.4091169267584e-05	1.47654338577824e-15	2.14577916715317e-05	0	0	9.72673431908528e-10	5.83315845159638e-08	3.82656808002327e-07	9.42807715178708e-22	2.67613019403596e-07	0	0	5.17424907764606e-14	2.35152890586173e-05	0.000317172027990774	1.49034607408803e-15	3.34284513598326e-05
rs72746180	0	0	5.41349842496412e-09	8.28286737293905e-06	1.54357206247737e-05	1.8220602483668e-15	1.96401019028689e-05	0	0	1.07479077896628e-09	5.05762369806322e-08	3.67718053372936e-07	1.02062283011065e-21	2.14877815677681e-07	0	0	5.65188414764267e-14	2.01549675465358e-05	0.000301293268580567	1.59484441079013e-15	2.65332006852894e-05
rs4594900	0	0	3.76859433625024e-09	7.42247793703337e-06	1.25010331071096e-05	1.30752332102722e-15	1.90096111625459e-05	0	0	9.57427242697087e-10	5.79956197879803e-08	3.81078476932813e-07	9.37200392468775e-22	2.66134728296585e-07	0	0	4.56445779789062e-14	2.09529356758971e-05	0.00028307596289537	1.32769891312836e-15	2.97929636819444e-05
rs350044	0	0	9.2262211976797e-10	1.53724249469444e-06	1.8265412319523e-07	1.20572978999945e-15	6.43951339489035e-07	0	0	2.84976064544266e-07	1.46031582804259e-05	6.76949276181695e-06	1.05073002291397e-18	1.09607305049703e-05	0	0	1.39258545217926e-14	5.40787360071481e-06	5.15436007905536e-06	1.52576740797905e-15	1.25771346657505e-06
rs72748445	0	0	3.97411440937957e-09	6.13808927973083e-06	1.0363142599897e-05	1.21689003312156e-15	1.91656990970563e-05	0	0	9.8213031676828e-10	4.66532433617294e-08	3.07299852291391e-07	8.48470435164442e-22	2.61008916395554e-07	0	0	4.94879918365088e-14	1.78147128224605e-05	0.000241267165796398	1.27043119881543e-15	3.08826670610591e-05
rs1816094	0	0	9.03098214433348e-10	1.35212284458661e-06	1.89978797934438e-07	1.43746684720993e-15	6.13529598830806e-07	0	0	2.74204745278634e-07	1.26262976195174e-05	6.92129314577941e-06	1.23138667084275e-18	1.02654366878284e-05	0	0	1.35850807462334e-14	4.74055893741643e-06	5.3429321472228e-06	1.81286485149947e-15	1.19424499170091e-06
rs72748454	0	0	3.93847120382902e-09	7.64586066912404e-06	1.28468105732401e-05	1.3472408835388e-15	1.95750316205775e-05	0	0	9.61722263147084e-10	5.7420671085534e-08	3.76408516904934e-07	9.2816219935184e-22	2.63406443332436e-07	0	0	4.76039017721876e-14	2.15390931746896e-05	0.00029030698097275	1.36521320561544e-15	3.06159695228767e-05
rs1812445	0	0	3.93782122085909e-09	7.59536196756787e-06	1.27484463696514e-05	1.33850652200094e-15	1.9442775131197e-05	0	0	9.61563545954424e-10	5.70414241363955e-08	3.73526468961728e-07	9.22144786791127e-22	2.616267674601e-07	0	0	4.75960454939892e-14	2.13968336848702e-05	0.000288084186854566	1.35636232686035e-15	3.04091161840642e-05
rs189435	0	0	9.43475658190941e-10	8.53411951038923e-07	2.63598316647031e-07	3.79927926311013e-15	5.6404098385851e-07	0	0	1.18255310777369e-07	3.28979293293096e-06	3.9643748495409e-06	1.34353133417405e-18	3.89585282623167e-06	0	0	1.1916851489247e-14	2.51232434694162e-06	6.22473321498789e-06	4.02320716100274e-15	9.21875254340576e-07
rs143537112	0	0	1.70822149811013e-08	1.79519093560423e-06	1.8438341409098e-06	3.43093834641551e-16	4.30026287563722e-06	0	0	2.81194185500076e-09	9.0885099845165e-09	3.64188418676484e-08	1.59342525149407e-22	3.90084850815002e-08	0	0	2.02300276966263e-13	4.95506208422241e-06	4.08245521682635e-05	3.40647777001991e-16	6.58988700212685e-06
rs350054	0	0	0.998124356851387	2.65854897589025e-07	2.11736648123543e-07	5.68039477025453e-17	5.85253566216872e-07	0	0	0.966453165779703	7.91700125303026e-09	2.4599955352694e-08	1.55178413233105e-22	3.12278550487843e-08	0	0	0.999999997577831	0.062079208353363	0.396605435584631	4.77127243792215e-12	0.0758734937928624
rs1020360	0	0	8.64762634024322e-10	7.03264999621345e-07	2.56398958097904e-07	4.23518395167017e-15	5.03156971539529e-07	0	0	2.53539423930625e-07	6.34143399338434e-06	9.02000888559777e-06	3.5033013000601e-18	8.12931598321308e-06	0	0	1.29188235099373e-14	2.44867536906838e-06	7.16126242081003e-06	5.30442946587134e-15	9.7265811086297e-07
rs72748467	0	0	5.01905269732729e-09	1.00177699974995e-05	1.69088988250307e-05	1.76426168949294e-15	2.5664454562746e-05	0	0	9.97717746396652e-10	6.12458810879592e-08	4.03314088361606e-07	9.89476703611902e-22	2.81138230500797e-07	0	0	6.00209859605058e-14	2.79214896944108e-05	0.000378045417605228	1.76882441615493e-15	3.97140407607144e-05
rs11747419	0	0	8.5978860539652e-10	7.66292532708099e-07	2.42212557195772e-07	3.55782498813148e-15	5.12077369753864e-07	0	0	2.65533873181614e-07	7.27851409907731e-06	8.97567307521337e-06	3.10005539662193e-18	8.71496716741801e-06	0	0	1.29771271060156e-14	2.69567559093812e-06	6.83487869296795e-06	4.50206545984743e-15	1.00012233319877e-06
rs4957261	0	0	4.40108336794009e-09	8.91853008062477e-06	1.50909433560072e-05	1.57022581684977e-15	2.28565146779189e-05	0	0	9.77032587326879e-10	6.08923344806346e-08	4.01983260639386e-07	9.83486031046233e-22	2.79615593543492e-07	0	0	5.29329160003466e-14	2.50003256023925e-05	0.000339335968586713	1.58331996712569e-15	3.55718866333838e-05
rs4957262	0	0	3.77096860247884e-09	7.53785762720057e-06	1.27261785785527e-05	1.32747935826523e-15	1.93118635241702e-05	0	0	9.57894761986227e-10	5.88887995576653e-08	3.8788681815943e-07	9.5136963778017e-22	2.70327975737723e-07	0	0	4.56729980560176e-14	2.12784845224629e-05	0.00028817207924072	1.34795294463043e-15	3.02664480101635e-05
