n_requested	event_rate_target	odds_ratio_per_latent_sd	missing_rate	molecular_repeats	measurement_reliability_per_repeat	label_noise	alpha	n_simulated_cohorts	n_valid_fits	valid_fit_rate	median_usable_n_across_seeds	median_events_across_seeds	conclusive_probability	conclusive_probability_ci_low	conclusive_probability_ci_high	minimum_seed_probability	maximum_seed_probability
40	0.3	1.5	0.0	1	0.7	0.1	0.05	1500	1498	0.9986666666666667	40.0	14.0	0.09	0.0765454288549283	0.10554920433562054	0.08	0.098
40	0.3	1.5	0.0	2	0.7	0.1	0.05	1500	1499	0.9993333333333333	40.0	14.0	0.09733333333333333	0.08334562185385308	0.1133782130194664	0.088	0.108
40	0.3	1.5	0.2	1	0.7	0.1	0.05	1500	1492	0.9946666666666667	32.0	11.0	0.06933333333333333	0.057547868080283275	0.0833190149133664	0.05	0.084
40	0.3	1.5	0.2	2	0.7	0.1	0.05	1500	1486	0.9906666666666667	32.0	11.0	0.08266666666666667	0.06977397936285945	0.0976914521449187	0.068	0.09
40	0.3	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	40.0	14.0	0.18333333333333332	0.16456905657894022	0.20371541621050804	0.172	0.196
40	0.3	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	40.0	14.0	0.19666666666666666	0.17733747985131462	0.2175455414522621	0.194	0.198
40	0.3	2.0	0.2	1	0.7	0.1	0.05	1500	1492	0.9946666666666667	32.0	11.0	0.12666666666666668	0.11078327061550243	0.14445737098889977	0.11	0.136
40	0.3	2.0	0.2	2	0.7	0.1	0.05	1500	1489	0.9926666666666667	32.0	11.0	0.15866666666666668	0.1410519578690817	0.17802520016922885	0.142	0.17
60	0.15	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	60.0	13.0	0.03666666666666667	0.028277917491892006	0.04742252164214284	0.028	0.046
60	0.15	1.0	0.0	2	0.7	0.1	0.05	1500	1495	0.9966666666666667	60.0	13.0	0.051333333333333335	0.041267385200304804	0.06369145729927139	0.04	0.066
60	0.15	1.0	0.2	1	0.7	0.1	0.05	1500	1481	0.9873333333333333	48.0	10.0	0.04466666666666667	0.03532481507788357	0.05633475316462838	0.038	0.05
60	0.15	1.0	0.2	2	0.7	0.1	0.05	1500	1479	0.986	48.0	10.0	0.042	0.03296459689144124	0.05337526164824502	0.036	0.046
60	0.15	1.25	0.0	1	0.7	0.1	0.05	1500	1496	0.9973333333333333	60.0	13.0	0.051333333333333335	0.041267385200304804	0.06369145729927139	0.042	0.066
60	0.15	1.25	0.0	2	0.7	0.1	0.05	1500	1498	0.9986666666666667	60.0	13.0	0.062	0.050879262338555414	0.07535841897232357	0.052	0.068
60	0.15	1.25	0.2	1	0.7	0.1	0.05	1500	1484	0.9893333333333333	48.0	10.0	0.04	0.031201530510343935	0.05114854575222304	0.03	0.05
60	0.15	1.25	0.2	2	0.7	0.1	0.05	1500	1490	0.9933333333333333	48.0	10.0	0.03333333333333333	0.02537496605978659	0.04367583594571614	0.032	0.036
60	0.15	1.5	0.0	1	0.7	0.1	0.05	1500	1498	0.9986666666666667	60.0	13.0	0.07866666666666666	0.06609379622802347	0.09339207072551614	0.062	0.094
60	0.15	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	60.0	13.0	0.09066666666666667	0.07716248750222955	0.1062620731140257	0.068	0.106
60	0.15	1.5	0.2	1	0.7	0.1	0.05	1500	1485	0.99	48.0	10.0	0.07133333333333333	0.05937394629575595	0.08548271897501297	0.056	0.08
60	0.15	1.5	0.2	2	0.7	0.1	0.05	1500	1471	0.9806666666666667	48.0	11.0	0.07	0.05815622865824503	0.08404058176111108	0.068	0.072
60	0.15	2.0	0.0	1	0.7	0.1	0.05	1500	1495	0.9966666666666667	60.0	13.0	0.17466666666666666	0.15629008408609518	0.19470533216916958	0.17	0.182
60	0.15	2.0	0.0	2	0.7	0.1	0.05	1500	1499	0.9993333333333333	60.0	13.0	0.18866666666666668	0.16967197001696135	0.20925192217813834	0.18	0.198
60	0.15	2.0	0.2	1	0.7	0.1	0.05	1500	1488	0.992	48.0	11.0	0.13333333333333333	0.11706368213859258	0.15147623372287383	0.118	0.146
60	0.15	2.0	0.2	2	0.7	0.1	0.05	1500	1477	0.9846666666666667	48.0	11.0	0.146	0.1290348996727205	0.16477363727716796	0.124	0.172
60	0.3	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.038	0.029445029308207155	0.04891526467724054	0.03	0.042
60	0.3	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.044	0.03473379071821657	0.055595850098588945	0.04	0.05
60	0.3	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.04	0.031201530510343935	0.05114854575222304	0.026	0.06
60	0.3	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.042	0.03296459689144124	0.05337526164824502	0.04	0.046
60	0.3	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.06933333333333333	0.057547868080283275	0.0833190149133664	0.068	0.07
60	0.3	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.07266666666666667	0.06059296430671563	0.08692355581546618	0.07	0.074
60	0.3	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.054	0.04365935933562643	0.06661919286677545	0.046	0.058
60	0.3	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.048	0.03828904363175826	0.06002016173928581	0.04	0.062
60	0.3	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.13066666666666665	0.11454976201483218	0.1486704441438085	0.128	0.132
60	0.3	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.134	0.11769251934656333	0.1521773239406095	0.114	0.158
60	0.3	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.10533333333333333	0.09079344759501776	0.12188951638677883	0.096	0.114
60	0.3	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.114	0.0988931566673408	0.13107886384863932	0.096	0.128
60	0.3	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.2986666666666667	0.276043801518458	0.3223181159182018	0.274	0.318
60	0.3	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	60.0	20.0	0.32	0.29687896763584504	0.3440406274234203	0.314	0.324
60	0.3	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.238	0.2171353515943784	0.26020317010299665	0.204	0.268
60	0.3	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	48.0	16.0	0.258	0.2364959631162979	0.2807403813522699	0.234	0.282
80	0.15	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	17.0	0.03866666666666667	0.030029770987519036	0.049660450423635094	0.03	0.05
80	0.15	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	17.0	0.044	0.03473379071821657	0.055595850098588945	0.034	0.054
80	0.15	1.0	0.2	1	0.7	0.1	0.05	1500	1499	0.9993333333333333	64.0	14.0	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.028	0.058
80	0.15	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	14.0	0.04733333333333333	0.03769502441859292	0.059284253526744726	0.042	0.056
80	0.15	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	18.0	0.05733333333333333	0.04666002962225208	0.07026815970868193	0.044	0.066
80	0.15	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	17.0	0.06733333333333333	0.055724832625160745	0.08115226809136962	0.054	0.082
80	0.15	1.25	0.2	1	0.7	0.1	0.05	1500	1499	0.9993333333333333	64.0	14.0	0.05333333333333334	0.04306062753158088	0.0658879972451146	0.04	0.064
80	0.15	1.25	0.2	2	0.7	0.1	0.05	1500	1497	0.998	64.0	14.0	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.044	0.052
80	0.15	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	18.0	0.08733333333333333	0.07407958945830004	0.1026953340294231	0.078	0.102
80	0.15	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	17.5	0.1	0.0858249705381975	0.1162185740379477	0.094	0.108
80	0.15	1.5	0.2	1	0.7	0.1	0.05	1500	1497	0.998	64.0	14.0	0.09733333333333333	0.08334562185385308	0.1133782130194664	0.092	0.106
80	0.15	1.5	0.2	2	0.7	0.1	0.05	1500	1499	0.9993333333333333	64.0	14.0	0.09466666666666666	0.08086969103664647	0.11053443413384732	0.088	0.106
80	0.15	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	18.0	0.208	0.18821876399927095	0.229273023541315	0.194	0.228
80	0.15	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	17.0	0.242	0.22100243001505274	0.26431565623656084	0.226	0.268
80	0.15	2.0	0.2	1	0.7	0.1	0.05	1500	1498	0.9986666666666667	64.0	14.0	0.174	0.15565394194727064	0.19401154688228764	0.166	0.188
80	0.15	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	14.0	0.20933333333333334	0.18950053271223888	0.23065110967976	0.198	0.22
80	0.3	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.044	0.03473379071821657	0.055595850098588945	0.036	0.052
80	0.3	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.042	0.05
80	0.3	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.04066666666666666	0.031788512536601546	0.05189149115167184	0.03	0.046
80	0.3	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.05266666666666667	0.042462382108623964	0.06515631524236508	0.04	0.072
80	0.3	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.07	0.05815622865824503	0.08404058176111108	0.058	0.082
80	0.3	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.07666666666666666	0.06425750173494678	0.09123858294147354	0.072	0.08
80	0.3	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.06666666666666667	0.05511785167024167	0.0804293216205823	0.058	0.076
80	0.3	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.07133333333333333	0.05937394629575595	0.08548271897501297	0.054	0.088
80	0.3	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.16	0.14231938807667077	0.17941762481305262	0.15	0.17
80	0.3	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.18733333333333332	0.16839567413168505	0.20786836321200175	0.18	0.2
80	0.3	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.13	0.1139216437537978	0.14796863497913648	0.114	0.144
80	0.3	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.15333333333333332	0.13598686321212222	0.1724508754205369	0.148	0.158
80	0.3	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.37066666666666664	0.34658416236871314	0.39540991704424044	0.334	0.416
80	0.3	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	80.0	27.0	0.4533333333333333	0.42829187818844594	0.47861320201210433	0.448	0.46
80	0.3	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.29933333333333334	0.2766940136115323	0.32299783125083387	0.29	0.306
80	0.3	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	64.0	22.0	0.364	0.3400270074743273	0.38866779768156207	0.352	0.372
120	0.15	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.038	0.052
120	0.15	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.048666666666666664	0.03888362661591451	0.06075550618083598	0.042	0.062
120	0.15	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.03666666666666667	0.028277917491892006	0.04742252164214284	0.022	0.056
120	0.15	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	97.0	21.0	0.046	0.03650872245690122	0.05781070063702358	0.04	0.05
120	0.15	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.056	0.04545839056668995	0.06880994391283121	0.054	0.06
120	0.15	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.066	0.0545112274826468	0.07970601838247074	0.058	0.078
120	0.15	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.059333333333333335	0.04846576891093947	0.07245220269711383	0.034	0.074
120	0.15	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.06533333333333333	0.05390496504223255	0.07898235339717855	0.052	0.076
120	0.15	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.11866666666666667	0.10326688365908077	0.13601462883684434	0.116	0.122
120	0.15	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.15733333333333333	0.13978498551865226	0.17663231766824544	0.134	0.174
120	0.15	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.112	0.09702127945789121	0.12896095878096964	0.096	0.13
120	0.15	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.138	0.1214684747147495	0.15638093312666188	0.116	0.154
120	0.15	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.2853333333333333	0.2630519744278739	0.3087113944946573	0.27	0.294
120	0.15	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	26.0	0.348	0.3243104648280361	0.372466082110899	0.322	0.37
120	0.15	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.25466666666666665	0.23326489014764032	0.2773218171923953	0.232	0.266
120	0.15	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	21.0	0.29933333333333334	0.2766940136115323	0.32299783125083387	0.288	0.314
120	0.3	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.032	0.058
120	0.3	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.05	0.040074440990789065	0.062224546657374286	0.046	0.054
120	0.3	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	33.0	0.04733333333333333	0.03769502441859292	0.059284253526744726	0.038	0.058
120	0.3	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	33.0	0.043333333333333335	0.03414340356776986	0.054856309823329244	0.04	0.048
120	0.3	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.10266666666666667	0.08830761670173384	0.11905563757723706	0.098	0.106
120	0.3	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.102	0.08768665231219414	0.11834667454107031	0.088	0.114
120	0.3	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	32.0	0.086	0.07284814125711198	0.10126692737919829	0.084	0.088
120	0.3	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	32.5	0.09666666666666666	0.08272631384372563	0.11266759360388744	0.086	0.106
120	0.3	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.23533333333333334	0.2145587450307104	0.25746006696383905	0.226	0.248
120	0.3	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.278	0.25591677015044056	0.30121739708932005	0.248	0.302
120	0.3	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	33.0	0.20066666666666666	0.18117507893084087	0.22168750692697445	0.17	0.216
120	0.3	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	33.0	0.23066666666666666	0.2100525128118286	0.2526568072027758	0.222	0.246
120	0.3	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.5433333333333333	0.5180467941893838	0.5683984884815338	0.518	0.57
120	0.3	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	120.0	41.0	0.59	0.5649111059889158	0.6146290964814514	0.584	0.594
120	0.3	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	96.0	33.0	0.44666666666666666	0.4216760188810832	0.47192978706240285	0.442	0.456
120	0.3	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	96.0	32.5	0.5166666666666667	0.4913674119529198	0.541880773689741	0.506	0.53
160	0.15	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.04	0.052
160	0.15	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.04066666666666666	0.031788512536601546	0.05189149115167184	0.034	0.05
160	0.15	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.048	0.03828904363175826	0.06002016173928581	0.04	0.054
160	0.15	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.05	0.040074440990789065	0.062224546657374286	0.042	0.062
160	0.15	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	35.5	0.07933333333333334	0.06670646762987423	0.09410932674937181	0.062	0.096
160	0.15	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.088	0.07469568518530124	0.10340916572812829	0.082	0.098
160	0.15	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.06333333333333334	0.05208839990254764	0.07680913625974421	0.06	0.07
160	0.15	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.07266666666666667	0.06059296430671563	0.08692355581546618	0.062	0.082
160	0.15	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	36.0	0.17	0.1518392582938526	0.18984666598146718	0.168	0.172
160	0.15	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.184	0.16520658741142413	0.20440781280373055	0.172	0.196
160	0.15	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.5	28.0	0.14533333333333334	0.12840364953043876	0.16407495999374333	0.136	0.152
160	0.15	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.15666666666666668	0.13915167250781033	0.17593570325338095	0.15	0.168
160	0.15	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.41133333333333333	0.3866886257291671	0.43643102665187833	0.398	0.434
160	0.15	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	35.0	0.44333333333333336	0.41836979748760333	0.46858637132735065	0.418	0.494
160	0.15	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.32466666666666666	0.3014442978053709	0.3487847892338393	0.304	0.34
160	0.15	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	28.0	0.3446666666666667	0.32103991059482695	0.3690869992155761	0.34	0.352
160	0.3	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.032	0.056
160	0.3	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	55.0	0.03866666666666667	0.030029770987519036	0.049660450423635094	0.028	0.05
160	0.3	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.04466666666666667	0.03532481507788357	0.05633475316462838	0.042	0.048
160	0.3	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	44.0	0.04733333333333333	0.03769502441859292	0.059284253526744726	0.036	0.054
160	0.3	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	55.0	0.138	0.1214684747147495	0.15638093312666188	0.13	0.146
160	0.3	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.14733333333333334	0.13029777946174115	0.1661706123395602	0.14	0.16
160	0.3	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.10666666666666667	0.09203752400499667	0.1233052948282128	0.104	0.112
160	0.3	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.106	0.09141539039239177	0.12259750101511124	0.086	0.122
160	0.3	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.2926666666666667	0.2701945336573767	0.3161980369479252	0.274	0.308
160	0.3	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.3606666666666667	0.3367503116261797	0.3852948564011776	0.34	0.372
160	0.3	1.5	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.21933333333333332	0.1991242278062118	0.24097632597138335	0.208	0.236
160	0.3	1.5	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.294	0.27149395800070997	0.3175584674560048	0.282	0.314
160	0.3	2.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.6653333333333333	0.6410581100348438	0.6887638915403496	0.65	0.692
160	0.3	2.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	160.0	54.0	0.7406666666666667	0.7178926617459986	0.7622111389340207	0.728	0.764
160	0.3	2.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	128.0	43.0	0.584	0.5588729879930964	0.608697867645913	0.58	0.59
160	0.3	2.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	128.0	44.0	0.6446666666666667	0.6201044826097947	0.6684897687684995	0.62	0.678
240	0.15	1.0	0.0	1	0.7	0.1	0.05	1500	1500	1.0	240.0	53.0	0.05266666666666667	0.042462382108623964	0.06515631524236508	0.036	0.072
240	0.15	1.0	0.0	2	0.7	0.1	0.05	1500	1500	1.0	240.0	52.0	0.044	0.03473379071821657	0.055595850098588945	0.036	0.048
240	0.15	1.0	0.2	1	0.7	0.1	0.05	1500	1500	1.0	192.0	42.0	0.051333333333333335	0.041267385200304804	0.06369145729927139	0.042	0.06
240	0.15	1.0	0.2	2	0.7	0.1	0.05	1500	1500	1.0	192.0	42.0	0.048666666666666664	0.03888362661591451	0.06075550618083598	0.044	0.056
240	0.15	1.25	0.0	1	0.7	0.1	0.05	1500	1500	1.0	240.0	52.0	0.10666666666666667	0.09203752400499667	0.1233052948282128	0.09	0.124
240	0.15	1.25	0.0	2	0.7	0.1	0.05	1500	1500	1.0	240.0	53.0	0.12333333333333334	0.10764868587624844	0.14094231859962164	0.114	0.138
240	0.15	1.25	0.2	1	0.7	0.1	0.05	1500	1500	1.0	192.0	42.0	0.07466666666666667	0.06242385862064807	0.089082443778653	0.068	0.084
240	0.15	1.25	0.2	2	0.7	0.1	0.05	1500	1500	1.0	192.0	41.0	0.10466666666666667	0.09017169720122808	0.12118133935486208	0.1	0.112
240	0.15	1.5	0.0	1	0.7	0.1	0.05	1500	1500	1.0	240.0	52.0	0.262	0.24037545318970419	0.2848404558331022	0.248	0.278
240	0.15	1.5	0.0	2	0.7	0.1	0.05	1500	1500	1.0	240.0	53.0	0.26866666666666666	0.2468465178469807	0.2916686654328899	0.244	0.282
