path	front	status	evidence_class	allowed_interpretation	latest_commit	contains_synthetic_marker	exists
analysis/v45_gse228330_pharmacodynamic_runbook/gse228330_draft_pharmacodynamic_metadata_unverified.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	818fedf	False	True
analysis/v45_gse228330_pharmacodynamic_runbook/gse228330_subtype_timepoint_counts.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	818fedf	False	True
analysis/v45_gse228330_pharmacodynamic_runbook/gse228330_timepoint_counts.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	818fedf	False	True
analysis/v45_gse228330_pharmacodynamic_runbook/summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	818fedf	False	True
analysis/v45_karolinska_access/karolinska_geo_series_summary.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/karolinska_pubmed_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/karolinska_request_checklist.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/raw_public_metadata/GSE130478.soft.txt	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/raw_public_metadata/GSE130491.soft.txt	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/raw_public_metadata/GSE130494.soft.txt	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_karolinska_access/summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
analysis/v45_live_cohort_acquisition_index/live_cohort_acquisition_index.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	8aa9129	False	True
analysis/v45_outbound_data_requests/email_packet_manifest.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	b15c396	False	True
analysis/v45_outbound_data_requests/request_tracker.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	61a958e	False	True
analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_integrity_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	1b65d07	False	True
analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_issues.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	1b65d07	False	True
analysis/v45_outbound_request_packet_integrity/live/outbound_request_packet_manifest.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	1b65d07	False	True
analysis/v45_response_column_audit/gse228330_public_draft/response_column_audit.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	f9c7e16	False	True
analysis/v45_response_column_audit/gse228330_public_draft/response_column_audit_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	f9c7e16	False	True
analysis/v45_route_analyzable_pair_calculator/gse228330_context_no_labels/analyzable_pair_issues.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_analyzable_pair_calculator/gse228330_context_no_labels/analyzable_pair_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_analyzable_pair_calculator/gse228330_context_no_labels/subject_pair_completeness.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_analyzable_pair_calculator/karolinska_small_secondary/analyzable_pair_issues.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_analyzable_pair_calculator/karolinska_small_secondary/analyzable_pair_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_analyzable_pair_calculator/karolinska_small_secondary/subject_pair_completeness.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	96db7b9	False	True
analysis/v45_route_arrival_packets/gse228330_ocrelizumab_pbmc_arrival_packet.md	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	6334bbf	False	True
analysis/v45_route_arrival_packets/karolinska_dmf_ros_2019_arrival_packet.md	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	6334bbf	False	True
analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan.md	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d912787	False	True
analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d912787	False	True
analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d912787	False	True
analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan.md	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d92a6c6	False	True
analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d92a6c6	False	True
analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d92a6c6	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/gse228330_context_no_labels/analyzable_pair_issues.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/gse228330_context_no_labels/analyzable_pair_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/gse228330_context_no_labels/subject_pair_completeness.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/karolinska_small_secondary/analyzable_pair_issues.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/karolinska_small_secondary/analyzable_pair_summary.json	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/karolinska_small_secondary/subject_pair_completeness.tsv	cohort_dependence	generated_output	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	56c80ff	False	True
docs/validation/GSE228330_OUTCOME_LABEL_ADDENDUM_TEMPLATE_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	01905ec	False	True
docs/validation/GSE228330_OUTCOME_SCOUT_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	d91323e	False	True
docs/validation/GSE228330_PHARMACODYNAMIC_RUNBOOK_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	818fedf	False	True
docs/validation/KAROLINSKA_DMF_LABEL_REQUEST_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	fb9bf15	False	True
docs/validation/KAROLINSKA_PREREGISTRATION_TEMPLATE_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	01905ec	False	True
docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	8aa9129	False	True
docs/validation/OUTBOUND_DATA_REQUEST_TRACKER_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	ebf4946	False	True
docs/validation/OUTBOUND_REQUEST_PACKET_INTEGRITY_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	1b65d07	False	True
docs/validation/input_schemas/V45_gse228330_outcome_addendum_template.tsv	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	10631e7	False	True
docs/validation/outbound_requests/README_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	b15c396	False	True
docs/validation/outbound_requests/author_run_fallback_ready_to_send_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	61a958e	False	True
docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	b15c396	False	True
docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	b15c396	False	True
docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md	cohort_dependence	documentation	public_or_external_acquisition_operations	cohort availability/request readiness; no validation claim	b15c396	False	True
scripts/v45_gse228330_outcome_scout.py	cohort_dependence	executable	software	executable infrastructure; no biological claim by itself	d91323e	False	True
scripts/v45_karolinska_access_package.py	cohort_dependence	executable	software	executable infrastructure; no biological claim by itself	fb9bf15	False	True
scripts/v45_outbound_request_packet_integrity.py	cohort_dependence	executable	software	executable infrastructure; no biological claim by itself	1b65d07	False	True
scripts/v45_prepare_gse228330_pharmacodynamic_runbook.py	cohort_dependence	executable	software	executable infrastructure; no biological claim by itself	818fedf	False	True
analysis/v45_followup_message_templates/synthetic_overdue/gse228330_ocrelizumab_pbmc_not_sent_ready_draft.md	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	ca6bc09	True	True
analysis/v45_followup_message_templates/synthetic_overdue/karolinska_dmf_ros_gse130478_gse130491_gse130494_not_sent_ready_draft.md	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	ca6bc09	True	True
analysis/v45_outbound_request_packet_integrity/synthetic_missing_packet/outbound_request_packet_integrity_summary.json	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	1b65d07	True	True
analysis/v45_outbound_request_packet_integrity/synthetic_missing_packet/outbound_request_packet_issues.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	1b65d07	True	True
analysis/v45_outbound_request_packet_integrity/synthetic_missing_packet/outbound_request_packet_manifest.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	1b65d07	True	True
analysis/v45_regression_aggregator/response_column/gse228330_public_draft/response_column_audit.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	777811c	False	True
analysis/v45_regression_aggregator/response_column/gse228330_public_draft/response_column_audit_summary.json	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	777811c	False	True
analysis/v45_route_analyzable_pair_calculator/synthetic/gse228330_context_no_labels_metadata.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	96db7b9	True	True
analysis/v45_route_analyzable_pair_calculator/synthetic/karolinska_small_secondary_metadata.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	96db7b9	True	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/synthetic/gse228330_context_no_labels_metadata.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	56c80ff	True	True
analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator/synthetic/karolinska_small_secondary_metadata.tsv	cohort_dependence	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	56c80ff	True	True
analysis/v45_convergence_family_jackknife/leave_one_source_family_out.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	64c6c5c	False	True
analysis/v45_convergence_family_jackknife/summary.json	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	64c6c5c	False	True
analysis/v45_convergence_no_readiness/all_source_files_audited.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/convergence_no_readiness_null_summary.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/excluded_readiness_rows.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/modality_source_family_collapsed_no_readiness_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/source_family_collapsed_no_readiness_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/source_file_weighted_recurrence_no_readiness.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/summary.json	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_readiness/target_source_family_breakdown_no_readiness.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
analysis/v45_convergence_no_reports/convergence_no_reports_null_summary.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/excluded_report_rows.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/modality_source_family_collapsed_no_reports_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/source_family_collapsed_no_reports_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/source_file_weighted_recurrence_no_reports.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/summary.json	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_no_reports/target_source_family_breakdown_no_reports.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
analysis/v45_convergence_sensitivity/convergence_sensitivity_null_summary.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
analysis/v45_convergence_sensitivity/modality_source_family_collapsed_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
analysis/v45_convergence_sensitivity/source_family_collapsed_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
analysis/v45_convergence_sensitivity/source_file_weighted_recurrence.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
analysis/v45_convergence_sensitivity/summary.json	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
analysis/v45_convergence_sensitivity/target_source_family_breakdown.tsv	data_free_validation	generated_output	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
docs/validation/APC_HLA_CONVERGENCE_SENSITIVITY_V45.md	data_free_validation	documentation	internal_convergence_null	data-free internal support; not clinical validation	69cd017	False	True
docs/validation/APC_HLA_FAMILY_JACKKNIFE_V45.md	data_free_validation	documentation	internal_convergence_null	data-free internal support; not clinical validation	64c6c5c	False	True
docs/validation/APC_HLA_NO_READINESS_CONVERGENCE_V45.md	data_free_validation	documentation	internal_convergence_null	data-free internal support; not clinical validation	1b25579	False	True
docs/validation/APC_HLA_NO_REPORTS_CONVERGENCE_V45.md	data_free_validation	documentation	internal_convergence_null	data-free internal support; not clinical validation	eea444c	False	True
scripts/v45_convergence_no_readiness.py	data_free_validation	executable	software	executable infrastructure; no biological claim by itself	1b25579	False	True
scripts/v45_convergence_no_reports.py	data_free_validation	executable	software	executable infrastructure; no biological claim by itself	eea444c	False	True
scripts/v45_convergence_sensitivity.py	data_free_validation	executable	software	executable infrastructure; no biological claim by itself	69cd017	False	True
scripts/v45_leave_one_family_convergence.py	data_free_validation	executable	software	executable infrastructure; no biological claim by itself	64c6c5c	False	True
scripts/v45_external_blocker_board.py	external_account	executable	software	executable infrastructure; no biological claim by itself	79facb6	False	True
scripts/v45_external_blocker_escalation_matrix.py	external_account	executable	software	executable infrastructure; no biological claim by itself	5a86e12	False	True
scripts/v45_external_report_evidence_manifest.py	external_account	executable	software	executable infrastructure; no biological claim by itself	6216a2a	False	True
scripts/v46_external_blocker_aging_audit.py	external_account	executable	software	executable infrastructure; no biological claim by itself	9ff40df	False	True
analysis/v45_external_blocker_board/external_blocker_board.tsv	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	79facb6	False	True
analysis/v45_external_blocker_board/external_blocker_board_summary.json	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	79facb6	False	True
analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_matrix.tsv	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	5a86e12	False	True
analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_summary.json	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	5a86e12	False	True
analysis/v45_external_report_evidence_manifest/external_report_evidence_manifest.tsv	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	6216a2a	False	True
analysis/v45_external_report_evidence_manifest/external_report_evidence_manifest_summary.json	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	6216a2a	False	True
analysis/v46_external_blocker_aging_audit/live/external_blocker_aging_audit.tsv	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	9ff40df	False	True
analysis/v46_external_blocker_aging_audit/live/external_blocker_aging_audit_summary.json	external_account	generated_output	synthesis_documentation	external framing/checklist; no new analysis	f911f8c	False	True
docs/reports/EXTERNAL_ACCOUNT_DRAFT_V44.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	6216a2a	False	True
docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	6216a2a	False	True
docs/reports/EXTERNAL_REPORT_EVIDENCE_MANIFEST_V45.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	6216a2a	False	True
docs/validation/EXTERNAL_BLOCKER_AGING_AUDIT_V46.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	9ff40df	False	True
docs/validation/EXTERNAL_BLOCKER_BOARD_V45.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	9ff40df	False	True
docs/validation/EXTERNAL_BLOCKER_ESCALATION_MATRIX_V45.md	external_account	documentation	synthesis_documentation	external framing/checklist; no new analysis	5a86e12	False	True
analysis/v46_external_blocker_aging_audit/external_blocker_aging_synthetic_expectations.tsv	external_account	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	9ff40df	True	True
analysis/v46_external_blocker_aging_audit/external_blocker_aging_synthetic_summary.json	external_account	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	9ff40df	True	True
analysis/v46_external_blocker_aging_audit/synthetic/synthetic_sent_log.tsv	external_account	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	9ff40df	True	True
analysis/v46_external_blocker_aging_audit/synthetic_audit/external_blocker_aging_audit.tsv	external_account	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	9ff40df	True	True
analysis/v46_external_blocker_aging_audit/synthetic_audit/external_blocker_aging_audit_summary.json	external_account	generated_output	synthetic_method_behavior	method behavior/planning only; never biological evidence	9ff40df	True	True
analysis/v45_array_processing_readiness/array_cohort_processing_requirements.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	8a7942e	False	True
analysis/v45_array_processing_readiness/local_tool_readiness.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	8a7942e	False	True
analysis/v45_array_processing_readiness/r_package_readiness.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	8a7942e	False	True
analysis/v45_array_processing_readiness/summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	8a7942e	False	True
analysis/v45_artifact_index/front_class_summary.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	f911f8c	False	True
analysis/v45_artifact_index/summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	f911f8c	False	True
analysis/v45_artifact_index/v45_artifact_index.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	f911f8c	False	True
analysis/v45_author_run_bundle_dryrun_manifest/live/author_run_bundle_dryrun_manifest.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	7d54571	False	True
analysis/v45_author_run_bundle_dryrun_manifest/live/author_run_bundle_dryrun_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	7d54571	False	True
analysis/v45_author_run_bundle_dryrun_manifest/live/author_run_bundle_dryrun_violations.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	7d54571	False	True
analysis/v45_author_run_output_check/author_run_output_check.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	affed4b	False	True
analysis/v45_author_run_output_check/author_run_output_check_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	affed4b	False	True
analysis/v45_author_run_output_check_incomplete/author_run_output_check.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	affed4b	False	True
analysis/v45_author_run_output_check_incomplete/author_run_output_check_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	affed4b	False	True
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	40ad697	False	True
analysis/v45_author_run_packet_checksums/verify/author_run_packet_checksum_verify.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	ce8238c	False	True
analysis/v45_author_run_packet_checksums/verify/author_run_packet_checksum_verify_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	ce8238c	False	True
analysis/v45_author_run_packet_checksums/write/author_run_packet_checksum_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	ce8238c	False	True
analysis/v45_author_run_packet_checksums/write/author_run_packet_sha256_manifest.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	ce8238c	False	True
analysis/v45_author_run_redaction_precheck/complete_fixture/author_run_redaction_precheck.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	dd4bc2d	False	True
analysis/v45_author_run_redaction_precheck/complete_fixture/author_run_redaction_precheck_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	dd4bc2d	False	True
analysis/v45_author_run_redaction_precheck/risky_fixture/author_run_redaction_precheck.tsv	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	dd4bc2d	False	True
analysis/v45_author_run_redaction_precheck/risky_fixture/author_run_redaction_precheck_summary.json	infrastructure	generated_output	documentation_or_governance	governance/readiness documentation	dd4bc2d	False	True
