analysis	disease_name	compartment	gene	candidate_class	present
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DMB	hla_ii_loading_editing	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DOA	hla_ii_loading_editing	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DOB	hla_ii_loading_editing	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DPA1	state_markers_positive_controls	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DPB1	state_markers_positive_controls	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DRA	state_markers_positive_controls	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	HLA-DRB1	state_markers_positive_controls	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	IFI30	hla_ii_loading_editing	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	IGF2R	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	IRF5	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	ITGAM	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	ITGAX	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LAMP1	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LAMP2	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LAMP3	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LAPTM5	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LGALS1	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LGALS3	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LGALS8	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LGALS9	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LIPA	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	LRP1	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	M6PR	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	MARCO	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	MERTK	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	MIF	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	MRC1	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	MSR1	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	NPC1	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	NPC2	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	PDCD1LG2	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	RAB11A	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	RAB5A	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	RAB7A	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	state_markers_positive_controls	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SCARB1	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SCARB2	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SIGLEC1	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SIGLEC10	glycan_checkpoint_surface	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SNX10	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SNX5	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	SORT1	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	TASL	failed_or_crowded_comparators	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	TCIRG1	lysosome_endosome_lipid	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	failed_or_crowded_comparators	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	TREM2	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	TYROBP	uptake_complement_phagocytosis	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	VAMP3	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	VAMP7	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	VPS26A	trafficking_sorting	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	VPS35	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	AP1S2	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	AP2M1	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ATP6V0D2	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ATP6V1B2	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	AXL	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	C1QA	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	C1QB	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	C1QC	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	C3AR1	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	C5AR1	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CALR	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CD274	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CD44	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CD74	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CD83	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CD86	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CIITA	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CST3	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CSTA	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CSTB	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSB	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSD	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSH	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSL	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSS	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CTSZ	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	CXorf21	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	EEA1	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	FCGR2A	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	FCGR2B	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	FCGR3A	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	GPR65	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	GSK3A	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	GSK3B	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HGS	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DMA	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DMB	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DOA	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DOB	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DPA1	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DPB1	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DRA	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	HLA-DRB1	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	IFI30	hla_ii_loading_editing	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	IGF2R	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	IRF5	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ITGAM	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	ITGAX	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAMP1	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAMP2	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAMP3	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LAPTM5	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LGALS1	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LGALS3	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LGALS8	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LGALS9	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LIPA	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	LRP1	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	M6PR	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MARCO	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MERTK	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MIF	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MRC1	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	MSR1	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NPC1	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	NPC2	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PDCD1LG2	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	PTPN2	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB11A	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB5A	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RAB7A	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	RFX5	state_markers_positive_controls	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SCARB1	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SCARB2	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SH2B3	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SIGLEC1	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SIGLEC10	glycan_checkpoint_surface	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SLC15A4	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SNX10	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SNX5	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	SORT1	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TASL	failed_or_crowded_comparators	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TCIRG1	lysosome_endosome_lipid	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TNFAIP3	failed_or_crowded_comparators	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TREM2	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	TYROBP	uptake_complement_phagocytosis	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	VAMP3	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	VAMP7	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	VPS26A	trafficking_sorting	True
ibd_uc_myeloid	ulcerative colitis	colon myeloid	VPS35	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	AP1S2	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	AP2M1	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	ATP6V0D2	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	ATP6V1B2	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	AXL	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QA	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QB	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QC	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	C3AR1	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	C5AR1	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CALR	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD274	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD44	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD74	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD83	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD86	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CIITA	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CST3	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CSTA	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CSTB	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSB	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSD	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSH	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSL	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSS	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSZ	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXorf21	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	EEA1	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	FCGR2A	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	FCGR2B	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	FCGR3A	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	GPR65	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	GSK3A	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	GSK3B	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HGS	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DMA	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DMB	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DOA	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DOB	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPA1	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPB1	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRA	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRB1	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFI30	hla_ii_loading_editing	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	IGF2R	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	IRF5	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	ITGAM	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	ITGAX	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP1	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP2	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP3	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAPTM5	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LGALS1	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LGALS3	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LGALS8	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LGALS9	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LIPA	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	LRP1	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	M6PR	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	MARCO	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	MERTK	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	MIF	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	MRC1	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	MSR1	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	NPC1	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	NPC2	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	PDCD1LG2	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	PTPN2	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB11A	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB5A	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	RAB7A	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	RFX5	state_markers_positive_controls	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SCARB1	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SCARB2	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SH2B3	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SIGLEC1	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SIGLEC10	glycan_checkpoint_surface	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLC15A4	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SNX10	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SNX5	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	SORT1	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	TASL	failed_or_crowded_comparators	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	TCIRG1	lysosome_endosome_lipid	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	TNFAIP3	failed_or_crowded_comparators	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	TREM2	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	TYROBP	uptake_complement_phagocytosis	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	VAMP3	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	VAMP7	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	VPS26A	trafficking_sorting	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	VPS35	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	AP1S2	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	AP2M1	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ATP6V0D2	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ATP6V1B2	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	AXL	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C1QA	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C1QB	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C1QC	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C3AR1	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C5AR1	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CALR	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD274	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD44	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD74	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD83	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD86	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CIITA	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CST3	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CSTA	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CSTB	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSB	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSD	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSH	hla_ii_loading_editing	True
