snp	chr	position	z1	p1	pip1	z2	p2	pip2	SNP.PP.H4.abf
rs2809338	1	200606935	1.70027194413741	0.08908	0.0176223351723979	3.08608333333333	0.002054	0.0345436940974559	7.17911478171321e-15
rs4512680	1	200421747	2.89562400275993	0.00378399	0.0339287207820657	0.90763025210084	0.3644	0.0139757086153185	4.70057997409298e-15
rs35247298	1	200690367	2.38996949751164	0.01685	0.0338283739522344	1.79356270810211	0.0726892	0.0235306733131547	5.10980900147954e-15
rs114003055	1	200491373	-0.478633539875114	0.632199	0.0166663403197965	2.70404118404118	0.006871	0.0337614175880604	1.88165676620692e-15
rs2808244	1	200589831	2.48185421826228	0.0130701	0.033292892256524	1.85187749287749	0.0641697	0.0204550719733996	3.02729883240154e-15
rs12047921	1	200642094	0.345392705578449	0.7298	0.0155692426449379	-3.45308018867925	0.000558406	0.0326748170073787	1.60565268303004e-15
rs41267503	1	201035488	-1.13589561334513	0.256	0.014867614798685	-3.34466101694915	0.000823702	0.032612550564456	3.96687128019581e-14
rs12750815	1	200624809	-2.63574401519596	0.00839499	0.0325488333227418	1.14169126213592	0.254	0.0168679154335938	2.86866248419639e-15
rs12045112	1	200868061	4.47690760258097	7.57304e-06	0.0319252083527201	4.03960431654676	5.50199e-05	0.0256246826400317	1.01175411485881e-10
rs7415038	1	201038687	-0.41437542131505	0.6786	0.0318619521582318	-2.99539534883721	0.00276503	0.0139136893655096	3.06386977313912e-15
rs10920074	1	200912727	-6.38455954331973	1.71902e-10	0.0316190086647153	-5.57635593220339	2.53e-08	0.0136917890012173	7.09160665721899e-05
rs28608585	1	200641948	0.347255397475306	0.7284	0.0155746766683751	-3.41253811659193	0.000659402	0.0315768837164355	1.47248587545445e-15
rs12030637	1	200408182	2.84839478956884	0.004394	0.031115442022807	1.20558870967742	0.2287	0.0146727215236497	4.5773860282349e-15
rs61824928	1	200410773	2.85291331122691	0.00433202	0.0308445249528015	1.18562096774194	0.237	0.0145264659471708	4.52402207372271e-15
rs6666661	1	200409515	2.84221854901416	0.00448002	0.0306149244016612	1.10491935483871	0.2694	0.0142542574387393	4.10060655055833e-15
rs11576960	1	200441048	2.26357495396272	0.0235999	0.0252587081160429	2.43069791666667	0.01494	0.0303200172059175	9.96187937171904e-15
rs35964838	1	200858538	-3.06468722870374	0.00217901	0.029725572740277	0.44021768707483	0.659601	0.0171272910236843	7.2299268178059e-15
rs2134757	1	200874375	4.36434231211555	1.275e-05	0.0227593442813958	4.81818181818182	1.41899e-06	0.0296895808278087	9.25913701419055e-10
rs6427826	1	200395746	2.79970386669888	0.00511505	0.0295388013448845	1.04441935483871	0.2966	0.014058509055459	3.56883031117793e-15
rs10919926	1	200402265	2.79580255949037	0.00517702	0.0294606525646348	1.14099193548387	0.2542	0.0143460091812193	3.83818858328889e-15
rs2279837	1	200877786	4.38534553039206	1.158e-05	0.0231713627451143	4.78282608695652	1.66001e-06	0.0294169435714572	8.982521124621e-10
rs10800700	1	200396523	2.79226497197491	0.00523396	0.0293900962172147	1.1088064516129	0.2674	0.0142434428375557	3.69989740770249e-15
rs12126806	1	200963825	-6.31609919209807	2.68201e-10	0.0293180601604786	-5.81949579831933	5.80698e-09	0.0139929330592379	0.000162655321724189
rs12031931	1	200379969	2.7417645609135	0.00611097	0.0292893019178145	1.10044578313253	0.2714	0.014356867790745	3.27271081421557e-15
rs4244146	1	200380314	2.74096240215578	0.00612604	0.0292734376415451	1.20806	0.2266	0.0147534005722639	3.60155096481758e-15
rs2808247	1	200591983	1.40945480242396	0.1587	0.0177583686803225	2.72743560606061	0.00628796	0.0292126030012536	2.17334809937441e-15
rs7544904	1	200404343	2.78251309277979	0.00539399	0.0291970966098815	1.11704435483871	0.2632	0.0142690430229793	3.64178732921866e-15
rs2808245	1	200591915	1.41557695556682	0.1569	0.0177966534982943	2.7251641221374	0.00642599	0.0291598238638685	2.17832089042978e-15
rs16846692	1	200405735	2.77945110166216	0.00544503	0.0291369475783249	1.315808	0.1885	0.0150280675008945	4.38378720989004e-15
rs111279274	1	200503077	2.54047735278352	0.0110701	0.0287476057657571	-0.715143407122233	0.4746	0.0168316560824765	2.97206260712059e-15
rs56363621	1	200382991	2.74149712249791	0.00611604	0.0287242350946206	1.16447791164659	0.244	0.01447029557375	3.46847961712762e-15
rs12034835	1	200382942	2.73669913681108	0.00620597	0.0286327126496239	1.14457831325301	0.2524	0.0144012067285717	3.36891230928671e-15
rs4256848	1	200392832	2.71814294750158	0.00656493	0.0282835151745136	1.12366533864542	0.2609	0.0143314822245235	3.16876455571457e-15
rs68052659	1	200853503	-1.8760422914535	0.0606499	0.0191041869701778	-2.77226785714286	0.00554498	0.0281188808302885	1.03387033172294e-14
rs11588318	1	200638662	0.352317117516903	0.724599	0.0155895442023314	-3.26291549295775	0.00111401	0.0279942823761513	1.08432200828279e-15
rs57690983	1	200503969	2.49629289479475	0.0125499	0.0279228966688765	-0.929553088803089	0.3525	0.0186313165291241	3.12220720455274e-15
rs6661240	1	200638847	0.23965189446441	0.8106	0.0152929393013123	-3.25800469483568	0.00111099	0.0278881184555646	1.06131087217344e-15
rs2808246	1	200591937	1.42243704383972	0.1549	0.0178399167385646	2.6643358490566	0.00769804	0.0278028826176265	1.94620343572153e-15
rs4915471	1	200934432	4.40476880287403	1.05901e-05	0.0219138497335877	4.81518018018018	1.457e-06	0.0277035524067392	7.21682188237798e-10
rs6700559	1	200646073	0.353784596722285	0.723501	0.0155938822055915	-3.24662085308057	0.00113501	0.027644599196487	1.05031316093499e-15
rs12037431	1	200390467	2.67996648486936	0.00736292	0.027588325685249	1.18539919354839	0.2366	0.0145458553093087	3.07231733374209e-15
rs7527499	1	200645345	0.339410313059639	0.734301	0.0155519251711133	-3.24154976303318	0.001158	0.0275372703035306	1.03763603079745e-15
rs12061346	1	200646776	0.355119321615863	0.7225	0.0155978385836043	-3.24154976303318	0.00115699	0.0275372703035306	1.04015075431264e-15
rs7533971	1	200647371	0.378849213965958	0.7048	0.0156699055324993	-3.24154976303318	0.00117301	0.0275372703035306	1.04443564612214e-15
rs4072552	1	200649131	0.382081904972539	0.702399	0.0156799775031543	-3.24154976303318	0.001184	0.0275372703035306	1.04506497343602e-15
rs10919998	1	200648310	0.377098060484293	0.7061	0.015664475105261	-3.24154502369668	0.00117601	0.0275371703252282	1.04408963744015e-15
rs4915206	1	200645051	2.30422447236427	0.02121	0.0275253616604414	1.82244970414201	0.0688494	0.0189478654519354	1.89778434757213e-15
rs4320808	1	200643522	2.29574969151594	0.02169	0.0273757842286927	1.81366863905325	0.0700293	0.0188600141035875	1.84801771986925e-15
rs4915464	1	200893050	4.8488218769707	1.242e-06	0.0273657430453264	4.63659192825112	3.586e-06	0.0234547178036313	2.16295103840067e-09
rs7550238	1	200645489	0.338747381933653	0.7348	0.0155603148419697	-3.23021596244131	0.001213	0.0273599682893232	1.03596175548918e-15
rs10494821	1	200642485	0.340208004342677	0.733701	0.0155542224041511	-3.23225592417062	0.00119399	0.0273423860822588	1.0190940006744e-15
rs4489589	1	200651209	2.28573418779604	0.02227	0.0272008961078456	1.82302064896755	0.0680503	0.0189536124734209	1.8343712400072e-15
rs6667172	1	200643838	0.340607205938662	0.7334	0.0155553734166646	-3.22295734597156	0.00125701	0.0271497320695756	1.00089955817573e-15
rs61825292	1	200928907	2.93831119426055	0.00329997	0.0271150985603797	2.07276767676768	0.0382103	0.0178745546608031	2.71103244326024e-14
rs905634	1	200884985	-6.27435637875845	3.51099e-10	0.0270410604563748	-6.06294117647059	1.36101e-09	0.0171946305821327	0.000812647164742459
rs6682744	1	200651666	2.27626741722702	0.0228302	0.0270374438808233	1.88835588235294	0.0588207	0.0196402598752621	1.95542505797213e-15
rs10753879	1	200650536	2.2734358558071	0.0230001	0.0269889014066513	1.81951183431953	0.0693601	0.0189183609973308	1.78524906184036e-15
rs4381220	1	200649312	2.27310269157207	0.0230202	0.0269832003046296	1.82257396449704	0.0688098	0.0189491158686024	1.79079279543208e-15
rs4326655	1	200649433	2.27310269157207	0.0230202	0.0269832003046296	1.82257396449704	0.06887	0.0189491158686024	1.79079279543208e-15
rs6678702	1	200650034	2.27310269157207	0.0230202	0.0269832003046296	1.81951183431953	0.0693107	0.0189183609973308	1.78414639759943e-15
rs6665979	1	200650063	2.27294041616256	0.0230298	0.0269804242458803	1.68154277286136	0.092489	0.0176536652665775	1.52279111876255e-15
rs4297330	1	200651229	2.26831406725067	0.0233099	0.0269014997891081	1.83425443786982	0.0668098	0.0190675639823724	1.80048678206788e-15
rs4403654	1	200651471	2.26798523574065	0.0233297	0.0268959060639596	1.5567358490566	0.119	0.0166948577103588	1.32879252923501e-15
rs10753878	1	200646595	2.26228331033757	0.0236799	0.0267992486938996	1.80249262536873	0.0711803	0.0187496497384894	1.7133215392693e-15
rs6665107	1	200646273	2.26196016223795	0.0237001	0.026793789848725	2.04683333333333	0.0407099	0.0215671520940698	2.3610512243086e-15
rs6670887	1	200641252	0.336225858369099	0.736701	0.0155427907684661	-3.20391469194313	0.001354	0.0267623425717964	9.64167649833515e-16
rs4265457	1	200643454	0.341801978234463	0.732501	0.0156468471843919	-3.22295734597156	0.00125701	0.0267265076764861	1.01078981467649e-15
rs2809352	1	200591248	0.736872125770917	0.4612	0.0151404107022405	2.63860350877193	0.00841105	0.0267238265233352	1.30243013916467e-15
rs4311922	1	200643385	0.350717533085055	0.7258	0.0156743831041641	-3.22277251184834	0.00124899	0.0267228025914305	1.01183729727109e-15
rs4072553	1	200649164	0.570703615972155	0.5682	0.0162745560512643	-3.33951627906977	0.000837992	0.0267003460224045	1.07138288613766e-15
rs61825291	1	200925992	4.67706135423232	2.90998e-06	0.0266956147103583	4.51752212389381	6.22702e-06	0.0230654314065959	6.33931955293053e-10
rs4915470	1	200934410	4.41309224981014	1.01899e-05	0.0220079951826924	4.76130630630631	1.90401e-06	0.0265939093873618	6.02868117572137e-10
rs35958234	1	200465693	2.26066248331945	0.0237799	0.0265789043670747	-0.888871252204586	0.3747	0.0177635540969094	1.96308388215295e-15
rs6688581	1	200639156	0.367024864456086	0.7136	0.0156335856100858	-3.19437440758294	0.001388	0.0265718124193928	9.51330073918066e-16
rs3806358	1	200639683	0.314160107647785	0.753401	0.0154810868684881	-3.19437440758294	0.00140201	0.0265718124193928	9.43935502285027e-16
rs2809351	1	200593636	0.584176361866836	0.559099	0.0149062745503299	2.62544522968198	0.00855796	0.0264623102203513	1.18337374965348e-15
rs6656619	1	200640792	0.326163864798345	0.7443	0.0155143097969599	-3.18486255924171	0.00142099	0.0263841690723573	9.28391435802009e-16
rs10920052	1	200820610	0.276453405425273	0.7822	0.0167004529679258	3.96190114068441	7.61693e-05	0.0263162135570055	5.71734921865771e-15
rs12564878	1	200852820	-1.79609165850955	0.0724803	0.0181793887067193	-2.74433183856502	0.00608303	0.026301373785208	8.08388528082941e-15
rs10920001	1	200651548	0.555869315383352	0.5783	0.0162138933500158	-3.31640465116279	0.000931494	0.0262446179341053	1.01930248434206e-15
rs2808257	1	200594005	0.606022218328998	0.5445	0.0149324041852951	2.61335106382979	0.0089869	0.0262258228239212	1.1652436765272e-15
rs6427838	1	200645647	0.338082890437746	0.735301	0.0155481104802855	-3.17054976303318	0.00151098	0.0261061139250263	9.05047199700339e-16
rs12035002	1	200937772	4.35248133808622	1.34602e-05	0.0213463869846102	4.72696035242291	2.208e-06	0.0259654591462709	4.30028358610185e-10
rs6700859	1	200646359	0.351251989357322	0.725401	0.0155864033759913	-3.15087264150943	0.00161399	0.0257321123960933	8.73940532216648e-16
rs10800720	1	200648569	0.521670250289911	0.6019	0.0160794113365559	-3.28844186046512	0.000987893	0.0257110601894127	9.55767535427524e-16
rs6678830	1	200925296	4.68680149305859	2.77498e-06	0.0256906025135077	4.30650666666667	1.726e-05	0.0196665764230626	3.33120035301965e-10
rs66584778	1	200854229	-2.37057970645842	0.0177599	0.0157004831849626	-3.95770114942529	7.58892e-05	0.025609558363246	3.61014612917027e-13
rs2013233	1	200922586	4.68858759289101	2.751e-06	0.025572733565	4.58739910313901	4.51596e-06	0.0226513995947185	8.24618099957699e-10
rs12748718	1	200682088	-1.80120742198048	0.0716704	0.0253839104118806	2.29150437317784	0.0218198	0.0206861269186718	1.8173308323301e-15
rs2808251	1	200592722	0.697804465629036	0.4853	0.0150689604429107	2.55426315789474	0.01064	0.0251218798271469	1.08192447278172e-15
rs4915210	1	200938474	4.31459829534284	1.59901e-05	0.0206922128427854	4.71184684684685	2.51501e-06	0.0251100462952705	3.19473191353985e-10
rs6690988	1	200798900	0.279449637263146	0.7799	0.01668616509653	3.8974144486692	9.78791e-05	0.0251086747842342	4.82383048138227e-15
rs10919993	1	200627312	-1.77395607121037	0.0760694	0.0249349481078992	2.26166355140187	0.0234299	0.0180973084774142	8.99132087807386e-16
rs12118735	1	200950960	-6.2554338613634	3.96497e-10	0.0248589687121433	-6.01241666666667	1.754e-09	0.0147708939923532	0.000262236249104535
rs10920000	1	200651330	0.532181541221875	0.5946	0.0161199545909068	-3.24081944444444	0.001199	0.0248453683158092	8.76972769010849e-16
rs2808249	1	200592361	0.658993516462489	0.5099	0.0150059013996378	2.53357243816254	0.0112699	0.0247546939129585	1.02104467516987e-15
rs12045164	1	200928448	4.77693564042802	1.78e-06	0.0246802795347459	4.85502262443439	1.24099e-06	0.0242426282337131	2.4690548080411e-09
rs7533782	1	200832584	0.254123387226493	0.7994	0.016808911396712	3.87072243346008	0.000110701	0.0246373794186502	4.48728914454555e-15
rs10920082	1	200944991	4.26612027539044	1.98902e-05	0.0203116593273234	4.67126126126126	3.12299e-06	0.0246187333682175	2.32001684570856e-10
rs12730151	1	200687787	-1.74796610104171	0.0804693	0.0245959743302721	2.36316964285714	0.0181201	0.0216098529808667	1.90592620709563e-15
rs34510201	1	200592795	0.681745145080096	0.4954	0.0150419158835019	2.51932508833922	0.0117801	0.0245074583659849	1.0044256564692e-15
rs145135351	1	200592841	0.692060377695035	0.4889	0.0150591322678683	2.51932508833922	0.0117801	0.0245074583659849	1.00942494632974e-15
rs3198583	1	200940180	4.301415877017	1.69699e-05	0.0205637007118711	4.67572072072072	2.96101e-06	0.0244755799874065	2.65096706622631e-10
rs12140420	1	200962287	-6.2478855660114	4.16102e-10	0.024453965930239	-5.79899581589958	6.54998e-09	0.0138922117485929	8.9639055891704e-05
rs12041320	1	200621235	0.469517047007587	0.6387	0.0159026379678558	-3.20469302325581	0.00132501	0.0242447716237322	8.17677229438172e-16
rs7539693	1	200955566	-6.24164014701291	4.32902e-10	0.024131388876785	-5.83686192468619	5.58702e-09	0.0139764939477651	0.000103682440270583
rs34873729	1	200946928	-6.23635627884594	4.47899e-10	0.023985719112934	-6.05825	1.32898e-09	0.0152104009466422	0.00030937583987342
rs6694184	1	200925009	4.61542006278621	3.92302e-06	0.0239463836436491	4.66954751131222	3.10299e-06	0.023228734832423	8.03725036369052e-10
rs4915466	1	200905507	4.63689446241631	3.53704e-06	0.0238017284876447	4.58103603603604	4.57899e-06	0.0221044609850545	5.92492147354214e-10
rs10800747	1	200924200	4.68142201834862	2.84898e-06	0.0236032281342202	4.5288	6.03295e-06	0.0203979041460463	6.50765186667243e-10
rs4915472	1	200934650	4.53483604163503	5.76501e-06	0.0214834855193932	4.77295454545455	1.882e-06	0.0235696152634487	7.53327021324785e-10
rs3738255	1	200941716	4.29844932503721	1.72001e-05	0.0208939901910802	4.57598214285714	4.79303e-06	0.0234724639816145	1.85744346940765e-10
rs2050786	1	200914567	4.60871157938806	4.05201e-06	0.0234287361800966	4.52689189189189	5.75294e-06	0.0213657675391303	4.34464568825461e-10
rs7527539	1	200599951	0.447519144910858	0.654501	0.015826544489513	-3.15409345794393	0.00161298	0.0234187601884105	7.42572104852136e-16
rs61818019	1	201048016	0.242748707955316	0.8082	0.0177601081334735	-2.55026894865526	0.01071	0.0233932509657337	2.27987523009171e-15
rs4915468	1	200929673	4.51750290048065	6.25706e-06	0.0233922487251137	4.60258928571429	4.338e-06	0.0231959836521113	3.96179044840016e-10
rs10920076	1	200915245	4.60277003484321	4.16898e-06	0.0233516459485693	4.55418918918919	5.13204e-06	0.0217317864534075	4.68653741723709e-10
rs12092814	1	200504988	2.28063854681943	0.0225699	0.0232952626648604	-0.99826352530541	0.318	0.0208913701478318	2.14176884431484e-15
rs10494828	1	200957032	-6.21924513013676	4.99597e-10	0.0231711059449531	-5.8244769874477	5.70703e-09	0.0139630131493185	9.00986908263132e-05
rs7364440	1	200908902	4.61236472484458	3.98098e-06	0.0230596806881718	4.50896396396396	6.54892e-06	0.0207478835394859	4.02033907390909e-10
rs10919992	1	200607466	0.409053570559315	0.682501	0.0157335972976439	-3.14021495327103	0.00167101	0.0230161412132632	7.19547246688235e-16
rs2809340	1	200600110	2.00372428836089	0.0451004	0.022677239693119	2.26935424354243	0.0233798	0.0217947386783895	2.29642299911067e-15
rs12094802	1	200507892	2.28607370888973	0.02225	0.0226581503925367	-1.0026213592233	0.3158	0.0211935512083443	2.06162309437242e-15
rs12096693	1	200505916	2.28402288747685	0.0223702	0.0226333444958486	-1.00701846965699	0.3139	0.021250692931211	2.06089848861897e-15
rs3850625	1	201016296	3.17199256794989	0.00151401	0.0225910838866539	2.42982866043614	0.0149799	0.0152115939337193	3.68956923643427e-14
rs3753959	1	200863772	3.00543669514216	0.00265198	0.0150519481406224	4.6437339055794	3.31398e-06	0.0225530047768087	8.94414930178615e-12
rs1540682	1	200662359	1.48064587209872	0.1387	0.0224255746868428	-2.38404265402844	0.0171902	0.0173345949257361	6.64723274264643e-16
rs6427844	1	200661344	1.47877708883295	0.1392	0.0224034666491176	-2.38409004739336	0.0171498	0.0173349703282908	6.634487715215e-16
rs1540683	1	200662178	1.47616713037297	0.1399	0.0223726704355707	-2.36510900473934	0.0179999	0.0171865411893845	6.44812307473163e-16
rs4915451	1	200659854	1.47356715876907	0.1406	0.0223420845944603	-2.37910900473934	0.0173201	0.0172956474271608	6.55339591182811e-16
rs66977329	1	200658617	1.46838899262298	0.142	0.0222814431896843	-2.50707981220657	0.0121599	0.0183942390973477	7.81845639702079e-16
rs7535824	1	200656919	1.46802051583367	0.1421	0.0222771418325419	-2.32708878504673	0.0197002	0.0169005776116398	6.07826134941695e-16
rs3208703	1	200939642	-6.19030452000546	6.00496e-10	0.0219556794487602	-6.0625	1.26701e-09	0.0152501468005268	0.000245644505892467
rs7528217	1	200788077	0.68316886019617	0.4945	0.0155848062436396	3.80994573643411	0.000142801	0.0218811589856155	4.1746613258983e-15
rs6427868	1	200929482	-6.15494389067872	7.51e-10	0.0217554552889462	-6.11658333333333	9.63097e-10	0.0161200306965158	0.000313106009143309
rs6691977	1	200814959	0.754747886360345	0.4504	0.0153902223516641	3.77917054263566	0.000161002	0.0216031316262013	4.03609898019424e-15
rs10920043	1	200799542	2.59398555035175	0.00948702	0.0199497512215743	3.20874709976798	0.00133401	0.0215462156815336	1.46135161269863e-14
rs11581339	1	200655233	-1.38354224290807	0.1665	0.0215409039733531	2.29419158878505	0.0219402	0.0174343793514594	5.92344854936145e-16
rs3767494	1	200871216	2.65558951838346	0.00791699	0.0214618626738602	0.157360397830018	0.8744	0.016111124837046	2.40470079764168e-15
rs12076946	1	200662835	-1.36803921092859	0.1713	0.0213747576893005	2.29769302325581	0.0212701	0.0174626542509985	5.86186696121657e-16
rs6659127	1	200803657	0.748927402618135	0.4539	0.0154050995211589	3.75580620155039	0.0001766	0.0212929153781407	3.79714854342536e-15
rs6658395	1	200748760	0.614475080595102	0.5389	0.0157540199497302	3.7441976744186	0.000184001	0.0212836922754882	3.46450362496292e-15
rs12043133	1	200741713	0.56158475476289	0.574399	0.0159349324966277	3.74414728682171	0.000182499	0.0212830338238313	3.38868531999514e-15
rs7520407	1	200655728	-1.35599606815203	0.1751	0.021247751819029	2.29459813084112	0.02186	0.0174376554082991	5.77018835535914e-16
rs35659516	1	200675651	2.44141182878441	0.0146299	0.0210795898719945	1.59442535211268	0.111	0.0150440917763058	4.33591156106528e-15
rs6427855	1	200726579	0.542750464841954	0.5873	0.0160584401089883	3.7211007751938	0.0002026	0.0208489085550111	3.16583510424391e-15
rs2808253	1	200593169	0.621760778201622	0.534101	0.0162435312564078	-2.82934562211982	0.00465104	0.0207599946987893	5.70430986770966e-16
rs11586032	1	200942385	-2.51097135776856	0.0120401	0.0152590067862483	-0.94626273458445	0.3429	0.0207277490156524	1.77052105485467e-15
rs2809346	1	200596217	1.33066163082525	0.1833	0.0207175972945527	-2.33020754716981	0.0200701	0.016669880464764	5.07117838269554e-16
rs11583546	1	200902607	-6.19856529218917	5.69797e-10	0.0206965594140895	-6.32231404958678	2.50098e-10	0.0190526524110118	0.000688542367911723
rs67040424	1	200595593	1.31264625525294	0.1893	0.0205420267439664	-2.27101401869159	0.0233297	0.016272085817826	4.63986438668838e-16
rs2809345	1	200596263	1.31176763669244	0.1896	0.0205335591316792	-2.33466509433962	0.0196802	0.0167012032764919	5.00819017486014e-16
rs56949003	1	200671663	1.51056524724678	0.1309	0.0149514847891218	3.12249422632794	0.00179201	0.0205224105503474	2.3693746986098e-15
rs35941344	1	200595657	1.31058259587021	0.19	0.0205221523062085	-2.46242452830189	0.0140101	0.0176858165102729	5.9109799848486e-16
rs66717951	1	200595565	1.30792206119558	0.1909	0.0204966009290244	-2.40369014084507	0.01639	0.0172117857243955	5.45006968783094e-16
rs57068399	1	200671834	1.51134907613012	0.1307	0.0149525260298821	3.12004618937644	0.001793	0.0204928494419582	2.35908920920477e-15
rs12029036	1	200716942	2.18010062242493	0.0292503	0.0170537244070414	3.12506944444444	0.00178599	0.020482436494728	5.66626318959295e-15
rs12038475	1	200740278	2.21050822965495	0.0270701	0.0173862990641568	3.09490740740741	0.00196399	0.0204336024354456	5.73055261196698e-15
rs7538023	1	200791295	2.44264389651216	0.0145801	0.0204221590867563	2.05482417582418	0.0401902	0.0149886531691135	3.20213362546982e-15
rs374827	1	200874327	-5.36236570295569	8.21391e-08	0.0203915694638211	-5.28315068493151	1.25901e-07	0.0180302783245053	1.85001066605766e-07
rs12039516	1	200732497	2.21224306235285	0.0269501	0.0172273326714586	3.11349537037037	0.001852	0.0203440800706918	5.83575481033983e-15
rs11589573	1	200975115	-6.14439138848838	8.02805e-10	0.0202143364714616	-5.75719665271966	8.08202e-09	0.0138241705992894	4.14329628874616e-05
rs4539164	1	200680765	2.87446817550057	0.00404697	0.0201903680721184	1.07966822429907	0.2808	0.0139250637361753	8.36578121202559e-15
rs9628674	1	200671993	-2.7272775655506	0.00638602	0.0151092009732248	-4.57063926940639	4.81005e-06	0.0199596094440022	8.51692107123731e-13
rs7511678	1	200832857	0.693335129525406	0.4881	0.0155568016067709	3.63953875968992	0.000277799	0.0198800720256659	2.78651558704293e-15
rs731078	1	200684231	2.83959712652821	0.004517	0.0198752836497088	1.22042253521127	0.221	0.0136562687310572	8.73641970395734e-15
rs58264851	1	201055929	-2.47510172533272	0.0133199	0.0148244033444973	-4.3703367003367	1.217e-05	0.0198168049460312	2.10226184790159e-12
