scope	scenario	check	status	detail	score_values_read
report_skeleton	scoreable_canonical_pre_result	required_header_before_body:locked_rule_sha256:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	required_header_before_body:score_values_read:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bAUC\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bp\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\beffect[- ]size\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bsensitivity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bspecificity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bpassed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bfailed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	scoreable_canonical_pre_result	forbidden_pattern:\bconfirmed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:cohort_token:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:route_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:terms_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:safe_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:locked_rule_path:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:locked_rule_sha256:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	required_header_before_body:score_values_read:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bAUC\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bp\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\beffect[- ]size\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bsensitivity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bspecificity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bpassed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bfailed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	unscoreable_aggregate_repair_path	forbidden_pattern:\bconfirmed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:cohort_token:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:route_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:terms_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:safe_class:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:locked_rule_path:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:locked_rule_sha256:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	required_header_before_body:score_values_read:	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bAUC\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bp\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\beffect[- ]size\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bsensitivity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bspecificity\s*[=:]	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bpassed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bfailed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
report_skeleton	terms_blocked_no_package_review	forbidden_pattern:\bconfirmed\b	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
generated_markdown	scoreable_canonical_pre_result	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
generated_markdown	scoreable_canonical_pre_result	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/scoreable_canonical_pre_result.md	false
generated_markdown	unscoreable_aggregate_repair_path	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
generated_markdown	unscoreable_aggregate_repair_path	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/unscoreable_aggregate_repair_path.md	false
generated_markdown	terms_blocked_no_package_review	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
generated_markdown	terms_blocked_no_package_review	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/report_skeletons/terms_blocked_no_package_review.md	false
generated_markdown	scoreable_canonical_pre_result	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/transcripts/scoreable_canonical_pre_result.md	false
generated_markdown	scoreable_canonical_pre_result	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/transcripts/scoreable_canonical_pre_result.md	false
generated_markdown	unscoreable_aggregate_repair_path	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/transcripts/unscoreable_aggregate_repair_path.md	false
generated_markdown	unscoreable_aggregate_repair_path	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/transcripts/unscoreable_aggregate_repair_path.md	false
generated_markdown	terms_blocked_no_package_review	contains_synthetic_boundary	PASS	analysis/v46_operator_transcript_fixture/transcripts/terms_blocked_no_package_review.md	false
generated_markdown	terms_blocked_no_package_review	contains_no_score_values_read_true	PASS	analysis/v46_operator_transcript_fixture/transcripts/terms_blocked_no_package_review.md	false
