cell_type	chrom	pos	id	info_gene_hit	credible_id_hit	info
CD4_STIM	chr1	200596204	rs10919990	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.40260927739e-06;Beta=0.75032764382
CD4_STIM	chr1	200596217	rs2809346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.95058870043e-07;Beta=-0.820691473502
CD4_STIM	chr1	200596263	rs2809345	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.27211863894e-07;Beta=-0.799469144577
CD4_STIM	chr1	200596345	rs10919991	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.15840032252e-05;Beta=0.668152417538
CD4_STIM	chr1	200596606	rs2809344	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.65790019598e-05;Beta=-0.713439961472
CD4_STIM	chr1	200596977	rs7529962	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.92034802557e-06;Beta=0.736435306753
CD4_STIM	chr1	200599951	rs7527539	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.96871332666e-06;Beta=0.774608228324
CD4_STIM	chr1	200607466	rs10919992	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.96871332666e-06;Beta=0.774608228324
CD4_STIM	chr1	200621235	rs12041320	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.96871332666e-06;Beta=0.774608228324
CD4_STIM	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.98423909546e-14;Beta=-1.00404271142
CD4_STIM	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.08801343148e-11;Beta=0.870558266373
CD4_STIM	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200648569	rs10800720	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.2938394255e-07;Beta=0.856365254045
CD4_STIM	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.07218063092e-13;Beta=0.933785431223
CD4_STIM	chr1	200649164	rs4072553	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.2938394255e-07;Beta=0.856365254045
CD4_STIM	chr1	200651330	rs10920000	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87916009138e-06;Beta=0.786244802527
CD4_STIM	chr1	200651548	rs10920001	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.03446423749e-06;Beta=0.776863490142
CD4_STIM	chr1	200654787	rs6427840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.0810773883e-10;Beta=-0.879543623812
CD4_STIM	chr1	200655686	rs7542840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.0810773883e-10;Beta=-0.879543623812
CD4_STIM	chr1	200656919	rs7535824	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200656947	rs7524010	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200656987	rs7524025	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200657032	rs7548530	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.22090603931e-06;Beta=0.81086828743
CD4_STIM	chr1	200657039	rs7526136	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.22090603931e-06;Beta=0.81086828743
CD4_STIM	chr1	200657044	rs7526265	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.22090603931e-06;Beta=0.81086828743
CD4_STIM	chr1	200657148	rs7526365	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200657153	rs7526367	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.08457713566e-06;Beta=0.825842724172
CD4_STIM	chr1	200657438	rs7526482	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200657657	rs7526853	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200658395	rs61825137	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200658403	rs61825138	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200658617	rs66977329	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200659017	rs10920006	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200659047	rs10920007	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200659854	rs4915451	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200659855	rs7545177	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200661344	rs6427844	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200661662	rs7539646	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200662096	rs7519383	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200662178	rs1540683	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200662215	rs7542210	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.40121078921e-06;Beta=0.778395638337
CD4_STIM	chr1	200662359	rs1540682	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.29176654443e-05;Beta=-0.639980855436
CD4_STIM	chr1	200662517	rs12141497	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200662525	rs12126708	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.57319362716e-10;Beta=-0.852985711119
CD4_STIM	chr1	200663674	rs10920008	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.11832056852e-06;Beta=0.8238865558
CD4_STIM	chr1	200664302	rs7526031	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.40121078921e-06;Beta=0.778395638337
CD8_NAIVE	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.77086563971e-09;Beta=-0.788767637644
CD8_NAIVE	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.20124830947e-07;Beta=0.640348887929
CD8_NAIVE	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200648569	rs10800720	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.82689802148e-05;Beta=0.650020863877
CD8_NAIVE	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.96307283546e-08;Beta=0.692735522805
CD8_NAIVE	chr1	200649164	rs4072553	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.82689802148e-05;Beta=0.650020863877
CD8_NAIVE	chr1	200651548	rs10920001	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.49220876184e-05;Beta=0.65266904601
CD8_NAIVE	chr1	200654787	rs6427840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.46682663777e-08;Beta=-0.720067840025
CD8_NAIVE	chr1	200655686	rs7542840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.46682663777e-08;Beta=-0.720067840025
CD8_NAIVE	chr1	200656947	rs7524010	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200656987	rs7524025	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200657032	rs7548530	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.84522892077e-05;Beta=0.657998143207
CD8_NAIVE	chr1	200657039	rs7526136	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.84522892077e-05;Beta=0.657998143207
CD8_NAIVE	chr1	200657044	rs7526265	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.84522892077e-05;Beta=0.657998143207
CD8_NAIVE	chr1	200657148	rs7526365	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200657153	rs7526367	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.67579123359e-05;Beta=0.679305072575
CD8_NAIVE	chr1	200657438	rs7526482	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200657657	rs7526853	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200658395	rs61825137	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200658403	rs61825138	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200659017	rs10920006	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200659047	rs10920007	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200659855	rs7545177	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200661662	rs7539646	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200662096	rs7519383	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200662215	rs7542210	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.32061187799e-05;Beta=0.715767405776
CD8_NAIVE	chr1	200662517	rs12141497	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200662525	rs12126708	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.55256025301e-08;Beta=-0.724004505221
CD8_NAIVE	chr1	200663674	rs10920008	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.17542883014e-05;Beta=0.656275214532
CD8_NAIVE	chr1	200664302	rs7526031	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.32061187799e-05;Beta=0.715767405776
CD8_STIM	chr1	200590852	rs17450217	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.94490242197e-05;Beta=0.718169067418
CD8_STIM	chr1	200592275	rs2808248	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.34586600592e-07;Beta=-0.787892497735
CD8_STIM	chr1	200592363	rs7521550	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.41465675593e-06;Beta=0.737165500179
CD8_STIM	chr1	200592547	rs2808250	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.34586600592e-07;Beta=-0.787892497735
CD8_STIM	chr1	200592854	rs10919987	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.34586600592e-07;Beta=-0.787892497735
CD8_STIM	chr1	200593169	rs2808253	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.34586600592e-07;Beta=-0.787892497735
CD8_STIM	chr1	200595273	rs10399615	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.41465675593e-06;Beta=0.737165500179
CD8_STIM	chr1	200595369	rs10399790	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.41465675593e-06;Beta=0.737165500179
CD8_STIM	chr1	200595565	rs66717951	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.52397311091e-08;Beta=-0.83731304677
CD8_STIM	chr1	200595593	rs67040424	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.52397311091e-08;Beta=-0.83731304677
CD8_STIM	chr1	200595657	rs35941344	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.52397311091e-08;Beta=-0.83731304677
CD8_STIM	chr1	200596204	rs10919990	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=3.75603171041e-07;Beta=0.813578742603
CD8_STIM	chr1	200596217	rs2809346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.14039315273e-08;Beta=-0.843181693283
CD8_STIM	chr1	200596263	rs2809345	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.06684621628e-07;Beta=-0.832158279806
CD8_STIM	chr1	200596345	rs10919991	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=5.41465675593e-06;Beta=0.737165500179
