scope	item	check	status	detail	score_values_read
handoff	first30_status_board	handoff_primary_output_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	false
handoff	first30_status_board	handoff_script_exists	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	false
handoff	first30_status_board	handoff_score_values_read_false	PASS	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	false
handoff	status_board_schema_linter	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	false
handoff	status_board_schema_linter	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	false
handoff	status_board_schema_linter	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	false
handoff	status_board_schema_linter	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_STATUS_BOARD_SCHEMA_LINTER_V46.md	false
handoff	status_board_markdown_roundtrip_renderer	handoff_doc_exists	PASS	docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md	false
handoff	status_board_markdown_roundtrip_renderer	handoff_primary_output_exists	PASS	docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md	false
handoff	status_board_markdown_roundtrip_renderer	handoff_script_exists	PASS	docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md	false
handoff	status_board_markdown_roundtrip_renderer	handoff_score_values_read_false	PASS	docs/validation/STATUS_BOARD_MARKDOWN_ROUNDTRIP_RENDERER_V46.md	false
handoff	returned_package_preflight_dryrun	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
handoff	returned_package_preflight_dryrun	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
handoff	returned_package_preflight_dryrun	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
handoff	returned_package_preflight_dryrun	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_PREFLIGHT_DRYRUN_V46.md	false
handoff	command_order_planner	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	false
handoff	command_order_planner	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	false
handoff	command_order_planner	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	false
handoff	command_order_planner	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_COMMAND_ORDER_PLANNER_V46.md	false
handoff	state_transition_validator	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
handoff	state_transition_validator	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
handoff	state_transition_validator	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
handoff	state_transition_validator	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR_V46.md	false
handoff	safe_interpretation_classifier	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	false
handoff	safe_interpretation_classifier	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	false
handoff	safe_interpretation_classifier	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	false
handoff	safe_interpretation_classifier	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md	false
handoff	small_n_language	handoff_doc_exists	PASS	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	false
handoff	small_n_language	handoff_primary_output_exists	PASS	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	false
handoff	small_n_language	handoff_script_exists	PASS	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	false
handoff	small_n_language	handoff_score_values_read_false	PASS	docs/validation/SMALL_N_CONCLUSION_LANGUAGE_V46.md	false
handoff	analyzable_pair_confidence_envelope	handoff_doc_exists	PASS	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	false
handoff	analyzable_pair_confidence_envelope	handoff_primary_output_exists	PASS	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	false
handoff	analyzable_pair_confidence_envelope	handoff_script_exists	PASS	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	false
handoff	analyzable_pair_confidence_envelope	handoff_score_values_read_false	PASS	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	false
handoff	repair_request_templates	handoff_doc_exists	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
handoff	repair_request_templates	handoff_primary_output_exists	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
handoff	repair_request_templates	handoff_script_exists	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
handoff	repair_request_templates	handoff_score_values_read_false	PASS	docs/validation/RETURN_REPAIR_REQUEST_TEMPLATES_V46.md	false
handoff	partial_label_repair_prioritization	handoff_doc_exists	PASS	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	false
handoff	partial_label_repair_prioritization	handoff_primary_output_exists	PASS	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	false
handoff	partial_label_repair_prioritization	handoff_script_exists	PASS	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	false
handoff	partial_label_repair_prioritization	handoff_score_values_read_false	PASS	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md	false
handoff	first30_repair_template_coverage	handoff_doc_exists	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
handoff	first30_repair_template_coverage	handoff_primary_output_exists	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
handoff	first30_repair_template_coverage	handoff_script_exists	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
handoff	first30_repair_template_coverage	handoff_score_values_read_false	PASS	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	false
handoff	result_report_safe_class_linter	handoff_doc_exists	PASS	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	false
handoff	result_report_safe_class_linter	handoff_primary_output_exists	PASS	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	false
handoff	result_report_safe_class_linter	handoff_script_exists	PASS	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	false
handoff	result_report_safe_class_linter	handoff_score_values_read_false	PASS	docs/validation/RESULT_REPORT_SAFE_CLASS_LINTER_V46.md	false
handoff	report_header_metadata_linter	handoff_doc_exists	PASS	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md	false
handoff	report_header_metadata_linter	handoff_primary_output_exists	PASS	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md	false
handoff	report_header_metadata_linter	handoff_script_exists	PASS	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md	false
handoff	report_header_metadata_linter	handoff_score_values_read_false	PASS	docs/validation/REPORT_HEADER_METADATA_LINTER_V46.md	false
handoff	report_header_repair_template_coverage	handoff_doc_exists	PASS	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md	false
handoff	report_header_repair_template_coverage	handoff_primary_output_exists	PASS	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md	false
handoff	report_header_repair_template_coverage	handoff_script_exists	PASS	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md	false
handoff	report_header_repair_template_coverage	handoff_score_values_read_false	PASS	docs/validation/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE_V46.md	false
handoff	safe_class_report_template_readiness	handoff_doc_exists	PASS	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md	false
handoff	safe_class_report_template_readiness	handoff_primary_output_exists	PASS	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md	false
handoff	safe_class_report_template_readiness	handoff_script_exists	PASS	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md	false
handoff	safe_class_report_template_readiness	handoff_score_values_read_false	PASS	docs/validation/SAFE_CLASS_REPORT_TEMPLATE_READINESS_V46.md	false
handoff	operator_transcript_fixture	handoff_doc_exists	PASS	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md	false
handoff	operator_transcript_fixture	handoff_primary_output_exists	PASS	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md	false
handoff	operator_transcript_fixture	handoff_script_exists	PASS	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md	false
handoff	operator_transcript_fixture	handoff_score_values_read_false	PASS	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md	false
handoff	returned_package_quickstart_readme	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md	false
handoff	returned_package_quickstart_readme	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md	false
handoff	returned_package_quickstart_readme	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md	false
handoff	returned_package_quickstart_readme	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_QUICKSTART_V46.md	false
handoff	returned_package_doc_crosslink_linter	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
handoff	returned_package_doc_crosslink_linter	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
handoff	returned_package_doc_crosslink_linter	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
handoff	returned_package_doc_crosslink_linter	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_DOC_CROSSLINK_LINTER_V46.md	false
handoff	returned_package_dependency_graph	handoff_doc_exists	PASS	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	false
handoff	returned_package_dependency_graph	handoff_primary_output_exists	PASS	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	false
handoff	returned_package_dependency_graph	handoff_script_exists	PASS	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	false
handoff	returned_package_dependency_graph	handoff_score_values_read_false	PASS	docs/validation/RETURNED_PACKAGE_DEPENDENCY_GRAPH_V46.md	false
returned_package_regression_suite	terms_governance_matrix_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_terms_governance_matrix.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/terms_governance_matrix	false
returned_package_regression_suite	metric_format_adapter_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_author_run_metric_format_adapter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/metric_format_adapter	false
returned_package_regression_suite	partial_label_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_partial_label_return_classifier.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/partial_label_classifier	false
returned_package_regression_suite	receipt_manifest_schema_linter_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_receipt_manifest_schema_linter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/receipt_manifest_schema_linter	false
returned_package_regression_suite	package_manifest_shape_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_package_manifest_shape_classifier.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/package_manifest_shape_classifier	false
returned_package_regression_suite	receipt_manifest_to_command_plan_handoff	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_receipt_manifest_to_command_plan_handoff.py --outdir analysis/v46_returned_package_regression_suite/receipt_manifest_to_command_plan_handoff --fail-on-error	false
returned_package_regression_suite	returned_package_command_order_planner_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_command_order_planner.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/command_order_planner	false
returned_package_regression_suite	returned_package_route_state_matrix	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_route_state_matrix.py --outdir analysis/v46_returned_package_regression_suite/route_state_matrix --fail-on-error	false
returned_package_regression_suite	aggregate_only_composition_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_aggregate_only_returned_package_composition_dryrun.py --outdir analysis/v46_returned_package_regression_suite/aggregate_only_composition --fail-on-error	false
returned_package_regression_suite	unscoreable_return_composition_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_unscoreable_return_composition_dryrun.py --outdir analysis/v46_returned_package_regression_suite/unscoreable_return_composition --fail-on-error	false
returned_package_regression_suite	safe_interpretation_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_safe_interpretation.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/safe_interpretation_classifier	false
returned_package_regression_suite	safe_wording_fixture_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_wording_fixture_linter.py --outdir analysis/v46_returned_package_regression_suite/safe_wording_fixture_linter --fail-on-error	false
returned_package_regression_suite	result_report_safe_class_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_result_report_safe_class_linter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/result_report_safe_class_linter --fail-on-error	false
returned_package_regression_suite	report_header_metadata_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_metadata_linter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/report_header_metadata_linter --fail-on-error	false
returned_package_regression_suite	report_header_repair_template_coverage	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_repair_template_coverage.py --outdir analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage --fail-on-error	false
returned_package_regression_suite	safe_class_report_template_readiness	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_class_report_template_readiness.py --outdir analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness --fail-on-error	false
returned_package_regression_suite	small_n_conclusion_language	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_small_n_conclusion_language_table.py --outdir analysis/v46_returned_package_regression_suite/small_n_conclusion_language	false
returned_package_regression_suite	analyzable_pair_confidence_envelope	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_analyzable_pair_confidence_envelope.py --outdir analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope --fail-on-error	false
returned_package_regression_suite	return_repair_request_templates	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_return_repair_request_templates.py --outdir analysis/v46_returned_package_regression_suite/return_repair_request_templates --fail-on-error	false
returned_package_regression_suite	partial_label_repair_prioritization	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_partial_label_repair_prioritization.py --outdir analysis/v46_returned_package_regression_suite/partial_label_repair_prioritization --fail-on-error	false
returned_package_regression_suite	first30_returned_package_decision_table	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_decision_table.py --outdir analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table --fail-on-error	false
returned_package_regression_suite	first30_repair_template_coverage_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_repair_template_coverage_linter.py --outdir analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter --fail-on-error	false
returned_package_regression_suite	first30_status_board_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_status_board_dryrun.py --outdir analysis/v46_returned_package_regression_suite/first30_status_board_dryrun --fail-on-error	false
returned_package_regression_suite	status_board_schema_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_status_board_schema_linter.py --outdir analysis/v46_returned_package_regression_suite/status_board_schema_linter --fail-on-error	false
returned_package_regression_suite	status_board_markdown_roundtrip_renderer	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_status_board_markdown_roundtrip_renderer.py --outdir analysis/v46_returned_package_regression_suite/status_board_markdown_roundtrip_renderer --fail-on-error	false
returned_package_regression_suite	returned_package_preflight_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_preflight_dryrun.py --outdir analysis/v46_returned_package_regression_suite/returned_package_preflight_dryrun --fail-on-error	false
returned_package_regression_suite	returned_package_state_transition_validator	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_state_transition_validator.py --outdir analysis/v46_returned_package_regression_suite/state_transition_validator --fail-on-error	false
returned_package_regression_suite	operator_transcript_fixture	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_operator_transcript_fixture.py --outdir analysis/v46_returned_package_regression_suite/operator_transcript_fixture --fail-on-error	false
returned_package_regression_suite	returned_package_handoff_bundle_manifest	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_handoff_bundle_manifest.py --outdir analysis/v46_returned_package_regression_suite/handoff_bundle_manifest --fail-on-error	false
returned_package_regression_suite	returned_package_quickstart_readme	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_quickstart_readme.py --outdir analysis/v46_returned_package_regression_suite/quickstart_readme --fail-on-error	false
returned_package_regression_suite	returned_package_doc_crosslink_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_doc_crosslink_linter.py --outdir analysis/v46_returned_package_regression_suite/doc_crosslink_linter --fail-on-error	false
returned_package_regression_suite	readiness_stale_output_detector	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_readiness_stale_output_detector.py --outdir analysis/v46_returned_package_regression_suite/readiness_stale_output_detector	false
returned_package_regression_suite	returned_package_dependency_graph	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_dependency_graph.py --outdir analysis/v46_returned_package_regression_suite/dependency_graph --stale-status-mode warn --suite-status-mode warn --fail-on-error	false
returned_package_regression_suite	no_raw_git_scanner	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_no_raw_git_scanner.py --outdir analysis/v46_returned_package_regression_suite/no_raw_git_scanner	false
operator_smoke_test_bundle	opengwas_expiry_sentinel	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_opengwas_token_expiry_sentinel.py --outdir analysis/v46_operator_smoke_test_bundle/opengwas_token_expiry_sentinel	false
operator_smoke_test_bundle	locked_artifact_hash_audit	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_locked_artifact_hash_audit.py audit --baseline docs/validation/LOCKED_ARTIFACT_HASH_BASELINE_V45.tsv --outdir analysis/v46_operator_smoke_test_bundle/locked_artifact_hash_audit --fail-on-drift	false
operator_smoke_test_bundle	author_run_return_gate_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_author_run_return_gate_runner.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/author_run_return_gate	false
operator_smoke_test_bundle	author_run_schema_validator_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_author_run_schema_validator.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/author_run_schema_validator	false
operator_smoke_test_bundle	route_analyzable_pair_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_route_analyzable_pair_calculator.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/route_analyzable_pair_calculator	false
operator_smoke_test_bundle	terms_governance_matrix_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_terms_governance_matrix.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/terms_governance_matrix	false
operator_smoke_test_bundle	metric_format_adapter_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_author_run_metric_format_adapter.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/metric_format_adapter	false
operator_smoke_test_bundle	partial_label_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_partial_label_return_classifier.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/partial_label_return_classifier	false
operator_smoke_test_bundle	receipt_manifest_schema_linter_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_receipt_manifest_schema_linter.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/receipt_manifest_schema_linter	false
operator_smoke_test_bundle	package_manifest_shape_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_package_manifest_shape_classifier.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/package_manifest_shape_classifier	false
operator_smoke_test_bundle	receipt_manifest_to_command_plan_handoff	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_receipt_manifest_to_command_plan_handoff.py --outdir analysis/v46_operator_smoke_test_bundle/receipt_manifest_to_command_plan_handoff --fail-on-error	false
operator_smoke_test_bundle	returned_package_command_order_planner_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_command_order_planner.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/returned_package_command_order_planner	false
operator_smoke_test_bundle	returned_package_route_state_matrix	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_route_state_matrix.py --outdir analysis/v46_operator_smoke_test_bundle/returned_package_route_state_matrix --fail-on-error	false
operator_smoke_test_bundle	aggregate_only_returned_package_composition_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_aggregate_only_returned_package_composition_dryrun.py --outdir analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun --fail-on-error	false
