analysis_window	n_requested	event_probability_before_censoring	effect_pattern	early_hazard_ratio_per_latent_sd	late_hazard_ratio_per_latent_sd	censoring_mechanism	dropout_target	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_significant_probability	maximum_seed_significant_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_usable_n_across_seeds	median_observed_events_across_seeds	median_assigned_dropout_across_seeds	median_observed_pre_event_dropout_across_seeds
early_window_diagnostic	120	0.15	proportional	1.7	1.7	score_dependent	0.25	1500	400	0.26666666666666666	90	0.06	0.04906852936100265	0.07317936967275707	0.058	0.062	0.059333333333333335	0.0006666666666666666	1.2893598397772155	0.42460476663068114	108.0	8.0	0.24770642201834864	0.21621621621621623
early_window_diagnostic	120	0.3	crossing	2.0	0.5	administrative_only	0.0	1500	1487	0.9913333333333333	757	0.5046666666666667	0.47938515572176016	0.5299243362581848	0.496	0.52	0.5046666666666667	0.0	1.967826260130713	0.5239186754915995	108.0	18.0	0.0	0.0
early_window_diagnostic	120	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	1500	128	0.08533333333333333	37	0.024666666666666667	0.017948070059721124	0.033813675411598076	0.024	0.026	0.024666666666666667	0.0	1.4161241876021597	0.4920817864985757	108.0	5.0	0.25	0.25
early_window_diagnostic	120	0.3	crossing	2.0	0.5	independent	0.25	1500	1493	0.9953333333333333	734	0.48933333333333334	0.46409562888238653	0.5146255323063107	0.476	0.51	0.48933333333333334	0.0	1.9258291901170685	0.5270428866127888	108.0	17.0	0.25	0.20737718850926398
early_window_diagnostic	120	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	61	0.04066666666666666	8	0.005333333333333333	0.0027049287623018017	0.010488921363531084	0.002	0.008	0.0006666666666666666	0.004666666666666667	-0.42995470509480993	-0.1472040949783615	108.0	5.0	0.24770642201834864	0.24770642201834864
early_window_diagnostic	120	0.3	crossing	2.0	0.5	score_dependent	0.25	1500	1479	0.986	700	0.4666666666666667	0.4415372020498134	0.49196642666486534	0.448	0.48	0.4666666666666667	0.0	1.900849662481272	0.529192044253499	108.0	17.0	0.24774701631890883	0.18691588785046728
early_window_diagnostic	120	0.3	early_only	2.2	1.0	administrative_only	0.0	1500	1499	0.9993333333333333	976	0.6506666666666666	0.6261826478659365	0.6743809503437155	0.638	0.672	0.6506666666666666	0.0	2.3286709377950485	0.5821759933518119	108.0	20.0	0.0	0.0
early_window_diagnostic	120	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	1500	210	0.14	98	0.06533333333333333	0.05390496504223255	0.07898235339717855	0.062	0.068	0.06533333333333333	0.0	1.7096455559849388	0.5744088369613751	108.0	6.0	0.24770642201834864	0.24770642201834864
early_window_diagnostic	120	0.3	early_only	2.2	1.0	independent	0.25	1500	1495	0.9966666666666667	939	0.626	0.6012208906433683	0.6501353928151461	0.616	0.636	0.626	0.0	2.2661067925524296	0.5815113734327786	108.0	19.0	0.25	0.20379359942466738
early_window_diagnostic	120	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	201	0.134	4	0.0026666666666666666	0.0010374882451031462	0.006836652177904041	0.002	0.004	0.0006666666666666666	0.002	-0.20106367611254117	-0.07093544912832747	108.0	6.0	0.24766273481869813	0.24766273481869813
early_window_diagnostic	120	0.3	early_only	2.2	1.0	score_dependent	0.25	1500	1494	0.996	907	0.6046666666666667	0.5796870571467932	0.6291115486891156	0.588	0.628	0.6046666666666667	0.0	2.18767691616264	0.5777115396142138	108.0	19.0	0.25	0.1792452830188679
early_window_diagnostic	120	0.3	late_only	1.0	2.2	administrative_only	0.0	1500	1439	0.9593333333333334	81	0.054	0.04365935933562643	0.06661919286677545	0.05	0.058	0.02666666666666667	0.027333333333333334	0.0016296980270151628	0.0004518216717073303	108.0	15.0	0.0	0.0
early_window_diagnostic	120	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	1500	61	0.04066666666666666	4	0.0026666666666666666	0.0010374882451031462	0.006836652177904041	0.0	0.006	0.0006666666666666666	0.002	0.28897533582786783	0.09693315794198815	108.0	5.0	0.25	0.25
early_window_diagnostic	120	0.3	late_only	1.0	2.2	independent	0.25	1500	1403	0.9353333333333333	80	0.05333333333333334	0.04306062753158088	0.0658879972451146	0.048	0.056	0.030666666666666665	0.02266666666666667	-0.03550221411908052	-0.010526853952192798	108.0	15.0	0.25225225225225223	0.21428571428571427
early_window_diagnostic	120	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	572	0.38133333333333336	147	0.098	0.08396514343979342	0.11408861885923252	0.07	0.116	0.0	0.098	-1.4266520306031394	-0.47858492593913904	108.0	8.0	0.25	0.25
early_window_diagnostic	120	0.3	late_only	1.0	2.2	score_dependent	0.25	1500	1367	0.9113333333333333	78	0.052	0.04186463169739715	0.06442413822788547	0.05	0.054	0.03133333333333333	0.020666666666666667	0.02325661715220382	0.0068050684074180785	108.0	14.0	0.25	0.1981981981981982
early_window_diagnostic	120	0.3	null	1.0	1.0	administrative_only	0.0	1500	1481	0.9873333333333333	62	0.04133333333333333	0.032376206722410705	0.05263372439156912	0.03	0.054	0.023333333333333334	0.018	0.06991920879482397	0.018445303836959595	108.0	18.0	0.0	0.0
early_window_diagnostic	120	0.3	null	1.0	1.0	event_risk_dependent	0.25	1500	94	0.06266666666666666	5	0.0033333333333333335	0.0014246155236142537	0.00777945232509936	0.0	0.006	0.0013333333333333333	0.002	0.1967164541825888	0.06409929783110375	108.0	5.0	0.25	0.25
early_window_diagnostic	120	0.3	null	1.0	1.0	independent	0.25	1500	1479	0.986	77	0.051333333333333335	0.041267385200304804	0.06369145729927139	0.046	0.054	0.022	0.029333333333333333	-0.03292879544569881	-0.009257718081576024	108.0	17.0	0.25	0.20754716981132076
early_window_diagnostic	120	0.3	null	1.0	1.0	joint_score_event_risk	0.25	1500	622	0.4146666666666667	207	0.138	0.1214684747147495	0.15638093312666188	0.116	0.158	0.0	0.138	-1.6270229718481999	-0.5341179397146176	108.0	9.0	0.24770642201834864	0.24770642201834864
early_window_diagnostic	120	0.3	null	1.0	1.0	score_dependent	0.25	1500	1468	0.9786666666666667	74	0.04933333333333333	0.03947876255528736	0.061490297667169555	0.044	0.052	0.028666666666666667	0.020666666666666667	0.07510726799563838	0.021602155034300154	108.0	17.0	0.25	0.2018348623853211
early_window_diagnostic	120	0.3	proportional	1.7	1.7	administrative_only	0.0	1500	1494	0.996	509	0.3393333333333333	0.3158097398754747	0.3636777505292769	0.324	0.362	0.3393333333333333	0.0	1.534901041441106	0.40751983908708206	108.0	18.0	0.0	0.0
early_window_diagnostic	120	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	1500	131	0.08733333333333333	31	0.020666666666666667	0.014597274166911008	0.029184906750169652	0.018	0.024	0.020666666666666667	0.0	1.1483875982179463	0.3783829069170366	108.0	6.0	0.2523364485981308	0.2523364485981308
early_window_diagnostic	120	0.3	proportional	1.7	1.7	independent	0.25	1500	1479	0.986	464	0.30933333333333335	0.2864541271212367	0.33318662912672586	0.302	0.322	0.308	0.0013333333333333333	1.4430633477837325	0.38490141353983687	108.0	17.0	0.25	0.20754716981132076
early_window_diagnostic	120	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	347	0.23133333333333334	20	0.013333333333333334	0.008647712947540034	0.02050526628676995	0.012	0.016	0.002	0.011333333333333334	-0.40089688759207637	-0.1423010426185254	108.0	7.0	0.25	0.25
early_window_diagnostic	120	0.3	proportional	1.7	1.7	score_dependent	0.25	1500	1479	0.986	470	0.31333333333333335	0.2903617633390116	0.3372585574631895	0.296	0.344	0.31333333333333335	0.0	1.4315599306634619	0.3936326178213761	108.0	17.0	0.24774701631890883	0.18421052631578946
early_window_diagnostic	240	0.15	crossing	2.0	0.5	administrative_only	0.0	1500	1487	0.9913333333333333	784	0.5226666666666666	0.4973639920695458	0.5478535404044724	0.51	0.546	0.5226666666666666	0.0	2.005720157963623	0.5294675113110422	216.0	18.0	0.0	0.0
early_window_diagnostic	240	0.15	crossing	2.0	0.5	event_risk_dependent	0.25	1500	2	0.0013333333333333333	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0006666666666666666	0.0	1.70116890511808	0.5770960092356351	216.0	3.0	0.25	0.25
early_window_diagnostic	240	0.15	crossing	2.0	0.5	independent	0.25	1500	1464	0.976	782	0.5213333333333333	0.49603110426154595	0.5465265733610596	0.506	0.538	0.5213333333333333	0.0	2.0393822494267306	0.5520266696127027	216.0	17.0	0.25056053811659196	0.2295437639474337
early_window_diagnostic	240	0.15	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	6	0.004	2	0.0013333333333333333	0.00036572427558412626	0.0048485612960102115	0.0	0.002	0.0	0.0013333333333333333	-1.2813612346727943	-0.4085445899139453	216.0	3.0	0.25115217160454495	0.25115217160454495
early_window_diagnostic	240	0.15	crossing	2.0	0.5	score_dependent	0.25	1500	1463	0.9753333333333334	711	0.474	0.4488298287445873	0.4993030016528621	0.466	0.488	0.47333333333333333	0.0006666666666666666	1.9245640464862352	0.5214224801720219	216.0	16.0	0.25	0.21728686233403216
early_window_diagnostic	240	0.15	early_only	2.2	1.0	administrative_only	0.0	1500	1496	0.9973333333333333	995	0.6633333333333333	0.6390281373502759	0.6868040819477982	0.648	0.692	0.6633333333333333	0.0	2.3829704426909784	0.5875850113544377	216.0	20.0	0.0	0.0
early_window_diagnostic	240	0.15	early_only	2.2	1.0	event_risk_dependent	0.25	1500	4	0.0026666666666666666	3	0.002	0.0006804084719908739	0.005863804525309888	0.0	0.004	0.002	0.0	2.150310501314293	0.7185332186583844	216.0	3.0	0.2511415525114155	0.2511415525114155
early_window_diagnostic	240	0.15	early_only	2.2	1.0	independent	0.25	1500	1494	0.996	957	0.638	0.6133558157955472	0.6619391613256826	0.616	0.67	0.638	0.0	2.3479804914480393	0.5934607886769531	216.0	19.0	0.24883710867354666	0.22790697674418606
early_window_diagnostic	240	0.15	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	15	0.01	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0	0.0006666666666666666	-0.9955599383371141	-0.3451750079180414	216.0	4.0	0.25	0.25
early_window_diagnostic	240	0.15	early_only	2.2	1.0	score_dependent	0.25	1500	1486	0.9906666666666667	953	0.6353333333333333	0.6106577651150289	0.6593175023033753	0.614	0.656	0.6353333333333333	0.0	2.3090581673279105	0.5939404184857491	216.0	18.0	0.24944444444444444	0.2119815668202765
early_window_diagnostic	240	0.15	late_only	1.0	2.2	administrative_only	0.0	1500	1337	0.8913333333333333	68	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.026	0.062	0.024666666666666667	0.020666666666666667	0.030958739805030243	0.007742597416169372	216.0	14.0	0.0	0.0
early_window_diagnostic	240	0.15	late_only	1.0	2.2	event_risk_dependent	0.25	1500	0	0.0	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0			216.0	2.0	0.25116279069767444	0.25116279069767444
early_window_diagnostic	240	0.15	late_only	1.0	2.2	independent	0.25	1500	1309	0.8726666666666667	64	0.042666666666666665	0.03355366749284015	0.054116118472552516	0.028	0.062	0.021333333333333333	0.021333333333333333	-0.016783576175737513	-0.004301410877097625	216.0	13.0	0.2488479262672811	0.2300469483568075
early_window_diagnostic	240	0.15	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	298	0.19866666666666666	107	0.07133333333333333	0.05937394629575595	0.08548271897501297	0.064	0.078	0.0	0.07133333333333333	-1.6697258272529178	-0.546268968591283	216.0	7.0	0.24772708488304818	0.24772708488304818
early_window_diagnostic	240	0.15	late_only	1.0	2.2	score_dependent	0.25	1500	1277	0.8513333333333334	70	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.038	0.062	0.020666666666666667	0.026	-0.056437897738536365	-0.017426718372429973	216.0	13.0	0.25115217160454495	0.22624434389140272
early_window_diagnostic	240	0.15	null	1.0	1.0	administrative_only	0.0	1500	1466	0.9773333333333334	75	0.05	0.040074440990789065	0.062224546657374286	0.044	0.058	0.02666666666666667	0.023333333333333334	-0.027969071737122403	-0.007409471777590802	216.0	17.0	0.0	0.0
early_window_diagnostic	240	0.15	null	1.0	1.0	event_risk_dependent	0.25	1500	5	0.0033333333333333335	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0	0.0006666666666666666	-0.8310876138012269	-0.2694429920337326	216.0	2.0	0.24774774774774774	0.24774774774774774
early_window_diagnostic	240	0.15	null	1.0	1.0	independent	0.25	1500	1447	0.9646666666666667	72	0.048	0.03828904363175826	0.06002016173928581	0.044	0.054	0.024	0.024	0.0965327814365848	0.025486957145941434	216.0	16.0	0.2465753424657534	0.22685185185185186
early_window_diagnostic	240	0.15	null	1.0	1.0	joint_score_event_risk	0.25	1500	358	0.23866666666666667	172	0.11466666666666667	0.09951746454568376	0.1317844833960028	0.108	0.126	0.0	0.11466666666666667	-1.8433922733970403	-0.6184609693405255	216.0	7.0	0.25	0.25
early_window_diagnostic	240	0.15	null	1.0	1.0	score_dependent	0.25	1500	1448	0.9653333333333334	68	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.038	0.054	0.025333333333333333	0.02	0.018495715167365465	0.005865332311870744	216.0	16.0	0.2488479262672811	0.2255079147451078
early_window_diagnostic	240	0.15	proportional	1.7	1.7	administrative_only	0.0	1500	1471	0.9806666666666667	479	0.31933333333333336	0.2962269974983491	0.3433626701352099	0.306	0.332	0.31933333333333336	0.0	1.5353437297541528	0.40368711805506474	216.0	17.0	0.0	0.0
early_window_diagnostic	240	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	1500	4	0.0026666666666666666	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0	0.3861380006466229	0.12745968737365646	216.0	3.0	0.2494343891402715	0.2494343891402715
early_window_diagnostic	240	0.15	proportional	1.7	1.7	independent	0.25	1500	1457	0.9713333333333334	469	0.31266666666666665	0.2897103498360883	0.3365800435404063	0.294	0.334	0.312	0.0006666666666666666	1.4652348291023747	0.41006582463718627	217.0	16.0	0.2511415525114155	0.23023084745029315
early_window_diagnostic	240	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	78	0.052	5	0.0033333333333333335	0.0014246155236142537	0.00777945232509936	0.0	0.008	0.0	0.0033333333333333335	-0.8940922524990095	-0.3359811404491028	216.0	5.0	0.25	0.25
early_window_diagnostic	240	0.15	proportional	1.7	1.7	score_dependent	0.25	1500	1444	0.9626666666666667	463	0.30866666666666664	0.28580305223304975	0.3325077765892063	0.29	0.32	0.30866666666666664	0.0	1.457316491729856	0.4063008991339794	216.0	16.0	0.2511313143722997	0.2186046511627907
early_window_diagnostic	240	0.3	crossing	2.0	0.5	administrative_only	0.0	1500	1500	1.0	1219	0.8126666666666666	0.7921316367879983	0.831604325868315	0.796	0.824	0.8126666666666666	0.0	2.8520637056526077	0.5201357582095152	216.0	36.0	0.0	0.0
early_window_diagnostic	240	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	1500	963	0.642	378	0.252	0.23068124850606295	0.2745857491311471	0.228	0.27	0.252	0.0	1.756008836544796	0.5571426918299099	216.0	11.0	0.25116279069767444	0.25116279069767444
early_window_diagnostic	240	0.3	crossing	2.0	0.5	independent	0.25	1500	1500	1.0	1219	0.8126666666666666	0.7921316367879983	0.831604325868315	0.804	0.818	0.8126666666666666	0.0	2.7663438674648484	0.5229605846751391	216.0	35.0	0.2494343891402715	0.20554346434515425
early_window_diagnostic	240	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	812	0.5413333333333333	66	0.044	0.03473379071821657	0.055595850098588945	0.04	0.048	0.0006666666666666666	0.043333333333333335	-0.8127173913499524	-0.24997495046740967	216.0	10.0	0.25	0.25
early_window_diagnostic	240	0.3	crossing	2.0	0.5	score_dependent	0.25	1500	1500	1.0	1170	0.78	0.758335967531003	0.8002335512656954	0.778	0.782	0.78	0.0	2.6752901820632085	0.5213019974265711	216.0	33.0	0.248868778280543	0.1879334108627299
early_window_diagnostic	240	0.3	early_only	2.2	1.0	administrative_only	0.0	1500	1500	1.0	1394	0.9293333333333333	0.9152381849896142	0.9412350771653234	0.922	0.934	0.9293333333333333	0.0	3.3953297701319354	0.5965482954285084	216.0	41.0	0.0	0.0
early_window_diagnostic	240	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	1500	1148	0.7653333333333333	579	0.386	0.361684395093134	0.4108980151110674	0.372	0.414	0.386	0.0	1.965157577594346	0.5963737487489768	216.0	12.0	0.2488479262672811	0.2488479262672811
early_window_diagnostic	240	0.3	early_only	2.2	1.0	independent	0.25	1500	1500	1.0	1352	0.9013333333333333	0.8852011869494905	0.9154151233257772	0.89	0.91	0.9013333333333333	0.0	3.2211469923385625	0.581982035093923	216.0	38.0	0.2511313143722997	0.20454545454545456
early_window_diagnostic	240	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	1229	0.8193333333333334	50	0.03333333333333333	0.02537496605978659	0.04367583594571614	0.028	0.042	0.002	0.03133333333333333	-0.4151359791993925	-0.13424247955205565	216.0	13.0	0.24885835227391206	0.24885835227391206
early_window_diagnostic	240	0.3	early_only	2.2	1.0	score_dependent	0.25	1500	1500	1.0	1334	0.8893333333333333	0.8724518634707463	0.9042257531418056	0.876	0.902	0.8893333333333333	0.0	3.147821874042734	0.5872099957394898	216.0	37.0	0.2505707762557078	0.1780821917808219
early_window_diagnostic	240	0.3	late_only	1.0	2.2	administrative_only	0.0	1500	1500	1.0	78	0.052	0.04186463169739715	0.06442413822788547	0.046	0.06	0.022	0.03	0.05295554654851507	0.010425448755029591	216.0	31.0	0.0	0.0
early_window_diagnostic	240	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	1500	670	0.44666666666666666	32	0.021333333333333333	0.015151527280697085	0.029960581062089996	0.018	0.024	0.012	0.009333333333333334	0.13020996115409958	0.0415942330710801	216.0	9.0	0.2488479262672811	0.2488479262672811
early_window_diagnostic	240	0.3	late_only	1.0	2.2	independent	0.25	1500	1500	1.0	74	0.04933333333333333	0.03947876255528736	0.061490297667169555	0.04	0.056	0.024666666666666667	0.024666666666666667	-0.010244664569286134	-0.0018274832291768717	216.0	29.0	0.2511415525114155	0.2112676056338028
early_window_diagnostic	240	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	1466	0.9773333333333334	543	0.362	0.3380608386743173	0.38664418420445273	0.332	0.398	0.0	0.362	-1.694402127840073	-0.4413805196257772	216.0	17.0	0.25	0.25
early_window_diagnostic	240	0.3	late_only	1.0	2.2	score_dependent	0.25	1500	1500	1.0	74	0.04933333333333333	0.03947876255528736	0.061490297667169555	0.04	0.062	0.025333333333333333	0.024	-0.01671536762498965	-0.003422682788272115	216.0	29.0	0.25	0.19817744011292399
early_window_diagnostic	240	0.3	null	1.0	1.0	administrative_only	0.0	1500	1500	1.0	85	0.056666666666666664	0.04605898663346571	0.06953927527176187	0.05	0.062	0.026	0.030666666666666665	0.020803021498768202	0.004165493578239674	216.0	35.0	0.0	0.0
early_window_diagnostic	240	0.3	null	1.0	1.0	event_risk_dependent	0.25	1500	864	0.576	33	0.022	0.01570756221797206	0.030734473550521446	0.016	0.028	0.012	0.01	0.025395100012414636	0.008007303815792654	216.0	10.0	0.25	0.25
early_window_diagnostic	240	0.3	null	1.0	1.0	independent	0.25	1500	1500	1.0	64	0.042666666666666665	0.03355366749284015	0.054116118472552516	0.032	0.05	0.025333333333333333	0.017333333333333333	-0.02834731745129665	-0.005232863571142405	216.0	34.0	0.25	0.20909090909090908
early_window_diagnostic	240	0.3	null	1.0	1.0	joint_score_event_risk	0.25	1500	1471	0.9806666666666667	770	0.5133333333333333	0.4880375498691859	0.5385609986449426	0.49	0.528	0.0	0.5133333333333333	-2.051986006048999	-0.53229172102467	216.0	18.0	0.2488479262672811	0.2488479262672811
early_window_diagnostic	240	0.3	null	1.0	1.0	score_dependent	0.25	1500	1500	1.0	72	0.048	0.03828904363175826	0.06002016173928581	0.046	0.05	0.024	0.024	-0.05543314660195678	-0.011045238436871718	216.0	33.0	0.2488150594155042	0.2045983086680761
early_window_diagnostic	240	0.3	proportional	1.7	1.7	administrative_only	0.0	1500	1500	1.0	880	0.5866666666666667	0.5615561268404353	0.6113344385013998	0.562	0.602	0.5866666666666667	0.0	2.1979457724452467	0.39444229220251203	216.0	37.0	0.0	0.0
early_window_diagnostic	240	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	1500	1015	0.6766666666666666	284	0.18933333333333333	0.17031025810548564	0.20994356151532043	0.172	0.214	0.18866666666666668	0.0006666666666666666	1.379702691061075	0.4157230523892944	216.0	11.0	0.25	0.25
early_window_diagnostic	240	0.3	proportional	1.7	1.7	independent	0.25	1500	1500	1.0	860	0.5733333333333334	0.5481478962869555	0.5981441205407514	0.55	0.614	0.5733333333333334	0.0	2.1365966585760363	0.3989843688460154	216.0	35.0	0.25	0.20754716981132076
