row_key	check	status	detail
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	present_in_shortlist	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/decision_relevant_convergences_v48.tsv
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	shortlist_class_matches_relationship	PASS	expected=corroborated_grounded_context observed=corroborated_grounded_context
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=MHC overlap is distinct-signal, not simple shared biology observed=MHC overlap is distinct-signal, not simple shared biology
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.grounded_evidence_grade	PASS	expected=negative-established observed=negative-established
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.grounded_artifact	PASS	expected=analysis/v14_locus_landscape/REPORT.md; analysis/v14_susie_coloc/REPORT.md observed=analysis/v14_locus_landscape/REPORT.md; analysis/v14_susie_coloc/REPORT.md
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.plos.ms_mhc_independent_effects_context.2026-06-14 observed=claim.plos.ms_mhc_independent_effects_context.2026-06-14
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.epistemic_class	PASS	expected=external-unverifiable observed=external-unverifiable
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.external_source	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/ observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.interpretation	PASS	expected=The external MS MHC fine-mapping context independently reports multiple independent effects in the MHC region. This aligns with the project's caution that MHC overlap is not a simple shared-causal-variant claim; the project artifact remains the evidence. observed=The external MS MHC fine-mapping context independently reports multiple independent effects in the MHC region. This aligns with the project's caution that MHC overlap is not a simple shared-causal-variant claim; the project artifact remains the evidence.
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.future_grounding_action	PASS	expected=Continue requiring signal-specific fine-mapping before interpreting MHC overlap as shared biology. observed=Continue requiring signal-specific fine-mapping before interpreting MHC overlap as shared biology.
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	present_in_shortlist	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/decision_relevant_convergences_v48.tsv
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	shortlist_class_matches_relationship	PASS	expected=corroborated_grounded_context observed=corroborated_grounded_context
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=MS-UC is strongest tested genome-wide genetics comparator observed=MS-UC is strongest tested genome-wide genetics comparator
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.grounded_evidence_grade	PASS	expected=robust observed=robust
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.grounded_artifact	PASS	expected=docs/history/LEAD_SLATE_V21.md observed=docs/history/LEAD_SLATE_V21.md
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14 observed=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.epistemic_class	PASS	expected=external-unverifiable observed=external-unverifiable
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.interpretation	PASS	expected=The external literature claim independently reports stronger MS-UC than MS-CD genetic correlation. This aligns with the project's rerunnable MS-UC genetics backdrop; the project artifact remains the evidence. observed=The external literature claim independently reports stronger MS-UC than MS-CD genetic correlation. This aligns with the project's rerunnable MS-UC genetics backdrop; the project artifact remains the evidence.
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.future_grounding_action	PASS	expected=No action needed for current interpretation; future refresh should hash and rerun the external summary-statistic inputs if imported. observed=No action needed for current interpretation; future refresh should hash and rerun the external summary-statistic inputs if imported.
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	present_in_shortlist	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/decision_relevant_convergences_v48.tsv
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	shortlist_class_matches_relationship	PASS	expected=corroborated_grounded_context observed=corroborated_grounded_context
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails observed=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.grounded_evidence_grade	PASS	expected=supported observed=supported
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.grounded_artifact	PASS	expected=docs/findings/KILL_HYP_V6_006.md observed=docs/findings/KILL_HYP_V6_006.md
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14 observed=claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.epistemic_class	PASS	expected=external-unverifiable observed=external-unverifiable
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.external_source	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/ observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.interpretation	PASS	expected=The external UC colonoid context reports JAK-inhibitor modulation of STAT1 activation and MHC-II expression. This independently aligns with the project's dynamic mucosal IFN/APC response finding; the project artifact remains the evidence. observed=The external UC colonoid context reports JAK-inhibitor modulation of STAT1 activation and MHC-II expression. This independently aligns with the project's dynamic mucosal IFN/APC response finding; the project artifact remains the evidence.
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.future_grounding_action	PASS	expected=If this context is used beyond corroboration, import paired mucosal response data under a frozen test rather than using literature context as validation. observed=If this context is used beyond corroboration, import paired mucosal response data under a frozen test rather than using literature context as validation.
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	present_in_shortlist	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/decision_relevant_convergences_v48.tsv
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	shortlist_class_matches_relationship	PASS	expected=corroborated_grounded_context observed=corroborated_grounded_context
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Tool-robust but simple V22 scalar observed=Tool-robust but simple V22 scalar
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.grounded_evidence_grade	PASS	expected=supported observed=supported
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.grounded_artifact	PASS	expected=docs/workups/treatment_response/ROBUSTNESS_MAP_V28.md observed=docs/workups/treatment_response/ROBUSTNESS_MAP_V28.md
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.probast_tripod.prediction_model_validation_context.2026-06-14 observed=claim.probast_tripod.prediction_model_validation_context.2026-06-14
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.epistemic_class	PASS	expected=external-unverifiable observed=external-unverifiable
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.external_source	PASS	expected=https://pubmed.ncbi.nlm.nih.gov/30596875/ observed=https://pubmed.ncbi.nlm.nih.gov/30596875/
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.interpretation	PASS	expected=The external prediction-model guidance independently emphasizes validation, applicability, and overfitting risk. This aligns with the project's decision to prefer the tool-robust simple scalar over more flexible alternatives; the project artifact remains the evidence. observed=The external prediction-model guidance independently emphasizes validation, applicability, and overfitting risk. This aligns with the project's decision to prefer the tool-robust simple scalar over more flexible alternatives; the project artifact remains the evidence.
Tool-robust but simple V22 scalar||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.future_grounding_action	PASS	expected=Do not add complexity to the locked rule without a preregistered external validation advantage. observed=Do not add complexity to the locked rule without a preregistered external validation advantage.
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	present_in_shortlist	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/decision_relevant_convergences_v48.tsv
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	shortlist_class_matches_relationship	PASS	expected=corroborated_grounded_context observed=corroborated_grounded_context
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=UC genetics vs treatment-response layer split observed=UC genetics vs treatment-response layer split
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.grounded_evidence_grade	PASS	expected=supported observed=supported
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.grounded_artifact	PASS	expected=docs/findings/AXIS_DISAGREEMENT_FINDINGS_V12.md observed=docs/findings/AXIS_DISAGREEMENT_FINDINGS_V12.md
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.ms_ibd.treatment_transfer_caution_context.2026-06-14 observed=claim.ms_ibd.treatment_transfer_caution_context.2026-06-14
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.epistemic_class	PASS	expected=external-unverifiable observed=external-unverifiable
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.interpretation	PASS	expected=The external MS-IBD treatment-transfer caution independently supports the premise that genetic relatedness and treatment-response transfer are not the same layer. This aligns with the project's layer-split finding; the project artifact remains the evidence. observed=The external MS-IBD treatment-transfer caution independently supports the premise that genetic relatedness and treatment-response transfer are not the same layer. This aligns with the project's layer-split finding; the project artifact remains the evidence.
UC genetics vs treatment-response layer split||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.future_grounding_action	PASS	expected=Use disease-pair and treatment-pair specific data before transferring any therapeutic inference across layers. observed=Use disease-pair and treatment-pair specific data before transferring any therapeutic inference across layers.
summary	summary_shortlist_count_matches_rows	PASS	summary=7 rows=7
summary	summary_matrix_count_matches_current_matrix	PASS	summary=23 matrix=23
