row_key	check	status	detail
knowledge_external/catalogs/indexes/convergence_source_independence_v48_summary.json||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_EXECUTIVE_CARD_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/governance_failure_mode_matrix_v48_summary.json||knowledge_external/catalogs/indexes/V48_PREFLIGHT_SUMMARY_CARD.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/source_terms_coverage_v48.tsv||knowledge_external/catalogs/indexes/HIGH_PRIORITY_SOURCE_TERMS_PACKET_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/v37_external_coverage_gap_priority_v48_summary.json||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_EXECUTIVE_CARD_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/v48_governance_navigation.tsv||knowledge_external/catalogs/indexes/GOVERNANCE_FAILURE_MODE_MATRIX_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/v48_governance_navigation_summary.json||knowledge_external/catalogs/indexes/V48_PREFLIGHT_SUMMARY_CARD.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/indexes/||knowledge_external/INDEX.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/resource.*.json||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/||knowledge_external/catalogs/indexes/SOURCE_URL_DUPLICATE_REVIEW_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_field_matches.source	PASS	expected=knowledge_external/catalogs/records/ observed=knowledge_external/catalogs/records/
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_field_matches.target	PASS	expected=knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md observed=knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_field_matches.edge_type	PASS	expected=input_to_artifact observed=input_to_artifact
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_field_matches.target_artifact	PASS	expected=V48 convergence/contradiction matrix observed=V48 convergence/contradiction matrix
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||input_to_artifact	edge_field_matches.source_exists	FAIL	expected=pattern_or_directory observed=stale
knowledge_external/catalogs/records/||knowledge_external/synthesis/CONVERGENCE_SOURCE_INDEPENDENCE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/CONTRADICTION_READINESS_PLAYBOOK_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/CONTRADICTION_SURVEILLANCE_CHECKLIST_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/CONVERGENCE_SOURCE_INDEPENDENCE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/DECISION_RELEVANT_CONVERGENCES_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_contradiction_v48.tsv||knowledge_external/synthesis/V37_FINDING_EXTERNAL_COVERAGE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/convergence_source_independence_v48.tsv||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_INDEPENDENCE_ROLLUP_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv||knowledge_external/synthesis/CONTRADICTION_SURVEILLANCE_CHECKLIST_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/high_priority_external_sourcing_plan_v48.tsv||knowledge_external/synthesis/HIGH_PRIORITY_SOURCE_SEARCH_QUERIES_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/v37_external_coverage_gap_priority_v48.tsv||knowledge_external/synthesis/HIGH_PRIORITY_EXTERNAL_SOURCING_PLAN_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/v37_finding_external_coverage_v48.tsv||knowledge_external/synthesis/V37_EXTERNAL_COVERAGE_GAP_PRIORITY_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/v37_finding_external_coverage_v48.tsv||knowledge_external/synthesis/V37_UNCOVERED_FINDING_RATIONALE_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/v37_uncovered_finding_rationale_v48.tsv||knowledge_external/synthesis/V37_EXTERNAL_COVERAGE_GAP_PRIORITY_V48.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
knowledge_external/synthesis/||knowledge_external/INDEX.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v47_external_markdown_index_linter.py||knowledge_external/INDEX.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v47_external_verifiable_intake_linter.py||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_contradiction_readiness_freshness_linter.py||knowledge_external/synthesis/CONTRADICTION_READINESS_PLAYBOOK_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_contradiction_surveillance_freshness_linter.py||knowledge_external/synthesis/CONTRADICTION_SURVEILLANCE_CHECKLIST_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_convergence_executive_card_freshness_linter.py||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_EXECUTIVE_CARD_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_convergence_matrix_coverage_linter.py||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_convergence_source_independence_freshness_linter.py||knowledge_external/synthesis/CONVERGENCE_SOURCE_INDEPENDENCE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_convergence_status_vocabulary_linter.py||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_decision_relevant_convergence_freshness_linter.py||knowledge_external/synthesis/DECISION_RELEVANT_CONVERGENCES_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_external_synthesis_dependency_freshness_linter.py||knowledge_external/catalogs/indexes/V48_EXTERNAL_SYNTHESIS_DEPENDENCY_GRAPH.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_external_synthesis_dependency_graph.py||knowledge_external/catalogs/indexes/V48_EXTERNAL_SYNTHESIS_DEPENDENCY_GRAPH.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_future_grounding_queue_freshness_linter.py||knowledge_external/synthesis/FUTURE_GROUNDING_QUEUE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_governance_failure_mode_freshness_linter.py||knowledge_external/catalogs/indexes/GOVERNANCE_FAILURE_MODE_MATRIX_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_governance_navigation.py||knowledge_external/catalogs/indexes/V48_GOVERNANCE_NAVIGATION.md||input_to_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_governance_navigation_freshness_linter.py||knowledge_external/catalogs/indexes/V48_GOVERNANCE_NAVIGATION.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_high_priority_external_sourcing_plan_freshness_linter.py||knowledge_external/synthesis/HIGH_PRIORITY_EXTERNAL_SOURCING_PLAN_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_high_priority_source_search_query_freshness_linter.py||knowledge_external/synthesis/HIGH_PRIORITY_SOURCE_SEARCH_QUERIES_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_high_priority_source_terms_packet_freshness_linter.py||knowledge_external/catalogs/indexes/HIGH_PRIORITY_SOURCE_TERMS_PACKET_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_preflight_summary_card_freshness_linter.py||knowledge_external/catalogs/indexes/V48_PREFLIGHT_SUMMARY_CARD.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_project_finding_reference_linter.py||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_public_index_crosslink_linter.py||knowledge_external/INDEX.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_public_index_freshness_linter.py||knowledge_external/INDEX.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_resource_comparator_freshness_linter.py||knowledge_external/catalogs/indexes/EXTERNAL_RESOURCE_COMPARATOR_MATRIX_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_domain_independence_freshness_linter.py||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_INDEPENDENCE_ROLLUP_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_domain_review_freshness_linter.py||knowledge_external/catalogs/indexes/SOURCE_DOMAIN_REVIEW_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_terms_coverage_freshness_linter.py||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_terms_freshness_linter.py||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_terms_metadata_linter.py||knowledge_external/catalogs/indexes/SOURCE_TERMS_COVERAGE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_source_url_duplicate_freshness_linter.py||knowledge_external/catalogs/indexes/SOURCE_URL_DUPLICATE_REVIEW_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_support_contradiction_coverage_linter.py||knowledge_external/synthesis/CONVERGENCE_CONTRADICTION_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_v37_coverage_freshness_linter.py||knowledge_external/synthesis/V37_FINDING_EXTERNAL_COVERAGE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_v37_gap_priority_freshness_linter.py||knowledge_external/synthesis/V37_EXTERNAL_COVERAGE_GAP_PRIORITY_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
scripts/v48_v37_uncovered_rationale_freshness_linter.py||knowledge_external/synthesis/V37_UNCOVERED_FINDING_RATIONALE_V48.md||freshness_control_for_artifact	edge_present	FAIL	/Users/soeren.leibach/Projects/ms-auto-research/analysis/v48_external_synthesis_dependency_freshness_linter/synthetic_edges.tsv
extra/source||extra/target||extra_edge	no_extra_edge	FAIL	edge is not declared by the current dependency graph generator
summary	summary_matches.n_nodes	FAIL	expected=23 observed=999
summary	summary_matches.n_edges	FAIL	expected=66 observed=999
summary	summary_matches.n_missing_outputs	FAIL	expected=0 observed=999
summary	summary_matches.n_missing_control_sources	FAIL	expected=0 observed=
summary	summary_matches.n_unguarded_nodes	FAIL	expected=0 observed=
